URL,Status,UR,Previous traffic,Current traffic,Traffic change,Previous traffic value,Current traffic value,Traffic value change,Current referring domains,Previous # of keywords,Current # of keywords,Keywords change,Previous top keyword,Current top keyword,Previous top keyword: Volume,Current top keyword: Volume,Previous top keyword: Position,Current top keyword: Position,Top keyword: Position change,Page type
https://beturi.ro/oferte-cazino/mozzart-bet-bonus-fara-depunere/,,,329,131,-198,324.53,158.74,-165.78,,22,10,-12,mozzart casino,mozzartbet bonus fara depunere,1300,150,8,1,,
https://beturi.ro/oferte-cazino/rotiri-gratuite-winbet/,,,55,130,75,85.57,162.63,77.07,,6,7,1,winbet rotiri gratuite,winbet bonus fara depunere,600,800,7,4,,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-mr-bit/,,6,88,120,32,130.31,239.06,108.75,165,5,11,6,mr bit rotiri gratuite,mr bit bonus fara depunere,700,400,6,5,,
https://beturi.ro/stiri-sport/transferuri-liga-1/,,5,92,119,27,1.21,0.53,-0.68,1,8,7,-1,transferuri liga 1 la zi,transferuri liga 1 la zi,150,150,1,1,0,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-player-casino/,,15,66,110,44,119.48,192.53,73.04,149,8,8,,player casino bonus,player bonus fara depunere,250,350,6,4,,
https://beturi.ro/oferte-cazino/maxwin-bonus-fara-depunere/,New,,,108,108,,59.13,59.13,,,1,1,,maxwin ro,,4400,,10,,
https://beturi.ro/ghid-pariuri/verificare-bilet-powerbet/,,,94,107,13,36.11,52.20,16.09,,3,5,2,powerbet verificare bilet,powerbet verificare bilet,350,350,2,3,-1,
https://beturi.ro/Ghid,New,,,106,106,,78.23,78.23,,,4,4,,multi polonia,,7700,,8,,
https://beturi.ro/ghid-pariuri/loto-win-for-life/,,4.9,47,105,58,9.99,23.80,13.82,0,17,28,11,10 din 20,win for life 1/20,1200,1200,13,10,,
https://beturi.ro/ghid-casino/contact-princess-casino/,,,138,105,-33,183.00,130.81,-52.19,,3,4,1,princess casino contact,princess casino contact,800,800,3,5,-2,
https://beturi.ro/free-bet/pariu-gratuit-seven-bet/,New,,,104,104,,53.90,53.90,,,1,1,,seven bet,,8200,,13,,
https://beturi.ro/recenzie/powerbet/,,4.8,387,103,-284,139.47,37.59,-101.88,165,1,2,1,power bet pariuri sportive,power bet pariuri sportive,5200,5100,5,11,-6,
https://beturi.ro/case-pariuri-oferte/bonus-bun-venit-betano/,,,40,101,61,74.47,191.05,116.58,,7,12,5,betano bonus de bun venit,betano bonus de bun venit,400,400,9,4,5,
https://beturi.ro/free-bet/pariu-gratuit-winboss/,,4.9,47,97,50,113.14,308.93,195.79,44,7,8,1,free bet fara depunere,pariu gratuit fara depunere,300,450,7,3,,
https://beturi.ro/ghid-pariuri/loto-pennsylvania/,,4.6,101,93,-8,28.96,25.43,-3.53,0,18,17,-1,pennsylvania 5 din 30,pennsylvania 5 din 30,800,700,8,8,0,
https://beturi.ro/ghid-pariuri/program-superbet-agentii/,,6,103,89,-14,44.97,44.49,-0.47,163,18,20,2,program superbet azi,superbet deschis acum,700,1000,7,10,,
https://beturi.ro/oferte-cazino/seven-casino-bonus-fara-depunere/,,,63,84,21,78.08,117.21,39.12,,11,11,,seven casino rotiri gratuite,seven casino rotiri gratuite,200,200,5,5,0,
https://beturi.ro/oferte-cazino/cod-bonus-betano/,,4.4,17,82,65,34.99,144.09,109.09,42,2,5,3,cod promotional betano,cod promotional betano,1000,1000,13,9,4,
https://beturi.ro/cota-2/,,15,273,82,-191,125.70,49.66,-76.04,51,9,11,2,cota 2,cota 2,1900,1500,5,9,-4,
https://beturi.ro/oferte-cazino/rotiri-gratuite-casa-pariurilor/,,,22,79,57,34.76,138.09,103.33,,2,6,4,casa pariurilor bonus fara depunere,casa pariurilor bonus fara depunere,1300,1200,13,9,4,Article > How-to
https://beturi.ro/cazinouri-noi-online/,,,18,79,61,21.24,124.13,102.89,,3,7,4,cazinouri noi,casino online nou,8400,6800,23,18,,
https://beturi.ro/ghid-pariuri/oferta-pariuri-betmen/,,4.5,5,76,71,1.41,7.62,6.21,136,3,5,2,betmen pariuri,betmen bet,1300,1000,20,6,,
https://beturi.ro/ghid-casino/metoda-de-plata-toppay/,,,27,76,49,0.99,1.26,0.27,,2,3,1,casino toppay,casino toppay,200,200,3,1,2,
https://beturi.ro/recenzie/gets-bet-pariuri-sportive/,,,194,75,-119,147.20,73.09,-74.11,,7,5,-2,get bet pariuri sportive,verificare bilet gets bet,2400,900,6,8,,
https://beturi.ro/ghid-pariuri/lucky-six/,,,41,73,32,31.99,52.80,20.81,,13,14,1,lucky six rezultate,lucky six rezultate,250,250,6,6,0,
https://beturi.ro/oferte-cazino/million-promotii/,,4.5,10,72,62,,49.64,49.64,43,1,4,3,million casino bonus,million casino bonus,500,500,11,6,5,
https://beturi.ro/ghid-casino/maxwin-contact/,,,100,70,-30,55.24,53.14,-2.10,,2,2,,maxwin ro,max win,4100,11000,10,16,,
https://beturi.ro/meciuri-azi,New,0,,67,67,,103.82,103.82,0,,3,3,,cine a câștigat meciul de aseară,,2700,,11,,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-winboss/,,,34,65,31,36.13,71.37,35.23,,4,5,1,winboss bonus fara depunere,winboss rotiri gratuite,300,500,8,7,,
https://beturi.ro/recenzie/12xbet/,,,3,63,60,1.56,31.46,29.90,,2,2,,12xbet ro,12x bet,250,5800,13,14,,
https://beturi.ro/ghid-casino/contact-million-casino/,New,,,62,62,,75.23,75.23,,,1,1,,million casino contact,,800,,5,,
https://beturi.ro/case-pariuri-oferte/winner-fun/,,,16,61,45,18.38,69.37,50.99,,1,1,,winner fun,winner fun,800,3100,11,11,0,
https://beturi.ro/stiri-sport/calendar-wta-2025/,,,37,60,23,10.59,17.33,6.74,,1,1,,care este urmatorul turneu de tenis feminin,care este urmatorul turneu de tenis feminin,600,800,6,5,1,
https://beturi.ro/ponturi-pariuri/baschet/,,14,41,60,19,36.96,46.74,9.77,1,5,8,3,ponturi baschet,ponturi baschet,400,300,10,8,2,Article > How-to
https://beturi.ro/case-pariuri-oferte/speciale/superbet-bonus-fara-depunere/,,15,136,60,-76,500.53,239.75,-260.78,181,6,11,5,cod bonus superbet fara depunere,superbet bonus fara depunere,800,1400,5,12,,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-napoleon/,,15,38,59,21,31.20,48.63,17.43,1,1,1,,napoleon casino bonus fara depunere,napoleon casino bonus fara depunere,2400,2400,12,10,2,
https://beturi.ro/oferte-cazino/betmen-bonus-fara-depunere/,,,59,59,,87.66,87.66,,,1,1,,betmen rotiri gratuite,betmen rotiri gratuite,600,600,4,4,0,
https://beturi.ro/ghid-casino/contact-betmen/,,4.4,6,57,51,8.29,69.98,61.68,91,1,2,1,batman pariuri sportive,batman casino,500,1200,13,7,,
https://beturi.ro/oferte-cazino/rotiri-gratuite-getsbet/,,4.6,25,55,30,30.02,60.11,30.09,170,8,12,4,gets bet rotiri gratuite,gets bet bonus fara depunere,300,450,9,7,,
https://beturi.ro/biletul-zilei/,,15,19,52,33,4.78,14.03,9.25,227,4,6,2,biletul zilei cota mare,biletul zilei pariu sigur,800,600,12,11,,
https://beturi.ro/ghid-pariuri/program-agentii-betmen/,,,212,52,-160,50.10,12.39,-37.71,,7,5,-2,betmen pariuri,betmen pariuri,1300,1300,3,9,-6,
https://beturi.ro/ghid-pariuri/mega-millions/,,,40,51,11,13.06,12.59,-0.46,,3,7,4,loto mega millions 5/70,mega millions 5/70,500,900,8,11,,
https://beturi.ro/ghid-pariuri/loto-franta-5-49/,,4.5,61,50,-11,14.34,14.29,-0.05,0,11,11,,loto franța 5/49,loto franța 5/49,1600,1600,13,13,0,
https://beturi.ro/ghid-pariuri/contact-netbet/,,,80,49,-31,168.15,113.80,-54.35,,3,3,,netbet contact,netbet contact,350,350,3,5,-2,
https://beturi.ro/ponturi-pariuri/handbal/,,,32,48,16,12.58,24.25,11.67,,6,6,,ponturi handbal azi,ponturi handbal azi,200,200,5,5,0,
https://beturi.ro/ghid-pariuri/loto-netbet/,,,35,48,13,64.04,85.60,21.57,,4,4,,loto netbet,loto netbet,600,600,6,5,1,
https://beturi.ro/stiri-sport/lot-universitatea-craiova/,,,26,46,20,,,,,7,7,,noi achizitii la csu craiova,noi achizitii la csu craiova,500,1200,10,9,1,
https://beturi.ro/case-pariuri-oferte/casa-pariurilor-bonus-bun-venit/,,,0,43,43,0.00,143.43,143.43,,2,12,10,casa pariurilor oferte,casa pariurilor bonus,50,300,6,6,,
https://beturi.ro/ghid-pariuri/stanleybet-pariuri-sportive/,,,41,42,1,9.27,8.87,-0.39,,5,7,2,stanleybet pariuri sportive,stanleybet pariuri sportive,900,900,6,6,0,
https://beturi.ro/ghid-casino/pacanele-win2/,,4.6,36,42,6,17.98,21.64,3.67,58,4,4,,win 2,win 2,2200,2200,14,13,1,Article > Review
https://beturi.ro/recenzie/manhattan/,,15,127,40,-87,8.70,0.64,-8.07,112,6,4,-2,manhattan casino bonus fara depunere,manhattan casino bonus fara depunere,1600,1600,5,10,-5,
https://beturi.ro/oferte-cazino/las-vegas-bonus-fara-depunere/,,4.5,57,39,-18,103.45,80.71,-22.75,145,7,8,1,las vegas bonus fara depunere,las vegas bonus fara depunere,600,500,7,11,-4,
https://beturi.ro/case-pariuri-oferte/bonus-fara-depunere-netbet/,,15,11,38,27,15.76,72.95,57.19,122,1,3,2,netbet bonus fara depunere,netbet 500 rotiri,1300,150,15,3,,
https://beturi.ro/ghid-pariuri/inregistrare-cont-gets-bet/,,4.8,49,37,-12,61.36,59.44,-1.92,161,4,3,-1,get bet cont,cont gets bet,100,100,2,2,,
https://beturi.ro/ponturi-pariuri/fotbal/arabia-saudita/,New,4.5,,36,36,,,,0,,4,4,,meciuri din liga pro arabia saudita,,900,,10,,
https://beturi.ro/ghid-pariuri/pariu-sansa-progresiv/,,4.4,33,36,3,8.41,9.64,1.22,140,9,12,3,pariu sansa progresiv,pariu sansa progresiv,250,250,4,4,0,
https://beturi.ro/ghid-pariuri/verificare-bilet-betmen/,,,34,36,2,8.43,8.43,,,4,4,,batman verificare bilet,batman verificare bilet,200,200,4,4,0,
https://beturi.ro/case-pariuri-oferte/superbet-superavantaj/,,4.8,1,36,35,,38.13,38.13,0,1,4,3,superavantaj baschet,oferta de azi la superbet,10,8600,6,19,,
https://beturi.ro/ghid-pariuri/contact-888/,,,27,35,8,35.99,49.30,13.32,,4,3,-1,888 casino contact,888 casino contact,700,600,10,7,3,
https://beturi.ro/ghid-pariuri/under-over-2-5/,,,35,34,-1,17.94,12.86,-5.08,,7,7,,ponturi peste 2.5 goluri azi,ponturi peste 2.5 goluri azi,900,800,14,13,1,
https://beturi.ro/ponturi-pariuri/formula-1/,,15,36,31,-5,32.59,27.05,-5.53,0,4,4,,pariuri formula 1,pariuri formula 1,300,300,9,9,0,
https://beturi.ro/oferte-cazino/cod-bonus-million-casino/,,,45,30,-15,,,,,2,2,,cod promotional million casino,cod promotional million casino,600,600,5,7,-2,
https://beturi.ro/ghid-pariuri/winner-contact/,,,35,30,-5,32.62,28.42,-4.20,,5,5,,winner contact,winner contact,250,250,5,6,-1,
https://beturi.ro/ghid-pariuri/contact-casa-pariurilor/,,,11,30,19,3.72,19.21,15.48,,7,10,3,suport casa pariurilor,conectare casa pariurilor,100,200,10,4,,
https://beturi.ro/diverse/reguli-popa-prostu/,,,18,29,11,4.32,7.39,3.07,,4,7,3,popa prostu reguli,popa prostu reguli,200,200,8,6,2,
https://beturi.ro/ghid-pariuri/contact-pokerstars-romania/,New,,,28,28,,42.55,42.55,,,2,2,,pokerstars romania,,300,,4,,
https://beturi.ro/ghid-pariuri/stanleybet-info-program/,,6,20,28,8,2.04,2.87,0.83,91,5,6,1,program stanleybet de sarbatori,program stanleybet azi,90,100,4,4,,
https://beturi.ro/oferte-cazino/350-rotiri-gratuite-maxbet/,,,34,27,-7,40.93,16.82,-24.11,,8,1,-7,maxbet 350 rotiri,maxbet 350 rotiri,150,200,4,2,2,
https://beturi.ro/ghid-pariuri/contact-unibet/,,,33,27,-6,31.22,27.65,-3.58,,6,4,-2,contact unibet,contact unibet,100,100,3,3,0,
https://beturi.ro/euro-2024/,,4.4,20,27,7,2.05,2.99,0.94,4,8,16,8,meciuri euro 2024 azi,meciuri euro 2024 azi,80,80,2,2,0,
https://beturi.ro/case-pariuri-oferte/unibet-bonus-de-bun-venit/,,,5,26,21,15.22,69.83,54.61,,1,4,3,unibet bonus de bun venit,bonus unibet,80,250,6,7,,
https://beturi.ro/ghid-pariuri/fortuna-aplicatie/,,4.6,3,25,22,1.52,20.20,18.68,106,2,6,4,descarcare aplicatie fortuna,aplicatia fortuna,70,150,10,5,,
https://beturi.ro/ghid-pariuri/superbet-aplicatie/,,,2,24,22,3.55,34.63,31.07,,4,5,1,superbet app,download superbet,900,1800,23,15,,
https://beturi.ro/stiri-sport/,,,12,24,12,12.71,12.56,-0.15,,5,6,1,beturi,stiri sportive,400,15000,1,21,,
https://beturi.ro/stiri-sport/totul-despre-optastats/,,4.5,35,24,-11,55.11,37.75,-17.36,1,8,8,,validare opta,validare opta,250,200,4,4,0,
https://beturi.ro/ghid-pariuri/gets-bet-contact/,,,31,23,-8,17.46,10.96,-6.50,,5,6,1,gets bet contact,gets bet contact,200,200,4,6,-2,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-favbet/,,4.6,13,23,10,19.45,37.18,17.73,49,1,3,2,favbet bonus fara depunere,favbet bonus fara depunere,400,350,9,7,2,
https://beturi.ro/ghid-casino/contact-powerbet/,,,18,23,5,6.33,8.94,2.61,,3,2,-1,power bet contact,power bet contact,100,100,2,2,0,
https://beturi.ro/stiri-sport/format-cupa-romaniei/,,,4,23,19,1.34,20.80,19.45,,4,5,1,format cupa romaniei,meciuri din cupa româniei,20,4900,4,19,,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-admiral/,New,,,22,22,,45.56,45.56,,,2,2,,admiral bonus fara depunere,,250,,6,,
https://beturi.ro/ghid-pariuri/pariuri-sportive-excelbet/,,4.5,28,22,-6,4.19,8.96,4.77,45,5,4,-1,excelbet azi,excelbet azi,200,200,3,7,-4,
https://beturi.ro/ghid-pariuri/inregistrare-cont-las-vegas/,,,6,22,16,5.78,21.61,15.83,,1,3,2,verificare card las vegas,verificare card las vegas,900,700,16,11,5,
https://beturi.ro/ghid-pariuri/oferta-cashpot/,,,7,21,14,7.39,13.46,6.08,,1,1,,cashpot 77 rotiri,cash pot casino,100,450,6,7,,
https://beturi.ro/case-pariuri-oferte/unibet-bounce-concurs/,,,7,21,14,6.71,25.12,18.40,,1,2,1,bounce unibet,bounce unibet,100,100,6,2,4,
https://beturi.ro/ghid-casino/aplicatie-gets-bet/,,4.7,12,21,9,3.21,16.84,13.63,141,2,3,1,aplicatia gets bet,aplicatie gets bet,350,150,9,6,,
https://beturi.ro/ghid-pariuri/pacanele-cu-coroane/,,4.9,1,21,20,0.51,11.95,11.44,0,1,7,6,aparate coroane,jocuri cu coroane,30,150,8,6,,
https://beturi.ro/recenzie/winner/,New,15,,20,20,,6.95,6.95,148,,14,14,,verificare bilet winner bet,,100,,6,,
https://beturi.ro/oferte-cazino/promotii-betano/,,4.5,13,20,7,16.49,30.41,13.92,46,5,6,1,betano promotii,promotii betano,150,150,7,6,,
https://beturi.ro/ghid-pariuri/program-agentii-fortuna/,,6,17,20,3,9.18,8.78,-0.41,165,5,9,4,program fortuna azi,program fortuna azi,250,150,7,6,1,
https://beturi.ro/ghid-pariuri/totogaming-table-online/,,,12,20,8,54.43,73.60,19.17,,3,6,3,table pe bani,table pe bani,100,100,6,6,0,
https://beturi.ro/ghid-pariuri/contact-superbet/,,,32,20,-12,49.67,33.10,-16.57,,8,10,2,nr contact superbet online,suport superbet,1900,1000,15,17,,
https://beturi.ro/ghid-pariuri/inregistrare-fortuna-cont/,,4.8,0,20,20,0.11,32.27,32.16,103,2,3,1,fortuna cont,cont fortuna,200,350,5,3,,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-king-casino/,,,5,18,13,11.81,45.06,33.25,,2,1,-1,king casino bonus,king casino bonus,200,200,10,4,6,
https://beturi.ro/oferte-cazino/netbet-200-rotiri/,,,24,18,-6,57.30,50.89,-6.41,,4,2,-2,netbet rotiri gratuite,netbet 200 rotiri,1000,150,14,3,,Article > News
https://beturi.ro/ghid-pariuri/retragere-unibet/,,,16,18,2,28.52,31.52,3.00,,2,2,,unibet retragere,unibet retragere,100,100,5,5,0,
https://beturi.ro/oferte-cazino/bonus-bun-venit-casino-superbet/,,,12,17,5,84.54,105.60,21.06,,1,4,3,superbet bonus de bun venit,superbet bonus de bun venit,500,400,10,10,0,
https://beturi.ro/recenzie/ultrabet/,,,0,16,16,0.00,13.94,13.94,,1,1,,ultrabet,ultra bet,18000,4900,11,19,,
https://beturi.ro/recenzie/playgg-casino/,,,16,16,,36.47,36.47,0.00,,2,2,,playgg casino,playgg casino,200,200,4,4,0,
https://beturi.ro/ghid-pariuri/vlad-cazino-contact/,,,33,15,-18,49.42,22.84,-26.59,,3,3,,vlad cazino contact,vlad cazino contact,200,150,3,7,-4,
https://beturi.ro/oferte-cazino/bonus-fara-depunere-princess-casino/,,,16,15,-1,28.27,25.41,-2.87,,2,3,1,princess casino rotiri gratuite,princess casino bonus fara depunere,1100,400,15,12,,
https://beturi.ro/ghid-pariuri/jocuri-las-vegas/,New,4.5,,15,15,,24.56,24.56,0,,1,1,,vegas casino online,,250,,7,,
https://beturi.ro/recenzie/maxbet-pariuri/,,,17,14,-3,24.62,30.41,5.79,,2,1,-1,maxbet pariuri sportive,maxbet pariuri,150,250,6,6,,
https://beturi.ro/oferte-cazino/150-rotiri-fara-depunere-winner/,,,6,14,8,10.72,25.87,15.14,,2,2,,winner 150 rotiri,winner 150 rotiri,70,70,5,2,3,
https://beturi.ro/coduri-bilete-azi/,,,14,14,,22.41,22.43,0.02,,3,4,1,bilete superbet,bilete superbet,200,200,7,7,0,
