URL,Status,UR,Previous traffic,Current traffic,Traffic change,Previous traffic value,Current traffic value,Traffic value change,Current referring domains,Previous # of keywords,Current # of keywords,Keywords change,Previous top keyword,Current top keyword,Previous top keyword: Volume,Current top keyword: Volume,Previous top keyword: Position,Current top keyword: Position,Top keyword: Position change,Page type
https://legalbet.ro/feedback/powerbet/,,,34,101,67,20.73,47.76,27.03,,6,11,5,pawer bet,pawer bet,400,400,5,4,1,
https://legalbet.ro/cazinouri/excelbet-casino/,,,120,91,-29,80.37,61.88,-18.50,,1,2,1,excelbet casino,excelbet casino,1300,1200,4,5,-1,
https://legalbet.ro/cazinouri/eldorado/,,0,109,90,-19,134.27,110.04,-24.23,164,17,19,2,eldorado casino,el dorado casino,250,150,3,4,,
https://legalbet.ro/cazinouri/hot-spins/,,,41,87,46,20.84,49.67,28.83,,4,5,1,hotspins casino,hotspins casino,350,350,5,3,2,
https://legalbet.ro/cazinouri/yoji/,,0,75,86,11,57.97,71.13,13.16,166,6,11,5,yoji casino,yoji casino,1300,600,8,5,3,
https://legalbet.ro/centrul-de-pariere/espanyol-athletic-bilbao-13-05-2026/,,,82,82,,8.97,8.97,,,1,1,,espanyol,espanyol,350,350,1,1,0,
https://legalbet.ro/bonus/sets/promotii/,,4.4,114,82,-32,176.89,126.63,-50.25,163,10,11,1,coduri bonus casino,cod bonus casino,350,300,4,6,,
https://legalbet.ro/cazinouri/sets/roata-norocului/,,0,4,81,77,0.05,44.69,44.64,59,2,3,1,netbet roata norocului,roata norocului casino,80,1400,7,7,,
https://legalbet.ro/feedback/fortuna/,,,113,77,-36,93.44,60.43,-33.01,,18,12,-6,forum fortuna,acasa fortuna,300,250,3,4,,
https://legalbet.ro/feedback/superbet/,,0,75,77,2,167.87,170.14,2.26,170,6,6,,pareri superbet,pareri superbet,100,100,1,1,0,
https://legalbet.ro/case-de-pariuri/gets-bet/,,0,3,70,67,0.65,40.55,39.90,158,2,23,21,aplicatia gets bet,gets bet pariuri sportive,350,4500,14,20,,
https://legalbet.ro/feedback/player/,,,174,70,-104,53.65,15.48,-38.17,,4,3,-1,recenzii casino,player pariuri,2700,700,9,4,,
https://legalbet.ro/feedback/winbet/,,,65,69,4,68.84,73.39,4.55,,3,3,,pareri winbet,pareri winbet,100,100,1,1,0,
https://legalbet.ro/case-de-pariuri-licentiate/superbet/aplicatie/,,,37,69,32,57.71,99.96,42.24,,9,13,4,download superbet,download superbet,1700,1800,16,14,2,
https://legalbet.ro/feedback/888-sport/,,,69,69,,246.19,246.18,-0.01,,4,4,,888 casino pareri,888 casino pareri,200,200,1,1,0,
https://legalbet.ro/scoala-pariurilor/total-goluri-peste-sub-0-5/,,0,56,68,12,,,,1,5,6,1,ce inseamna peste 0.5 goluri,ce inseamna peste 0.5 goluri,100,100,1,1,0,
https://legalbet.ro/cazinouri/vivabet-casino/,New,0,,65,65,,31.02,31.02,73,,2,2,,vivabet casino,,2900,,11,,
https://legalbet.ro/cazinouri/sets/care-platesc/,,,57,65,8,90.85,128.89,38.04,,2,1,-1,cazinouri online care platesc,cazinouri online care platesc,600,600,5,3,2,
https://legalbet.ro/bonus/sets/bonus-casino/,New,,,64,64,,53.25,53.25,,,1,1,,cazinouri noi 2025,,2100,,9,,
https://legalbet.ro/feedback/betfair/,,,64,64,,161.76,162.05,0.30,,3,3,,betfair pareri,betfair pareri,100,100,1,1,0,
https://legalbet.ro/cazinouri/sets/depunere-minima-10-lei/,,0,62,64,2,97.82,101.30,3.48,47,3,3,,depunere minima 10 lei online,depunere minima 10 lei online,250,250,2,2,0,
https://legalbet.ro/feedback/luck-com/,,,62,62,,69.22,69.22,,,2,2,,luck casino pareri,luck casino pareri,150,150,1,1,0,
https://legalbet.ro/bonus/bilion-casino-50-ron-fara-depunere-la-verificare-cont/,,,47,61,14,40.90,52.66,11.77,,2,1,-1,billion casino,billion casino,2400,2500,11,10,1,
https://legalbet.ro/feedback/winner/,,0,51,61,10,48.65,55.04,6.39,103,7,8,1,winner pareri,winner pareri,100,100,1,1,0,
https://legalbet.ro/bonus/sets/excelbet-fara-depunere/,,,91,61,-30,76.20,50.06,-26.13,,8,7,-1,excelbet rotiri gratuite fara depunere,excelbet bonus fara depunere,1200,500,8,6,,
https://legalbet.ro/bonus/player-222-rotiri-gratuite-fr-depunere/,,0,83,60,-23,182.31,138.24,-44.07,54,7,5,-2,player bonus fara depunere,player casino bonus fara depunere,350,300,5,4,,
https://legalbet.ro/scoala-pariurilor/primul-pariu-la-casa-pariurilor/,,0,21,58,37,42.17,119.72,77.54,0,8,12,4,casa pariurilor inregistrare,cont casa pariurilor,100,500,5,3,,
https://legalbet.ro/bonus/sets/toto-gaming-fara-depunere/,,0,2,56,54,1.70,44.49,42.79,149,2,2,,totogaming bonus fara depunere,totogaming bonus fara depunere,2400,2300,25,10,15,
https://legalbet.ro/bonus/,,4.4,27,55,28,47.94,104.30,56.37,234,6,9,3,publicwin bonus fara depunere,publicwin bonus fara depunere,300,300,7,7,0,
https://legalbet.ro/cazinouri/napoleon-casino/,,,14934,55,-14879,8278.17,40.54,-8237.63,,3,1,-2,napoleon casino,casino napoleon,141000,900,5,6,,
https://legalbet.ro/feedback/publicwin/,,,437,55,-382,399.85,59.94,-339.91,,8,6,-2,publicwin,publicwin pareri,11000,60,2,1,,
https://legalbet.ro/feedback/sportingbet/,,,62,54,-8,152.23,134.48,-17.76,,3,2,-1,sportingbet pareri,sportingbet pareri,150,150,1,1,0,
https://legalbet.ro/scoala-pariurilor/calculator-pariuri/,,0,66,53,-13,75.07,57.26,-17.81,0,9,8,-1,calculator cote pariuri,calculator cote,200,150,3,4,,
https://legalbet.ro/alegerea-editorului/joaca-table-online-la-totogaming-pe-bani-reali/,,,42,53,11,150.13,169.00,18.87,,3,3,,table pe bani,table pe bani,100,100,3,3,0,
https://legalbet.ro/centrul-de-pariere/turnee/meciuri-amicale/,,0,15,52,37,,0.00,0.00,0,4,6,2,meciuri amicale azi la tv,amicale internaționale,150,1000,9,8,,
https://legalbet.ro/ponturi/pauza-final/?page=4,,0,72,52,-20,36.55,18.60,-17.94,0,8,9,1,meciuri pauza final,meciuri pauza final,150,150,3,3,0,
https://legalbet.ro/ponturi/sportul-baschet/nba/,,4.5,21,49,28,13.42,54.14,40.72,0,5,8,3,ponturi nba,ponturi baschet,70,300,4,11,,
https://legalbet.ro/cazinouri/wacko-casino/,,,151,49,-102,101.21,32.86,-68.35,,2,2,,wacko casino,wacko casino,1000,400,2,3,-1,
https://legalbet.ro/feedback/baumbet/,,,35,48,13,47.21,65.19,17.98,,5,7,2,baumbet pareri,baumbet pareri,60,60,1,1,0,
https://legalbet.ro/ponturi/cota-2/,,4.4,47,48,1,27.18,27.61,0.43,6,7,7,,cota 2 azi,cota 2 azi,400,400,10,10,0,
https://legalbet.ro/cazinouri/victorybet-casino/,,,45,48,3,30.62,31.15,0.54,,1,2,1,victorybet,victorybet,17000,17000,3,3,0,
https://legalbet.ro/complaints/winner/,,0,49,46,-3,57.80,28.82,-28.97,191,14,16,2,winner bet romania,cont winner,350,150,6,3,,
https://legalbet.ro/bonus/sets/million/,,,32,46,14,,,,,2,2,,cod promotional million casino,cod promotional million casino,600,600,7,6,1,
https://legalbet.ro/cazinouri/mozzart/,,5,724,45,-679,209.31,11.30,-198.01,123,7,7,,mozzart,mozzart,12000,11000,2,3,-1,
https://legalbet.ro/scoala-pariurilor/verificare-bilet-pariuri/,,0,5,45,40,3.55,34.46,30.91,154,9,15,6,verificare bilet casa pariurilor cod scurt,verificare bilet online,1900,800,22,11,,
https://legalbet.ro/feedback/conticazino/,,,45,45,,132.79,132.79,0.00,,4,2,-2,conti casino pareri,conti casino pareri,100,100,1,1,0,
https://legalbet.ro/bonus/sets/toto-gaming/,,0,112,44,-68,91.00,37.65,-53.35,44,2,1,-1,totogaming bonus fara depunere,totogaming bonus,2400,900,8,7,,
https://legalbet.ro/scoala-pariurilor/casa-de-pariuri-betano-depuneri-i-retrageri/,,,49,44,-5,81.75,75.08,-6.67,,7,7,,betano cash,betano cash,350,350,6,6,0,
https://legalbet.ro/cazinouri/player/,,,2227,44,-2183,1456.32,30.37,-1425.94,,5,3,-2,player casino,player cazino,16000,300,3,3,,
https://legalbet.ro/cazinouri/luck-casino/,,,9,44,35,5.78,27.57,21.79,,2,1,-1,luck bet,luck bet,400,400,10,3,7,
https://legalbet.ro/bonus/casa-pariurilor-casino-400-rotiri-gratuite-fara-depunere-la-verificare/,,,19,43,24,30.89,78.78,47.89,,3,5,2,casa pariurilor rotiri gratuite,400 rotiri gratuite fara depunere,1100,1700,15,12,,
https://legalbet.ro/alegerea-editorului/player-casino-jocuri-de-cazino-cu-specific-de-iarna/,,,47,43,-4,31.36,57.33,25.96,,3,2,-1,player casino,cazino player,16000,600,20,5,,
https://legalbet.ro/scoala-pariurilor/total-goluri-peste-sub-3-5/,,0,52,40,-12,,,,0,5,5,,sub 3.5 goluri,ce inseamna sub 3.5 goluri,50,100,2,3,,
https://legalbet.ro/scoala-pariurilor/superbet-verificare-bilet-online/,,0,56,39,-17,90.82,63.25,-27.56,189,18,20,2,scanare bilet superbet,superbet bilet online,2900,100,16,4,,
https://legalbet.ro/scoala-pariurilor/casa-de-pariuri-baumbet-depuneri-i-retrageri/,,0,38,39,1,24.17,35.83,11.66,127,13,11,-2,baumbet bilet,baumbet bilet,200,200,4,4,0,
https://legalbet.ro/aplicatii-pariuri-sportive/,,,146,38,-108,1228.60,228.55,-1000.05,,4,4,,aplicatie pariuri sportive,cea mai buna aplicatie de pariuri sportive,200,50,1,1,,
https://legalbet.ro/case-de-pariuri-licentiate/casa-pariurilor/aplicatie/,,0,19,36,17,35.73,59.00,23.27,74,5,10,5,aplicatie casa pariurilor,casa pariurilor deschis acum,1600,1300,7,12,,
https://legalbet.ro/case-de-pariuri/sets/fotbal/,,,22,36,14,12.69,21.10,8.41,,1,1,,oferta completa casa pariurilor fotbal,oferta completa casa pariurilor fotbal,900,700,10,7,3,
https://legalbet.ro/bonus/sets/bonus-de-ziua-ta/,,13,15,33,18,17.12,35.57,18.45,178,3,4,1,bonus aniversar casino,bonus aniversar casino,4900,4600,22,16,6,
https://legalbet.ro/scoala-pariurilor/total-goluri-peste-sub-2-5/,,,56,33,-23,24.88,10.74,-14.13,,7,8,1,peste 2.5 goluri,ce inseamna sub 2.5 goluri,250,150,5,7,,
https://legalbet.ro/bonus/32rou-casino-32-rotiri-fr-depunere/,,,49,32,-17,55.21,36.28,-18.94,,1,1,,32 rosu,32 rosu,6100,6200,15,17,-2,
https://legalbet.ro/case-de-pariuri/excelbet/,,0,30,32,2,22.63,23.28,0.65,141,6,9,3,excelbet pariuri sportive,excelbet pariuri sportive,250,250,5,5,0,
https://legalbet.ro/feedback/don-sport/,,,115,31,-84,145.49,43.46,-102.03,,1,3,2,don .ro,don .ro,1900,1900,6,13,-7,
https://legalbet.ro/bonus/sets/fortuna/,,,12,28,16,23.82,41.73,17.91,,4,4,,fortuna rotiri gratuite,fortuna bonus fara depunere,600,900,15,11,,
https://legalbet.ro/bonus/win2-casino-bonus-fr-depunere-222-rotiri-gratuite/,,0,48,28,-20,27.88,15.70,-12.18,74,6,6,,win2 ro,win2 ro,2400,2300,13,18,-5,
https://legalbet.ro/bonus/mr-bit-casino-100-rotiri-gratuite-fara-depunere/,,,7,27,20,8.88,45.32,36.45,,1,2,1,mr bit rotiri gratuite,mr bit bonus fara depunere,700,400,14,6,,
https://legalbet.ro/scoala-pariurilor/casa-de-pariuri-unibet-depuneri-si-retrageri/,,,31,27,-4,55.10,49.25,-5.85,,2,2,,retragere unibet,unibet retragere,150,100,3,3,,
https://legalbet.ro/scoala-pariurilor/total-goluri-peste-sub-1-5/,,0,27,27,,3.09,3.09,,1,5,5,,ce inseamna sub 1.5 goluri,ce inseamna sub 1.5 goluri,100,100,5,4,1,
https://legalbet.ro/bonus/yoji-casino-50-de-rotiri-gratuite-la-verificarea-contului/,,,3,27,24,2.83,23.58,20.75,,2,2,,ioji casino,ioji casino,1100,1000,20,10,10,
https://legalbet.ro/feedback/maxbet/,,,26,26,,50.31,50.31,0.00,,3,3,,maxbet pareri,maxbet pareri,50,50,1,1,0,
https://legalbet.ro/centrul-de-pariere/turnee/liga-i/,,,22,25,3,20.22,20.42,0.20,,7,5,-2,betano liga 1,cote castigare liga 1,150,200,6,6,,
https://legalbet.ro/ponturi/sportul-fotbal/england-premier-league/,,,16,25,9,,,,,2,2,,ponturi premier league,ponturi premier league,150,150,4,2,2,
https://legalbet.ro/ponturi/sportul-fotbal/champions-league/,,,28,25,-3,5.76,3.81,-1.96,,6,6,,ponturi pariuri champions league,ponturi pariuri champions league,150,150,4,4,0,
https://legalbet.ro/scoala-pariurilor/explicatia-termenului-de-gg-la-pariuri-sportive/,,0,21,24,3,17.65,18.67,1.02,0,6,6,,gg pariuri,gg pariuri,50,50,1,1,0,
https://legalbet.ro/scoala-pariurilor/verificare-bilet-winner/,,,16,24,8,7.21,9.52,2.31,,9,7,-2,verificare bilet winner bet,bilete castigatoare winner,100,150,6,8,,
https://legalbet.ro/ponturi/sportul-handbal/,,,21,23,2,6.62,6.71,0.09,,6,6,,ponturi handbal azi,ponturi handbal azi,200,200,8,8,0,
https://legalbet.ro/alegerea-editorului/pariu-sansa-superbet/,,0,19,22,3,1.80,3.74,1.94,144,3,4,1,pariu sansa progresiv,pariu sansa progresiv,250,250,5,5,0,
https://legalbet.ro/complaints/superbet/,,0,18,22,4,14.56,19.50,4.94,144,5,7,2,reclamatii superbet,reclamatii superbet,150,150,3,3,0,
https://legalbet.ro/bonus/sets/betano/,New,,,22,22,,45.85,45.85,,,2,2,,betano bonus fara depunere,,2000,,14,,
https://legalbet.ro/cazinouri/totalbet-casino/,,,9,21,12,9.93,22.68,12.74,,4,6,2,total casino,total casino,200,200,8,5,3,
https://legalbet.ro/complaints/netbet/,,,21,21,,13.54,13.76,0.22,,3,3,,retragere netbet,retragere netbet,150,150,3,3,0,
https://legalbet.ro/bonus/betano-bonus-pentru-clienti-noi-100-pna-la-500-ron-la-prima-depunere/,New,,,21,21,,40.93,40.93,,,2,2,,bonus bun venit betano,,200,,6,,
https://legalbet.ro/case-de-pariuri/player/,New,,,21,21,,5.07,5.07,,,1,1,,player pariuri,,700,,9,,
https://legalbet.ro/complaints/all/,,,7,21,14,10.36,23.53,13.17,,1,2,1,reclamatii jocuri de noroc,legalbet,150,700,8,1,,
https://legalbet.ro/scoala-pariurilor/casa-de-pariuri-netbet-depuneri-si-retrageri/,,,20,21,1,6.08,6.55,0.47,,3,3,,netbet depunere minima,netbet depunere minima,100,100,3,3,0,
https://legalbet.ro/cazinouri/playgg-casino/,,,21,21,,45.58,45.58,0.00,,3,2,-1,playgg casino,playgg casino,200,200,3,3,0,
