URL,Status,UR,Previous traffic,Current traffic,Traffic change,Previous traffic value,Current traffic value,Traffic value change,Current referring domains,Previous # of keywords,Current # of keywords,Keywords change,Previous top keyword,Current top keyword,Previous top keyword: Volume,Current top keyword: Volume,Previous top keyword: Position,Current top keyword: Position,Top keyword: Position change,Page type
https://www.pontul-zilei.com/category/cota-zilei-pariuri/cota-2/,,,90,98,8,34.57,36.93,2.35,,9,9,,cota 2 azi,cota 2 azi,400,400,7,7,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/unibet-bonus-fara-depunere/,,0,63,95,32,135.99,184.09,48.10,70,8,11,3,unibet bonus fara depunere,unibet bonus fara depunere,400,400,8,5,3,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/80-rotiri-gratuite-fara-depunere/,,,23,94,71,28.13,113.83,85.71,,1,1,,80 rotiri fara depunere,80 rotiri fara depunere,1800,1600,13,6,7,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/napoleon-bonus-fara-depunere/,,0,59,93,34,48.75,75.98,27.23,0,1,1,,napoleon casino bonus fara depunere,napoleon casino bonus fara depunere,2400,2400,10,8,2,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/vivabet-bonus-fara-depunere/,,4.5,386,82,-304,206.60,42.53,-164.06,174,4,4,,viva bet,viva bet,12000,12000,9,17,-8,
https://www.pontul-zilei.com/blog/gets-bet-aplicatie/,,0,58,79,21,29.04,52.85,23.81,51,7,9,2,aplicatia gets bet,aplicatia gets bet,350,250,4,4,0,
https://www.pontul-zilei.com/articole-pariuri-sportive/reguli-biliard-cum-arata-regulamentul-de-joc/,,,208,79,-129,1.64,0.58,-1.06,,4,4,,reguli biliard,reguli biliard,200,200,2,3,-1,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/game-world-casino-bonus-fara-depunere/,,0,70,75,5,50.36,56.65,6.29,154,10,9,-1,game world casino bonus fara depunere,game world casino bonus fara depunere,250,250,5,5,0,
https://www.pontul-zilei.com/agentie/winboss/,,,6,74,68,4.22,79.89,75.67,,4,4,,winboss casino,win boss,2100,4700,20,12,,
https://www.pontul-zilei.com/bonusuri-cazino/bonus-de-bun-venit/,,0,6,74,68,33.13,546.17,513.04,186,1,2,1,bonus de bun venit,bonus bun venit,1100,600,17,3,,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/mozzartbet-bonus-fara-depunere/,,,113,72,-41,112.93,79.95,-32.98,,11,6,-5,mozzart bet bonus,bonus fara depunere mozzart,200,90,4,1,,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/fortuna-palace-bonus-fara-depunere/,,,363,70,-293,158.50,30.89,-127.61,,3,2,-1,fortuna palace,fortuna palace casino,22000,8800,14,19,,
https://www.pontul-zilei.com/category/ponturi-pariuri/ponturi-fotbal/,,0,80,69,-11,43.58,32.43,-11.15,117,9,14,5,ponturi alin,ponturi alin,900,900,8,11,-3,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/pariuriplus-bonus-fara-depunere/,,,272,68,-204,233.77,58.61,-175.17,,2,2,,pariuri plus,pariuri plus,5700,5400,7,13,-6,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/magnumbet-bonus-fara-depunere/,,0,61,63,2,65.60,75.65,10.05,79,7,8,1,magnum bet bonus fara depunere,magnum bet bonus fara depunere,400,400,6,6,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/seven-bonus-fara-depunere/,,,89,61,-28,115.00,74.92,-40.08,,8,10,2,seven bonus fara depunere,seven bonus fara depunere,150,150,3,3,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/excelbet-bonus-fara-depunere/,,0,71,56,-15,59.61,51.09,-8.52,53,5,8,3,excelbet rotiri gratuite fara depunere,excelbet rotiri gratuite fara depunere,1200,1100,9,9,0,
https://www.pontul-zilei.com/agentie/realbet/,,,227,55,-172,242.96,55.49,-187.47,,4,5,1,real bet,realbet,2600,1600,2,2,,
https://www.pontul-zilei.com/agentie/win2/,,0,18,55,37,7.21,29.54,22.33,163,4,8,4,win2 casino,win2 ro,900,2300,11,12,,
https://www.pontul-zilei.com/agentie/vbet/,,,70,53,-17,47.33,34.07,-13.25,,3,3,,victory bet,victory bet,14000,13000,18,20,-2,
https://www.pontul-zilei.com/agentie/cloverbet/,,,54,53,-1,62.03,60.19,-1.84,,5,5,,cloverbet,cloverbet,40,40,1,1,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/princess-casino-bonus-fara-depunere/,,,42,49,7,92.78,107.76,14.99,,6,9,3,princess casino rotiri gratuite,princess casino rotiri gratuite,1100,1100,11,12,-1,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/luck-casino-bonus-fara-depunere/,,0,53,49,-4,62.01,57.08,-4.93,161,4,4,,luck casino bonus fara depunere,luck casino rotiri gratuite,300,250,6,6,,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/betfair-bonus-fara-depunere/,,,42,43,1,42.33,48.65,6.32,,3,3,,betfair bonus fara depunere,betfair bonus fara depunere,300,300,3,3,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/winboss-bonus-fara-depunere/,,,53,42,-11,63.81,51.42,-12.39,,6,6,,winboss rotiri gratuite,winboss rotiri gratuite,600,500,8,9,-1,
https://www.pontul-zilei.com/articole-pariuri-sportive/germania-keno-loto-strategii-rezultate-combinatii-sfaturi/,,0,8,41,33,6.29,14.95,8.65,0,2,5,3,loto germania keno,germania keno 20/70,700,1000,13,13,,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/cherrybet-bonus-fara-depunere/,,,1,40,39,0.34,25.85,25.51,,1,1,,bonus bet,bonus bet,80,1300,16,9,7,
https://www.pontul-zilei.com/bonusuri-cazino/bonus-aniversar/superbet-bonus-aniversar/,,,43,39,-4,66.29,61.53,-4.76,,11,10,-1,bonus aniversar superbet,bonus aniversar superbet,400,350,9,10,-1,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/betmen-bonus-fara-depunere/,,,38,38,,56.10,56.10,,,1,1,,betmen rotiri gratuite,betmen rotiri gratuite,600,600,6,6,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/favbet-bonus-fara-depunere/,,0,63,37,-26,109.62,74.38,-35.24,169,7,7,,favbet cod promo,cod promo favbet,350,250,6,7,,
https://www.pontul-zilei.com/Bonus,New,,,36,36,,43.44,43.44,,,2,2,,don.ro casino,,600,,7,,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/royal-slots-bonus-fara-depunere/,,,72,32,-40,48.34,29.06,-19.28,,4,2,-2,royal casino,royal casino bonus fara depunere,26000,250,18,3,,
https://www.pontul-zilei.com/agentie/don-ro/,,,33,31,-2,41.46,39.41,-2.05,,4,1,-3,don ro,don ro,44000,45000,26,26,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/bilion-bonus-fara-depunere/,,,92,31,-61,79.88,26.96,-52.92,,2,1,-1,billion casino,billion casino,2400,2500,8,13,-5,
https://www.pontul-zilei.com/blog/superbet-contact/,,,79,29,-50,134.85,40.77,-94.08,,14,10,-4,nr contact superbet online,nr contact superbet online,1900,1700,11,17,-6,
https://www.pontul-zilei.com/blog/gets-bet-inregistrare/,,0,30,29,-1,45.90,43.31,-2.59,167,5,4,-1,get bet cont,get bet cont,100,100,3,3,0,
https://www.pontul-zilei.com/agentie/pacanele-ro/,,,11,28,17,12.20,30.29,18.09,,2,2,,pacanele ro,pacanele ro,3500,3500,19,15,4,
https://www.pontul-zilei.com/bonusuri-cazino/bonus-aniversar/betano-bonus-aniversar/,,0,30,27,-3,51.89,46.61,-5.29,171,3,5,2,bonus aniversar betano,bonus aniversar betano,200,200,5,6,-1,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/lucky-seven-bonus-fara-depunere/,,0,29,27,-2,17.04,15.78,-1.26,152,1,1,,lucky seven rotiri gratuite,lucky seven rotiri gratuite,500,600,6,7,-1,
https://www.pontul-zilei.com/articole-pariuri-sportive/luptatori-k1-care-sunt-cei-mai-buni/,,,25,26,1,,,,,7,7,,cei mai buni luptatori k1 din lume,cei mai buni luptatori k1 din lume,60,60,3,3,0,
https://www.pontul-zilei.com/blog/las-vegas-contact/,,,28,24,-4,43.34,38.69,-4.65,,5,5,,las vegas contact,las vegas contact,350,350,9,9,0,
https://www.pontul-zilei.com/agentie/lady-casino/,,,26,24,-2,11.12,10.24,-0.87,,2,2,,lady casino,lady casino,19000,18000,23,23,0,
https://www.pontul-zilei.com/blog/las-vegas-verificare-cont/,,,23,24,1,22.06,21.97,-0.09,,1,2,1,verificare card las vegas,verificare card las vegas,900,700,10,9,1,
https://www.pontul-zilei.com/blog,New,,,24,24,,27.36,27.36,,,1,1,,scanare bilet superbet,,2400,,14,,
https://www.pontul-zilei.com/articole-pariuri-sportive/ce-inseamna-sub-peste-15-25-35-45/,,0,24,23,-1,0.45,0.45,0.00,1,7,5,-2,ce inseamna sub 1.5 goluri,ce inseamna sub 1.5 goluri,100,100,6,5,1,
https://www.pontul-zilei.com/category/biletul-zilei/,,4.5,45,22,-23,16.07,7.84,-8.22,191,9,8,-1,pontul zilei chirila,biletul zilei azi,90,600,2,14,,
https://www.pontul-zilei.com/agentie/smart-bet/,,0,52,22,-30,40.23,17.22,-23.01,166,5,6,1,verificare bilet smart bet,verificare bilet smart bet,350,300,3,5,-2,
https://www.pontul-zilei.com/articole-pariuri-sportive/finlanda-keno-loto-strategii-rezultate-combinatii-sfaturi/,,0,42,21,-21,8.23,5.71,-2.52,0,9,8,-1,finlanda keno 20/70,finlanda keno 20/70,2200,2200,17,18,-1,
https://www.pontul-zilei.com/agentie/888sport/,,,10,21,11,31.82,64.88,33.06,,2,4,2,888 casino pareri,bonus 888 sport,200,100,9,6,,
https://www.pontul-zilei.com/articole-pariuri-sportive/letonia-keno-loto-strategii-rezultate-scheme-combinatii-live-sfaturi-de-la-jucatori/,,0,21,20,-1,1.22,1.64,0.43,0,4,8,4,letonia keno combinatii,letonia keno combinatii,150,150,3,4,-1,
https://www.pontul-zilei.com/agentie/betano/,,4.4,24,19,-5,44.62,54.17,9.55,149,3,5,2,betano agentie,pareri betano,200,150,7,7,,
https://www.pontul-zilei.com/blog/gets-bet-verificare-bilet/,,0,19,18,-1,16.28,15.02,-1.26,143,7,8,1,verificare bilet gets bet fotbal,verificare bilet gets bet fotbal,2700,2700,18,18,0,
https://www.pontul-zilei.com/category/ponturi-pariuri/ponturi-baschet/,,0,6,17,11,4.54,16.21,11.67,0,2,1,-1,ponturi baschet,ponturi baschet,400,300,19,10,9,
https://www.pontul-zilei.com/articole-pariuri-sportive/tot-ce-trebuie-sa-stii-despre-curling-cum-arata-regulamentul-de-joc/,,,16,14,-2,,,,,1,1,,reguli curling,reguli curling,100,100,4,4,0,
https://www.pontul-zilei.com/blog/superbet-superavantaj/,,0,8,12,4,13.29,19.93,6.64,0,9,11,2,superavantaj superbet,superavantaj superbet,150,150,11,9,2,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/slotv-bonus-fara-depunere/,,0,15,12,-3,15.42,24.42,9.01,55,2,3,1,slotv bonus fara depunere,slotv rotiri gratuite,150,200,5,9,,
https://www.pontul-zilei.com/agentie/12xbet/,,,113,12,-101,56.37,6.13,-50.24,,3,3,,12x bet,12x bet,5700,5800,11,21,-10,
https://www.pontul-zilei.com/blog/superbet-bingo/,,,10,11,1,27.80,29.23,1.44,,3,3,,superbet bingo,superbet bingo,200,200,10,9,1,
https://www.pontul-zilei.com/category/ponturi-pariuri/ponturi-pariuri-fotbal-liga-campionilor/,,,22,11,-11,6.19,5.16,-1.03,,6,5,-1,ponturi pariuri champions league,ponturi liga campionilor,150,100,6,6,,
https://www.pontul-zilei.com/articole-pariuri-sportive/tot-ce-trebuie-sa-stii-despre-hochei-pe-gheata-regulamentul-celui-mai-urmarit-sport-olimpic-de-iarna/,,0,10,10,,,,,0,2,2,,reguli hochei,reguli hochei,60,60,2,2,0,
https://www.pontul-zilei.com/agentie/superbet/,,,0,10,10,0.00,6.19,6.19,,1,2,1,superbet.ro,superbet oferta zilei,7800,400,30,8,,
https://www.pontul-zilei.com/blog/gets-bet-contact/,,,9,9,,4.27,4.55,0.28,,4,4,,gets bet contact,gets bet contact,200,200,9,10,-1,
https://www.pontul-zilei.com/agentie/baumbet/,,,16,9,-7,13.64,8.89,-4.76,,7,5,-2,baumbet bilet virtual,baumbet rotiri gratuite,200,70,4,7,,
https://www.pontul-zilei.com/articole-pariuri-sportive/rxf-52-cote-favoriti-cine-transmite/,,0,60,9,-51,43.75,,-43.75,0,5,1,-4,rxf pariuri,cote rxf,800,250,10,8,,
https://www.pontul-zilei.com/agentie/senator-bet/,,0,12,8,-4,6.65,3.15,-3.49,161,7,7,,senator bet pariuri sportive,senator bet pariuri sportive,90,90,3,4,-1,
https://www.pontul-zilei.com/blog/betano-casino/,,,8,8,,9.32,9.37,0.04,,2,2,,betano cazino,betano cazino,150,150,7,7,0,
https://www.pontul-zilei.com/agentie/publicwin/,,,11,8,-3,11.92,8.05,-3.87,,2,3,1,publicwin bonus fara depunere,publicwin bonus,300,150,10,8,,
https://www.pontul-zilei.com/blog/betano-inregistrare/,,,36,7,-29,67.46,14.35,-53.11,,2,1,-1,inregistrare betano,inregistrare betano,400,300,5,10,-5,
https://www.pontul-zilei.com/blog/netbet-contact/,,,7,7,,14.06,14.06,,,1,1,,contact netbet,contact netbet,250,250,8,8,0,
https://www.pontul-zilei.com/agentie/zinx/,,,0,7,7,,,,,1,1,,zinx,zinx,2500,2500,4,3,1,
https://www.pontul-zilei.com/agentie/stanleybet/,,,54,7,-47,27.98,2.23,-25.75,,2,3,1,oferta stanleybet,stanleybet ofertă,600,70,4,5,,
https://www.pontul-zilei.com/articole-pariuri-sportive/lucky-six-ce-este-numere-castigatoare-unde-poti-juca/,,,16,7,-9,9.87,5.74,-4.13,,8,6,-2,numere castigatoare lucky six,numere castigatoare lucky six,80,80,3,8,-5,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/kingcasino-bonus-fara-depunere/,,,0,7,7,0.00,18.46,18.46,,1,2,1,kingcasino,king casino bonus,450,200,25,8,,
https://www.pontul-zilei.com/articole-pariuri-sportive/campionii-mondiali-la-snooker/,,,6,6,,,,,,1,1,,campioni mondiali snooker,campioni mondiali snooker,40,40,2,2,0,
https://www.pontul-zilei.com/blog/netbet-loto/,,,34,6,-28,54.22,2.99,-51.23,,3,3,,loto netbet,netbetloto,600,100,7,2,,
https://www.pontul-zilei.com/articole-pariuri-sportive/terenul-de-baschet-tot-ce-trebuie-sa-stii-despre-suprafata-dimensiuni-si-marcajele-existente/,,,6,6,,0.86,0.86,0.00,,2,1,-1,teren baschet dimensiuni,teren baschet dimensiuni,150,150,1,1,0,
https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/777-casino-bonus-fara-depunere/,,,6,6,,32.84,32.84,,,1,1,,777 rotiri gratuite,777 rotiri gratuite,150,150,8,8,0,
https://www.pontul-zilei.com/blog/retragere-betano/,,,10,6,-4,16.33,11.52,-4.80,,6,5,-1,retrageri betano,retrageri betano,100,100,9,9,0,
https://www.pontul-zilei.com/articole-pariuri-sportive/regulamentul-tenisului-de-picior/,,,21,6,-15,,,,,1,1,,reguli tenis de picior,reguli tenis de picior,60,60,1,5,-4,
https://www.pontul-zilei.com/agentie/pariuriplus/,,,15,5,-10,12.85,4.03,-8.82,,2,2,,pariuri plus,pariuri plus,5700,5400,20,25,-5,
https://www.pontul-zilei.com/articole-pariuri-sportive/penalty-ce-este-regulament-exemple-pariuri/,,,5,5,,,,,,1,1,,ce inseamna penalty,ce inseamna penalty,30,30,3,3,0,
https://www.pontul-zilei.com/agentie/nitro-casino/,,,5,5,,3.03,2.86,-0.17,,5,6,1,nitro casino pareri,nitro casino pareri,40,40,7,7,0,
https://www.pontul-zilei.com/blog/gets-bet-loto/,,,5,5,,2.25,1.92,-0.33,,3,2,-1,gets bet loto,gets bet loto,100,100,7,7,0,
