Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
goluri asiatice,RO,Romania,Romanian,,false,false,false,true,false,false,"Image pack, People also ask",300,0,0.52,199,26,-173,,1,5,-4,,https://casepariurionline.ro/total-goluri-asiatice/,,https://casepariurionline.ro/total-goluri-asiatice/,2024-06-24 04:21:35,2026-06-17 05:15:24
bonus pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Video preview, Image pack",150,20,6.58,26,,,,3,,Lost,,https://casepariurionline.ro/bonus-pariuri/,,,2024-06-14 06:07:27,
ce inseamna handicap,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, Knowledge panel, People also ask, Video preview, Image pack",150,0,,24,,,,2,,Lost,,https://casepariurionline.ro/ce-inseamna-handicap-la-pariuri/,,,2024-06-27 11:23:12,
casa de pariuri online,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,true,"Image pack, Video preview",150,61,8.02,23,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-17 22:39:58,
superbet scanare bilet,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,false,false,"Sitelinks, Video preview, Image pack",300,0,0.76,23,,,,5,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-21 01:04:51,
agentii pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Featured snippet, Local pack, Image pack",300,52,4.57,22,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-15 03:58:34,
superbet nr telefon,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Image pack, Video preview",150,0,1.49,20,,,,3,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-10 04:15:12,
cod verificare superbet,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,false,false,"Sitelinks, Video preview, Image pack",150,0,0.55,20,,,,2,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-15 08:49:36,
superbet contact sediu,RO,Romania,Romanian,"Superbet (Organization), Superbet headquarters (Location)",true,false,false,true,false,false,Image pack,350,1,0.58,20,,,,6,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-17 17:15:34,
verificate bilet superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Sitelinks, Video preview, Image pack",300,0,3.23,19,,,,6,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-19 10:34:02,
case de pariuri online romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,"Video preview, Image pack, Bottom ads, Paid sitelinks",150,48,6.01,18,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-14 10:46:54,
case pariuri online romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,"Video preview, Image pack, Bottom ads, Paid sitelinks",150,46,6.27,18,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-12 10:41:49,
reclamatii jocuri de noroc,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,150,0,1.40,18,,,,3,,Lost,,https://casepariurionline.ro/unde-poti-face-o-reclamatie-unei-case-de-pariuri/,,,2024-06-12 01:40:18,
top case pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,200,44,4.67,18,,,,6,,Lost,,https://casepariurionline.ro/,,,2024-06-11 23:09:14,
redeschidere cont superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Video preview,300,0,3.85,4,18,14,,9,6,3,,https://casepariurionline.ro/reactivare-cont-superbet/,,https://casepariurionline.ro/reactivare-cont-superbet/,2024-06-13 18:07:49,2026-06-01 05:26:01
numar telefon superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Image pack, Video preview",200,0,0.85,17,,,,5,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-16 04:27:30,
casa pariurile,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,false,"Sitelinks, Video preview, Image pack",150,60,1.81,17,,,,2,,Lost,,https://casepariurionline.ro/,,,2024-06-12 03:20:24,
superbet nr de telefon,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Image pack, Video preview",150,0,0.99,16,,,,5,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-16 18:05:22,
superbet contact telefon,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Image pack, Video preview, Bottom ads, Paid sitelinks",150,0,1.15,16,,,,4,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-27 02:33:29,
bonus pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,,400,69,6.25,21,16,-6,,5,9,-4,,https://casepariurionline.ro/bonus-pariuri/,,https://casepariurionline.ro/bonus-pariuri/,2024-06-11 09:08:41,2026-06-24 11:50:30
verificare cod superbet,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,false,false,"Sitelinks, Videos, Image pack",150,0,1.37,16,,,,4,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-08 02:28:58,
nr de telefon superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Image pack, Video preview",100,0,0.70,16,,,,3,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-19 18:05:34,
nr contact superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Image pack, Video preview",150,0,1.31,15,,,,4,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-09 11:40:46,
pariuri romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,"Thumbnail, Top stories, Image pack, Bottom ads, Paid sitelinks",300,69,10.14,15,,,,5,,Lost,,https://casepariurionline.ro/,,,2024-06-21 05:36:44,
case pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Thumbnail, Image pack, Video preview",80,48,5.94,14,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-20 02:31:14,
telefon superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Video preview, Image pack",100,0,1.21,14,,,,2,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-08 05:09:08,
cea mai buna casa de pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,100,44,7.55,14,,,,4,,Lost,,https://casepariurionline.ro/,,,2024-06-09 05:28:12,
ce inseamna sub 2.5 goluri,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",150,0,0.11,27,14,-13,,2,6,-4,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,2024-06-18 13:07:49,2026-06-03 05:48:04
superbet telefon,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Video preview, Image pack",100,1,1.21,14,,,,4,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-15 10:28:12,
peste 2 5 goluri,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Thumbnail",90,0,,15,13,-1,,2,3,-1,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,2024-06-07 10:35:17,2026-05-29 21:49:50
onjn reclamatii,RO,Romania,Romanian,National Office for Judicial Administration (Organization),true,false,false,true,false,false,Video preview,150,0,,13,,,,4,,Lost,,https://casepariurionline.ro/unde-poti-face-o-reclamatie-unei-case-de-pariuri/,,,2024-06-15 15:23:39,
frank sport,RO,Romania,,Frank (Person),false,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",150,5,1.98,13,,,,4,,Lost,,https://casepariurionline.ro/frank-sports-pareri/,,,2024-06-07 17:55:32,
agentii pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,"Video preview, Image pack",100,46,3.55,13,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-24 18:03:05,
bonusuri case de pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Image pack, Video preview, Bottom ads",150,24,5.46,13,,,,3,,Lost,,https://casepariurionline.ro/bonus-pariuri/,,,2024-06-24 22:03:05,
reclamatii superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,AI Overview,150,47,0.50,18,13,-5,,4,5,-1,,https://casepariurionline.ro/contact-superbet/,,https://casepariurionline.ro/reclamatii-superbet/,2024-06-17 08:39:51,2026-06-08 22:04:58
case de pariuri legale,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,150,41,5.22,13,,,,5,,Lost,,https://casepariurionline.ro/,,,2024-06-23 07:18:58,
superbet live chat,RO,Romania,English,Superbet (Organization),true,false,true,true,false,false,Video preview,500,1,1.58,12,,,,10,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-26 11:13:43,
numar de telefon superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Image pack, Video preview",150,0,0.70,12,,,,6,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-15 13:36:20,
sub 2.5 goluri,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Thumbnail",150,0,,49,12,-37,,1,5,-4,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,2024-06-26 22:38:29,2026-06-15 10:14:06
numar superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Image pack, Video preview",200,1,1.18,12,,,,6,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-15 05:55:34,
strategie cota 2,RO,Romania,Romanian,,false,false,false,true,false,false,,150,0,,46,12,-34,,1,4,-3,Featured snippet,https://casepariurionline.ro/strategii-de-pariere-pe-cota-2/,,https://casepariurionline.ro/strategii-de-pariere-pe-cota-2/,2024-06-27 12:37:43,2026-06-25 02:52:29
pariuri sportive online romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,true,,200,66,11.08,12,,,,8,,Lost,,https://casepariurionline.ro/,,,2024-06-25 09:50:25,
fortuna forum,RO,Romania,English,Fortuna (Organization),true,false,false,true,false,false,"Sitelinks, Image pack, Video preview",350,6,,12,,,,9,,Lost,,https://casepariurionline.ro/fortuna-descriere-si-recenzie/,,,2024-06-08 19:29:26,
verificare bilet superbet cod,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Sitelinks, Videos, Image pack",100,0,0.56,11,,,,3,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-12 23:45:27,
top case de pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,150,45,6.43,11,,,,5,,Lost,,https://casepariurionline.ro/,,,2024-06-08 18:38:22,
nr contact superbet online,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Video preview,1700,59,1.63,110,11,-99,,3,16,-13,,https://casepariurionline.ro/contact-superbet/,,https://casepariurionline.ro/contact-superbet/,2024-06-26 22:25:16,2026-06-18 20:52:06
cont pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,100,61,10.02,11,,,,4,,Lost,,https://casepariurionline.ro/,,,2024-06-09 13:24:10,
agentii pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,"Thumbnail, Sitelinks, Local pack, Image pack",100,53,6.12,11,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-11 12:02:22,
ce inseamna sub 4.5 goluri,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, Image pack",150,0,,11,,,,7,,Lost,,https://casepariurionline.ro/ce-inseamna-peste-si-sub-2-5-goluri-over-si-under/,,,2024-06-24 16:44:09,
ce inseamna 1x la pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, People also ask, Image pack, Video preview",200,0,0.34,11,,,,9,,Lost,,https://casepariurionline.ro/ce-inseamna-sansa-dubla-la-pariuri/,,,2024-06-13 23:29:18,
bonusuri pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,90,20,5.62,11,,,,3,,Lost,,https://casepariurionline.ro/bonus-pariuri/,,,2024-06-12 08:01:33,
case de pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Thumbnail, Local pack, Video preview, Image pack",100,45,5.20,11,,,,2,,Lost,,https://casepariurionline.ro/,,,2024-06-22 14:12:56,
bonusuri case pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,90,21,4.32,11,,,,3,,Lost,,https://casepariurionline.ro/bonus-pariuri/,,,2024-06-23 13:30:26,
ce inseamna 1x2 la pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, Thumbnail, Video preview, Image pack",200,0,0.26,10,,,,10,,Lost,,https://casepariurionline.ro/tipurile-de-pariuri-la-fotbal/,,,2024-06-08 03:19:39,
impozit superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,,90,0,1.24,,10,,,,3,New,,,,https://casepariurionline.ro/impozit-superbet/,,2026-06-12 19:59:30
total goluri asiatice,RO,Romania,Romanian,,false,false,false,true,false,false,,100,0,0.71,72,10,-62,,1,4,-3,,https://casepariurionline.ro/total-goluri-asiatice/,,https://casepariurionline.ro/total-goluri-asiatice/,2024-06-09 11:06:47,2026-06-14 22:52:11
calculator sistem pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,100,0,0.41,10,,,,6,,Lost,,https://casepariurionline.ro/strategia-1-3-2-6/,,,2024-06-18 04:28:06,
agentie de pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,"Featured snippet, Image pack",80,61,2.82,10,,,,3,,Lost,,https://casepariurionline.ro/,,,2024-06-11 12:48:45,
pareri unibet,RO,Romania,Romanian,Unibet (Organization),true,false,false,true,true,false,"Image pack, Video preview",150,3,2.73,9,,,,7,,Lost,,https://casepariurionline.ro/unibet-descriere-si-recenzie/,,,2024-06-07 16:55:52,
pariu sansa casa pariurilor,RO,Romania,Romanian,Pariu Sansa (Organization),true,false,true,true,true,true,"Video preview, Image pack",200,0,0.64,9,,,,8,,Lost,,https://casepariurionline.ro/pariu-sansa-superbet/,,,2024-06-16 01:51:01,
ce inseamna cash out,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, Image pack",100,0,,9,,,,5,,Lost,,https://casepariurionline.ro/cash-out-superbet/,,,2024-06-08 17:57:03,
player pariuri,RO,Romania,Romanian,Player (Organization),true,false,false,true,true,false,Sitelinks,700,48,0.24,4,9,5,,9,13,-4,,https://casepariurionline.ro/player-pareri/,,https://casepariurionline.ro/player-pareri/,2024-06-12 19:10:54,2026-05-28 05:22:27
fortuna inregistrare,RO,Romania,Romanian,Fortuna (Organization),true,false,true,true,true,true,"Video preview, Image pack",100,3,0.22,9,,,,5,,Lost,,https://casepariurionline.ro/efortuna-inregistrare/,,,2024-06-20 09:40:47,
super bet contact,RO,Romania,English,Superbet (Organization),true,false,false,true,false,false,"Image pack, Video preview",150,0,1.82,9,,,,6,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-13 01:36:52,
siteuri pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,100,45,8.15,9,,,,5,,Lost,,https://casepariurionline.ro/,,,2024-06-10 09:16:45,
pariuri matematice,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,150,0,0.91,8,,,,6,,Lost,,https://casepariurionline.ro/strategia-dalembert-matematica-in-pariuri/,,,2024-06-14 18:47:36,
ce inseamna goluri asiatice,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Thumbnail",90,0,0.79,50,8,-42,,1,5,-4,,https://casepariurionline.ro/total-goluri-asiatice/,,https://casepariurionline.ro/total-goluri-asiatice/,2024-06-21 05:50:25,2026-06-02 18:03:05
ce inseamna sansa dubla,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",90,12,0.20,33,8,-25,,1,5,-4,Featured snippet,https://casepariurionline.ro/ce-inseamna-sansa-dubla-la-pariuri/,,https://casepariurionline.ro/ce-inseamna-sansa-dubla-la-pariuri/,2024-06-23 23:02:58,2026-06-18 18:03:01
site uri pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Video preview, Image pack",150,47,8.11,8,,,,7,,Lost,,https://casepariurionline.ro/,,,2024-06-13 23:55:27,
superbet contact whatsapp,RO,Romania,English,"Superbet (Organization), WhatsApp (Product)",true,false,false,true,false,false,Video preview,500,55,4.24,52,8,-44,,3,12,-9,,https://casepariurionline.ro/contact-superbet/,,https://casepariurionline.ro/contact-superbet/,2024-06-24 11:28:36,2026-06-14 19:22:19
top case pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,250,64,6.37,7,8,1,,5,10,-5,,https://casepariurionline.ro/,,https://casepariurionline.ro/,2024-06-22 06:33:33,2026-05-21 04:48:14
meciuri superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,"Sitelinks, Video preview, Image pack",600,6,1.17,8,,,,13,,Lost,,https://casepariurionline.ro/pariu-sansa-superbet/,,,2024-06-14 05:36:03,
verificat bilet superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Video preview, Image pack",150,0,1.44,8,,,,6,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-08 16:12:16,
reactivare cont superbet,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,false,false,Video preview,150,15,2.28,3,7,4,,11,7,4,,https://casepariurionline.ro/reactivare-cont-superbet/,,https://casepariurionline.ro/reactivare-cont-superbet/,2024-06-24 07:35:19,2026-06-23 11:11:53
agentie betano,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,"Featured snippet, Thumbnail, Sitelinks, Image pack, Bottom ads, Paid sitelinks",100,6,1.54,7,,,,6,,Lost,,https://casepariurionline.ro/betano-descriere-si-recenzie/,,,2024-06-27 11:01:22,
siteuri pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Image pack, Bottom ads, Paid sitelinks",100,47,8.11,7,,,,5,,Lost,,https://casepariurionline.ro/,,,2024-06-11 02:34:26,
verificare bilete,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1400,4,0.68,7,,,,17,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-27 21:11:59,
superbet numar de telefon,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Local pack, Video preview, Image pack",150,0,0.83,6,,,,8,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-18 05:02:38,
ce inseamna x la pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, Thumbnail, People also ask, Image pack, Video preview",150,0,0.33,6,,,,8,,Lost,,https://casepariurionline.ro/tipurile-de-pariuri-la-fotbal/,,,2024-06-08 12:41:46,
ce inseamna roi,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, Knowledge panel, Video preview, Image pack",100,0,,6,,,,5,,Lost,,https://casepariurionline.ro/ce-este-roi/,,,2024-06-26 07:32:22,
ce inseamna peste 1.5 goluri,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Thumbnail",100,0,0.21,12,6,-5,,9,7,2,,https://casepariurionline.ro/total-goluri-asiatice/,,https://casepariurionline.ro/ce-inseamna-peste-1-5-goluri/,2024-06-24 06:52:59,2026-05-20 11:56:14
agentii betano bucuresti,RO,Romania,Romanian,"Betano betting agencies (Location), Bucharest (Location)",true,true,false,true,false,false,"Knowledge panel, Image pack",150,2,1.66,6,,,,7,,Lost,,https://casepariurionline.ro/betano-descriere-si-recenzie/,,,2024-06-13 23:09:12,
bonusuri pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,200,65,6.25,9,6,-3,,3,10,-7,,https://casepariurionline.ro/bonus-pariuri/,,https://casepariurionline.ro/bonus-pariuri/,2024-06-06 15:20:00,2026-06-14 23:00:23
site pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,100,47,13.64,6,,,,7,,Lost,,https://casepariurionline.ro/,,,2024-06-09 01:32:40,
www casa pariurilor ro oferta,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,true,true,true,false,"Sitelinks, Video preview, Bottom ads, Paid sitelinks",80,46,1.04,6,,,,5,,Lost,,https://casepariurionline.ro/,,,2024-06-11 12:49:16,
pareri betano,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,"Image pack, Video preview",150,3,2.18,6,,,,10,,Lost,,https://casepariurionline.ro/betano-descriere-si-recenzie/,,,2024-06-11 06:28:44,
ce inseamna 2+ la pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,People also ask,90,0,0.40,6,,,,5,,Lost,,https://casepariurionline.ro/tipurile-de-pariuri-la-fotbal/,,,2024-06-23 08:06:33,
agentie pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Local pack, Image pack, Video preview, Bottom ads, Paid sitelinks",100,59,2.45,6,,,,7,,Lost,,https://casepariurionline.ro/,,,2024-06-20 23:35:11,
verificare bilet la superbet,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,false,false,"Sitelinks, Videos, Image pack",80,4,0.39,6,,,,5,,Lost,,https://casepariurionline.ro/verificare-bilet-superbet/,,,2024-06-15 07:02:10,
chat superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,"Video preview, Image pack",250,2,1.34,6,,,,10,,Lost,,https://casepariurionline.ro/contact-superbet/,,,2024-06-07 13:10:48,
