Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
winbet casino,RO,Romania,English,Winbet Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview, Image pack",4000,1,0.22,472,,,,3,,Lost,,https://www.supercazino.ro/winbet-casino/,,,2024-06-27 08:26:37,
bonusbet casino,RO,Romania,English,BonusBet Casino (Organization),true,false,true,true,true,false,,4100,39,0.65,,457,,,,5,New,,,,https://www.supercazino.ro/bonusbet-casino/,,2026-06-16 13:38:55
joker casino,RO,Romania,English,Joker Casino (Organization),true,false,false,true,true,false,Sitelinks,16000,26,1.00,,447,,,,10,New,,,,https://www.supercazino.ro/blog/joker-casino-bonus-fara-depunere/,,2026-06-19 23:19:42
max win casino,RO,Romania,English,Max Win Casino (Organization),true,false,false,true,true,false,Sitelinks,11000,47,0.56,,437,,,,8,New,,,,https://www.supercazino.ro/maxwin/,,2026-06-21 17:05:53
max win,RO,Romania,,MaxWin (Organization),true,false,false,true,true,false,Sitelinks,11000,2,0.76,,417,,,,8,New,,,,https://www.supercazino.ro/maxwin/,,2026-06-16 15:05:17
bonus fara depunere 2024,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,4900,75,1.33,665,369,-296,,4,5,-1,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-27 08:06:46,2026-06-21 09:56:32
loto cehia keno,RO,Romania,Romanian,Cehia Keno (Event),true,false,false,true,false,false,,6100,1,0.27,13,365,352,,20,6,14,,https://www.supercazino.ro/cehia-keno/,,https://www.supercazino.ro/cehia-keno/,2024-06-27 11:29:41,2026-06-17 22:12:47
milion casino,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,3800,54,1.13,0,355,355,,93,4,89,,https://www.supercazino.ro/million-casino/,,https://www.supercazino.ro/million-casino/,2024-06-27 10:05:24,2026-06-17 00:52:02
winbet ro,RO,Romania,Romanian,Winbet (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",5600,7,0.28,334,,,,6,,Lost,,https://www.supercazino.ro/winbet-casino/,,,2024-06-27 02:41:55,
top casino online,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,4100,65,4.37,143,309,166,,3,5,-2,,https://www.supercazino.ro/casino-online/,,https://www.supercazino.ro/casino-online/,2024-06-23 02:46:23,2026-06-20 19:16:16
billion casino,RO,Romania,English,Bilion Casino (Organization),true,false,false,true,true,false,Sitelinks,2500,0,0.87,,305,,,,3,New,,,,https://www.supercazino.ro/blog/bilion-casino-bonus-fara-depunere/,,2026-06-20 13:18:52
prowin casino,RO,Romania,Romanian,ProWin (Organization),true,false,false,true,true,false,Sitelinks,13000,0,0.50,,300,,,,11,New,,,,https://www.supercazino.ro/prowin-casino/,,2026-06-20 13:16:25
million casino online,RO,Romania,English,Million Casino (Organization),true,false,true,true,true,true,Sitelinks,2400,61,1.59,141,276,135,,6,3,3,,https://www.supercazino.ro/million-casino/,,https://www.supercazino.ro/million-casino/,2024-06-27 13:55:54,2026-06-19 01:56:12
casino online nou,RO,Romania,Romanian,,false,false,false,true,true,false,,6800,73,2.21,9,263,254,,14,8,6,,https://www.supercazino.ro/casino-online/,,https://www.supercazino.ro/casino-online/,2024-06-25 00:22:35,2026-06-21 22:00:12
cazinouri online,RO,Romania,Romanian,,false,false,false,true,true,true,"Top ads, Video preview, Bottom ads",8200,64,2.76,262,,,,7,,Lost,,https://www.supercazino.ro/casino-online/,,,2024-06-27 02:16:26,
supercasino,RO,Romania,Romanian,SuperCasino (Organization),true,false,false,true,true,false,"Sitelinks, Bottom ads",250,56,1.60,101,254,153,24,1,1,,,https://www.supercazino.ro/,,https://www.supercazino.ro/,2024-06-16 16:14:56,2026-06-10 13:47:44
cod bonus superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,,3200,62,3.62,4,242,238,,22,5,17,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,https://www.supercazino.ro/blog/cod-bonus-superbet/,2024-06-25 11:19:01,2026-06-21 22:01:57
betmen casino,RO,Romania,Romanian,BetMen Casino (Organization),true,false,false,true,true,false,Sitelinks,1900,53,0.77,,241,,,,3,New,,,,https://www.supercazino.ro/betmen-casino/,,2026-06-21 07:42:44
casino 888,RO,Romania,Romanian,888 Casino (Organization),true,false,true,true,true,true,"Sitelinks, Video preview",2300,38,1.18,232,,,,5,,Lost,,https://www.supercazino.ro/888-casino/,,,2024-06-26 23:12:25,
bonus fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,9200,71,2.04,,227,,,,10,New,,,,https://www.supercazino.ro/bonus-casino/,,2026-06-16 14:00:26
cehia keno 12/60,RO,Romania,Romanian,Cehia Keno 12/60 (Event),true,false,false,true,false,false,,5800,0,0.94,1,225,224,,29,8,21,,https://www.supercazino.ro/cehia-keno/,,https://www.supercazino.ro/cehia-keno/,2024-06-27 05:28:52,2026-06-22 12:25:51
superbet bonus fara depunere,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,Sitelinks,1400,48,3.80,185,212,28,,3,2,1,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,2024-06-25 22:27:38,2026-06-11 05:07:53
777 gratis,RO,Romania,Romanian,,false,false,false,false,false,false,,3500,67,0.41,44,209,165,,14,6,8,,https://www.supercazino.ro/jocuri/pacanele-gratis/,,https://www.supercazino.ro/jocuri/pacanele-gratis/,2024-06-27 11:51:31,2026-06-21 16:57:47
loto grecia 20/80,RO,Romania,Romanian,"Lotto Greece 20/80 (Event), 20/80 (Event)",true,false,false,true,false,false,,2700,57,0.61,2,207,205,,29,6,23,,https://www.supercazino.ro/kino-grecia/,,https://www.supercazino.ro/kino-grecia/,2024-06-27 19:14:43,2026-06-21 19:25:40
fortuna casino,RO,Romania,Romanian,Fortuna Casino (Organization),true,false,true,true,true,true,"Top ads, Paid sitelinks, Sitelinks, Knowledge panel, Video preview, Bottom ads",29000,17,0.53,207,,,,13,,Lost,,https://www.supercazino.ro/fortuna-casino/,,,2024-06-27 08:47:17,
verificare bilet casa pariurilor cod scurt,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,true,true,false,false,,3400,38,0.78,,204,,,,6,New,,,,https://www.supercazino.ro/blog/verificare-bilet-casa-pariurilor/,,2026-06-17 01:49:59
jocuri pacanele gratis 77777,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,8900,73,0.41,1,197,196,,23,10,13,,https://www.supercazino.ro/jocuri/pacanele-gratis/,,https://www.supercazino.ro/jocuri/pacanele-gratis/,2024-06-27 05:50:53,2026-06-24 21:17:19
gets bet casino,RO,Romania,English,GetsBet Casino (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",2800,7,0.18,186,,,,6,,Lost,,https://www.supercazino.ro/getsbet-casino/,,,2024-06-27 11:57:14,
888 casino bonus fara depunere,RO,Romania,Romanian,888 Casino (Organization),true,false,false,true,true,false,Sitelinks,2000,64,1.15,74,186,112,,4,4,,,https://www.supercazino.ro/blog/888-bonus-fara-depunere/,,https://www.supercazino.ro/blog/888-bonus-fara-depunere/,2024-06-24 22:03:20,2026-06-20 19:03:41
cehia keno 12 din 60,RO,Romania,Romanian,Cehia Keno 12/60 (Event),true,false,false,true,false,false,,7600,0,0.26,0,186,186,,26,10,16,,https://www.supercazino.ro/cehia-keno/,,https://www.supercazino.ro/cehia-keno/,2024-06-27 02:21:47,2026-06-17 02:45:47
promotii casino,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,450,31,5.10,176,,,,1,,Lost,,https://www.supercazino.ro/bonus-casino/,,,2024-06-26 23:03:57,
mr play,RO,Romania,,Mr. Play (Organization),true,false,false,true,true,false,Sitelinks,3600,0,0.87,,175,,,,7,New,,,,https://www.supercazino.ro/mr-play/,,2026-06-16 15:36:30
betmen .ro,RO,Romania,,BetMen (Organization),true,false,true,false,false,false,Sitelinks,1200,58,0.78,118,171,53,,6,2,4,,https://www.supercazino.ro/blog/inregistrare-betmen/,,https://www.supercazino.ro/blog/inregistrare-betmen/,2024-06-26 15:03:32,2026-06-20 19:56:02
don casino,RO,Romania,Romanian,Don Casino (Organization),true,false,false,true,true,false,Sitelinks,33000,56,1.04,780,170,-610,,4,17,-13,,https://www.supercazino.ro/don-casino/,,https://www.supercazino.ro/don-casino/,2024-06-27 11:41:32,2026-06-22 11:28:16
luk casino,RO,Romania,Romanian,Luck Casino (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",2100,0,0.61,166,,,,5,,Lost,,https://www.supercazino.ro/blog/luck-casino-bonus-fara-depunere/,,,2024-06-24 18:31:36,
super cazino,RO,Romania,Romanian,SuperCazino (Organization),true,false,false,true,true,false,Sitelinks,450,53,1.62,67,164,98,,1,1,,,https://www.supercazino.ro/,,https://www.supercazino.ro/,2024-06-12 01:26:16,2026-05-18 17:24:54
pariuri sportive total bet ro,RO,Romania,Romanian,TotalBet (Organization),true,false,true,true,true,true,Sitelinks,1400,54,0.84,,164,,,,3,New,,,,https://www.supercazino.ro/blog/pariuri-sportive-total-bet-ro/,,2026-06-09 15:00:03
bonus casino,RO,Romania,English,,false,false,false,true,true,false,Video preview,1500,23,3.85,163,,,,3,,Lost,,https://www.supercazino.ro/bonus-casino/,,,2024-06-23 19:19:59,
cazinouri noi romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,Sitelinks,6400,72,1.18,7,158,151,,15,10,5,,https://www.supercazino.ro/casino-online/,,https://www.supercazino.ro/casino-online/,2024-06-25 03:19:36,2026-06-21 00:59:29
mozzart casino,RO,Romania,Romanian,Mozzart Casino (Organization),true,false,true,true,true,true,Video preview,1700,2,0.41,156,,,,5,,Lost,,https://www.supercazino.ro/mozzart-casino/,,,2024-06-26 01:49:47,
get bet casino,RO,Romania,English,Get's Bet Casino (Organization),true,false,true,true,true,false,Sitelinks,1300,42,0.18,74,149,75,,6,3,3,,https://www.supercazino.ro/getsbet-casino/,,https://www.supercazino.ro/getsbet-casino/,2024-06-24 14:01:54,2026-06-07 18:14:08
player casino,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,15000,51,0.69,2292,146,-2145,,4,14,-10,,https://www.supercazino.ro/player-casino/,,https://www.supercazino.ro/player-casino/,2024-06-27 02:23:27,2026-06-21 19:18:38
cazinouri noi,RO,Romania,Romanian,,false,false,false,true,true,false,,7400,77,0.97,8,146,138,,18,11,7,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/casino-online/,2024-06-27 13:45:03,2026-06-22 01:42:43
mr bit,RO,Romania,,MrBit (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Knowledge panel, Video preview, Image pack",22000,2,0.32,143,,,,16,,Lost,,https://www.supercazino.ro/blog/bonus-de-bun-venit-mr-bit/,,,2024-06-27 20:55:54,
rotiri fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,,1900,73,2.30,,143,,,,5,New,,,,https://www.supercazino.ro/bonus-casino/,,2026-06-21 21:03:32
rotiri gratuite fara depunere 2026,RO,Romania,,,false,false,false,false,false,false,,4500,68,1.79,,140,,,,9,New,,,,https://www.supercazino.ro/bonus-casino/,,2026-06-21 10:42:01
cat dureaza un meci de fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, People also ask, Image pack",3200,0,,136,,,,5,,Lost,,https://www.supercazino.ro/blog/cat-dureaza-un-meci-fotbal/,,,2024-06-10 18:51:40,
germania keno,RO,Romania,Romanian,Germania Keno (Event),true,false,false,true,false,false,,3900,19,0.19,0,133,133,,40,7,33,,https://www.supercazino.ro/loto-germania/,,https://www.supercazino.ro/loto-germania/,2024-06-27 13:57:30,2026-06-17 07:33:56
casa pariurilor jocuri,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Image pack, Video preview, Bottom ads",2700,1,1.19,132,,,,7,,Lost,,https://www.supercazino.ro/blog/casa-pariurilor-casino-demo/,,,2024-06-27 22:34:47,
jocuri cu pacanele cu fructe gratis,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,1700,57,0.43,101,128,26,,7,7,,,https://www.supercazino.ro/jocuri/sloturi-fructe/,,https://www.supercazino.ro/jocuri/sloturi-fructe/,2024-06-26 04:38:24,2026-06-17 16:07:07
netbet bonus fara depunere,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,false,,1300,50,1.48,67,125,58,,4,4,,,https://www.supercazino.ro/blog/oferta-bonus-fara-depunere-netbet/,,https://www.supercazino.ro/blog/oferta-bonus-fara-depunere-netbet/,2024-06-22 04:02:21,2026-06-15 06:41:24
colo slots,RO,Romania,Romanian,Colo Slots (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Video preview",12000,5,4.06,125,,,,14,,Lost,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,,2024-06-27 21:52:11,
casino million,RO,Romania,English,Million Casino (Organization),true,false,false,true,true,false,"Sitelinks, Local pack",1000,59,1.13,44,122,78,,9,3,6,,https://www.supercazino.ro/million-casino/,,https://www.supercazino.ro/million-casino/,2024-06-26 12:12:35,2026-06-16 01:00:28
conti casino,RO,Romania,Romanian,Conti Casino (Organization),true,false,false,true,true,false,Sitelinks,24000,59,0.55,2076,122,-1954,,7,17,-10,,https://www.supercazino.ro/blog/conticazino-bonus-fara-depunere/,,https://www.supercazino.ro/conti-cazino/,2024-06-27 06:43:03,2026-06-20 05:05:10
supercazino bonus fara depunere,RO,Romania,Romanian,Supercazino (Organization),true,false,false,true,true,false,,150,62,1.76,118,121,3,,1,1,,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-17 03:30:32,2026-06-04 14:20:43
sizzling hot™ deluxe slot,RO,Romania,English,Sizzling Hot™ Deluxe Slot (Product),true,false,false,true,true,false,"Image pack, Video preview",4800,3,,119,,,,10,,Lost,,https://www.supercazino.ro/joc-slot/sizzling-hot-deluxe-gratis/,,,2024-06-22 12:00:25,
conti cazino,RO,Romania,Romanian,Conti Cazino (Organization),true,false,true,true,true,true,Sitelinks,14000,57,,557,116,-440,,13,15,-2,,https://www.supercazino.ro/blog/conticazino-bonus-fara-depunere/,,https://www.supercazino.ro/conti-cazino/,2024-06-27 21:19:55,2026-06-17 08:08:43
top cazinouri online,RO,Romania,Romanian,,false,false,false,true,true,false,Video preview,4600,73,3.18,86,114,28,,4,10,-6,,https://www.supercazino.ro/casino-online/,,https://www.supercazino.ro/casino-online/,2024-06-22 09:38:53,2026-06-18 04:57:09
netbet ro casino,RO,Romania,Romanian,NetBet (Organization),true,false,true,true,true,true,"Sitelinks, Image pack, Video preview",1700,30,0.79,113,,,,6,,Lost,,https://www.supercazino.ro/netbet-casino/,,,2024-06-27 06:24:59,
manhattan casino bonus fara depunere,RO,Romania,Romanian,Manhattan Casino (Organization),true,false,false,true,true,false,Sitelinks,1600,40,,1,111,110,,17,6,11,,https://www.supercazino.ro/manhattan-casino/,,https://www.supercazino.ro/blog/manhattan-casino-bonus-fara-depunere/,2024-06-25 12:03:17,2026-06-26 22:10:50
winner casino,RO,Romania,English,Winner Casino (Organization),true,false,true,true,false,false,"Sitelinks, Bottom ads, Paid sitelinks",5600,69,0.71,272,110,-161,,7,11,-4,,https://www.supercazino.ro/winner-casino/,,https://www.supercazino.ro/t/winner/,2024-06-27 09:28:27,2026-06-20 00:25:54
grecia 20 din 80,RO,Romania,Romanian,Grecia Kino 20/80 (Event),true,false,false,true,false,false,,1200,47,0.21,6,110,104,,20,4,16,,https://www.supercazino.ro/kino-grecia/,,https://www.supercazino.ro/kino-grecia/,2024-06-25 16:15:26,2026-06-26 00:19:25
cazinouri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Bottom ads,8600,70,1.51,176,109,-67,,4,13,-9,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-23 23:22:04,2026-06-21 17:38:13
oferta de azi la superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",8600,39,0.72,0,108,108,,48,13,35,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,https://www.supercazino.ro/blog/agentii-superbet/,2024-06-27 09:54:55,2026-06-15 13:15:30
casino online bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,6800,72,1.63,103,108,5,,3,12,-9,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-25 08:02:43,2026-06-17 16:39:31
betmen pariuri,RO,Romania,Romanian,Betmen (Organization),true,false,true,true,true,true,Sitelinks,1300,45,,39,108,69,,9,6,3,,https://www.supercazino.ro/blog/betmen-pariuri-sportive/,,https://www.supercazino.ro/blog/agentii-betmen/,2024-06-26 12:40:54,2026-06-16 19:03:35
maxwin casino,RO,Romania,Romanian,Maxwin Casino (Organization),true,false,false,true,true,false,Sitelinks,8300,27,0.56,,105,,,,13,New,,,,https://www.supercazino.ro/maxwin/,,2026-06-17 08:53:41
swiper casino,RO,Romania,English,Swiper Casino (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",3400,1,1.27,,104,,,,9,New,,,,https://www.supercazino.ro/swiper-casino/,,2026-06-24 12:26:59
joc ruleta gratis,RO,Romania,Romanian,,false,false,false,false,false,false,"Video preview, Image pack",1000,0,0.63,104,,,,5,,Lost,,https://www.supercazino.ro/jocuri/ruleta-gratis/,,,2024-05-28 11:37:42,
magic jackpot casino,RO,Romania,English,Magic Jackpot Casino (Organization),true,false,true,true,true,true,"Sitelinks, Video preview, Bottom ads, Paid sitelinks",600,4,1.83,103,,,,2,,Lost,,https://www.supercazino.ro/blog/bonus-fara-depunere-magic-jackpot/,,,2024-06-27 23:07:29,
recenzii casino,RO,Romania,Romanian,,false,false,false,true,true,false,,2700,52,,,102,,,,8,New,,,,https://www.supercazino.ro/recenzii-casino-online-romania/,,2026-06-14 18:22:50
victory bet casino,RO,Romania,English,Victory Bet (Organization),true,false,false,true,true,false,Sitelinks,1000,60,0.38,,102,,,,4,New,,,,https://www.supercazino.ro/victory-bet/,,2026-06-21 02:03:52
oferta stanleybet,RO,Romania,Romanian,Stanleybet (Organization),true,false,false,true,true,false,Sitelinks,300,32,0.52,0,100,100,,19,2,17,,https://www.supercazino.ro/blog/promotii-sport-stanleybet/,,https://www.supercazino.ro/blog/pariuri-sportive-stanleybet/,2024-06-23 02:25:55,2026-06-08 11:59:17
cod bonus superbet fara depunere,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,Sitelinks,800,63,3.08,59,100,41,,2,3,-1,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,2024-06-13 05:16:54,2026-06-18 03:01:40
oferte casino,RO,Romania,Romanian,,false,false,false,true,true,false,,5000,69,4.92,74,99,25,,2,11,-9,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-27 13:55:56,2026-06-21 22:03:05
superbet rotiri gratuite,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,,1100,47,5.85,909,99,-811,,1,4,-3,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,2024-06-27 02:04:06,2026-06-10 22:16:11
betano rotiri gratuite,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,Video preview,2000,52,2.10,350,98,-252,,3,7,-4,,https://www.supercazino.ro/blog/betano-bonus-fara-depunere/,,https://www.supercazino.ro/blog/betano-bonus-fara-depunere/,2024-06-27 22:03:36,2026-06-22 15:05:06
viva bet,RO,Romania,Romanian,Vivabet (Organization),true,false,true,true,true,false,Sitelinks,12000,56,0.54,,98,,,,15,New,,,,https://www.supercazino.ro/viva-bet/,,2026-06-16 20:57:58
betano bonus fara depunere,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",2000,44,2.06,369,97,-272,,2,7,-5,,https://www.supercazino.ro/blog/betano-bonus-fara-depunere/,,https://www.supercazino.ro/blog/betano-bonus-fara-depunere/,2024-06-25 20:27:06,2026-06-15 15:57:03
million casino contact,RO,Romania,English,Million Casino (Organization),true,false,false,true,false,false,Sitelinks,800,58,1.21,65,97,32,,3,3,,,https://www.supercazino.ro/blog/million-casino-contact/,,https://www.supercazino.ro/blog/million-casino-contact/,2024-06-09 18:39:03,2026-06-16 12:45:59
bet men,RO,Romania,Romanian,BetMen (Organization),true,false,false,true,true,false,Sitelinks,800,47,1.10,0,96,96,,47,3,44,,https://www.supercazino.ro/blog/betmen-pariuri-sportive/,,https://www.supercazino.ro/betmen-casino/,2024-06-26 10:06:34,2026-06-16 23:50:00
magic jackpot rotiri gratuite,RO,Romania,Romanian,Magic Jackpot (Product),true,false,false,true,false,false,"Sitelinks, Image pack, Video preview",800,0,1.03,96,,,,3,,Lost,,https://www.supercazino.ro/blog/bonus-fara-depunere-magic-jackpot/,,,2024-06-26 14:14:25,
ultra bet,RO,Romania,Romanian,Ultra Bet (Organization),true,false,false,true,true,false,Sitelinks,4900,4,0.87,,95,,,,11,New,,,,https://www.supercazino.ro/blog/ultrabet-bonus-fara-depunere/,,2026-06-15 09:39:33
cat tine un meci de fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,"Featured snippet, People also ask, Video preview, Image pack",1600,0,,95,,,,6,,Lost,,https://www.supercazino.ro/blog/cat-dureaza-un-meci-fotbal/,,,2024-06-26 09:23:52,
combinatii grecia kino,RO,Romania,Romanian,Grecia Kino (Event),true,false,false,true,false,false,,2500,40,,1,95,94,,27,8,19,,https://www.supercazino.ro/kino-grecia/,,https://www.supercazino.ro/kino-grecia/,2024-06-22 21:55:37,2026-06-14 10:36:54
grecia kino combinații,RO,Romania,Romanian,Grecia Kino (Event),true,false,false,true,false,false,,1600,47,0.29,9,95,86,,15,6,9,,https://www.supercazino.ro/kino-grecia/,,https://www.supercazino.ro/kino-grecia/,2024-06-26 10:03:34,2026-06-26 07:58:26
super casino,RO,Romania,Romanian,Super Casino (Organization),true,false,false,true,true,false,Bottom ads,250,76,1.77,52,94,42,,1,1,,,https://www.supercazino.ro/,,https://www.supercazino.ro/,2024-06-16 02:34:03,2026-06-03 03:12:58
