Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
top cazinouri online,RO,Romania,Romanian,,false,false,false,true,true,false,Video preview,4600,73,3.18,55,681,626,,6,2,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-22 09:38:53,2026-06-18 04:57:09
legalbet,RO,Romania,Romanian,Legalbet (Organization),true,false,false,true,false,false,Sitelinks,700,41,0.99,310,665,355,,1,1,,,https://legalbet.ro/,,https://legalbet.ro/,2024-06-20 06:33:23,2026-06-13 07:27:15
maxwin ro,RO,Romania,Romanian,MaxWin Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",4400,35,0.55,,641,,,,2,New,,,,https://legalbet.ro/cazinouri/maxwin-casino/,,2026-06-17 22:57:12
topbet,RO,Romania,Romanian,TopBet (Organization),true,false,false,true,true,false,Sitelinks,12000,5,0.95,,630,,,,2,New,,,,https://legalbet.ro/feedback/topbet/,,2026-06-14 10:54:17
red sevens,RO,Romania,English,RedSevens (Organization),true,false,false,true,true,false,"Sitelinks, Local pack",6700,30,0.65,0,629,629,,29,4,25,,https://legalbet.ro/case-de-pariuri/red-sevens/,,https://legalbet.ro/cazinouri/red-sevens/,2024-06-21 23:50:12,2026-06-24 18:56:58
casino nou romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,Sitelinks,6600,74,1.28,76,623,547,,4,4,,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-26 19:22:57,2026-06-21 17:36:38
meci fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,,2500,60,0.07,148,604,456,,6,1,5,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-26 03:03:12,2026-06-21 13:24:46
top casino online,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,4100,65,4.37,91,604,513,,5,2,3,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-23 02:46:23,2026-06-20 19:16:16
bonus fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,9200,71,2.04,,555,,,,6,New,,,,https://legalbet.ro/cazinouri/rotiri-gratuite/,,2026-06-16 14:00:26
conti cazino,RO,Romania,Romanian,Conti Cazino (Organization),true,false,true,true,true,true,Sitelinks,14000,57,,93,554,461,,21,8,13,,https://legalbet.ro/cazinouri/conti-cazino/,,https://legalbet.ro/cazinouri/conti-cazino/,2024-06-27 21:19:55,2026-06-17 08:08:43
cazinouri romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,Sitelinks,4100,82,2.45,28,518,490,,7,3,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-22 20:17:19,2026-06-22 08:00:12
victory bet,RO,Romania,English,Victory Bet (Organization),true,false,true,true,true,false,Sitelinks,13000,61,0.63,,516,,,,8,New,,,,https://legalbet.ro/feedback/victorybet/,,2026-06-21 16:58:43
cazinouri noi online,RO,Romania,Romanian,,false,false,false,true,true,false,,1400,74,0.95,46,507,461,,4,1,3,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-18 17:20:22,2026-06-16 05:57:41
meci romania azi,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,Video preview,12000,59,0.40,0,506,506,,70,4,66,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-23 16:31:16,2026-06-20 23:18:18
32 rosu,RO,Romania,Romanian,32Rosu (Organization),true,false,false,true,true,false,"Sitelinks, Bottom ads",6200,0,1.13,,499,,,,5,New,,,,https://legalbet.ro/cazinouri/32rosu-casino/,,2026-06-19 02:16:22
swiper casino,RO,Romania,English,Swiper Casino (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",3400,1,1.27,,495,,,,2,New,,,,https://legalbet.ro/cazinouri/swiper-casino/,,2026-06-24 12:26:59
joker casino,RO,Romania,English,Joker Casino (Organization),true,false,false,true,true,false,Sitelinks,16000,26,1.00,,493,,,,9,New,,,,https://legalbet.ro/cazinouri/joker-casino/,,2026-06-19 23:19:42
recenzii casino,RO,Romania,Romanian,,false,false,false,true,true,false,,2700,52,,,476,,,,3,New,,,,https://legalbet.ro/feedback/,,2026-06-14 18:22:50
top casino romania,RO,Romania,English,Romania (Location),false,true,false,true,true,false,,1300,75,2.63,27,468,441,,5,1,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-10 21:48:43,2026-06-19 05:03:51
casino online,RO,Romania,English,,false,false,false,true,true,false,Video preview,45000,83,3.12,7,458,451,,26,15,11,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-27 16:43:20,2026-06-19 04:48:04
totogaming casino,RO,Romania,Romanian,TotoGaming (Organization),true,false,true,true,true,true,"Image pack, Video preview",9500,0,0.62,455,,,,7,,Lost,,https://legalbet.ro/cazinouri/toto-gaming/,,,2024-06-27 13:56:31,
casino bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,9100,66,1.98,0,436,436,,93,7,86,,https://legalbet.ro/bonus/sets/fara-depunere-pariuri/,,https://legalbet.ro/cazinouri/bonusuri-fara-depunere/,2024-06-27 03:33:44,2026-06-24 21:15:14
12x bet,RO,Romania,Romanian,12xbet (Organization),true,false,true,true,true,true,"Sitelinks, Bottom ads, Paid sitelinks",5800,0,0.50,,432,,,,5,New,,,,https://legalbet.ro/cazinouri/12xbet-casino/,,2026-06-18 02:11:53
meci azi,RO,Romania,Romanian,,false,false,false,true,false,false,"Top stories, Thumbnail",9500,61,0.03,3249,399,-2849,,2,4,-2,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-27 06:29:53,2026-06-18 05:22:28
meci azi romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,Video preview,7100,61,0.16,303,394,91,,5,5,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-16 05:07:17,2026-06-15 01:21:26
totogaming ro,RO,Romania,Romanian,TotoGaming (Organization),true,false,true,true,true,true,"Sitelinks, Video preview, Image pack",6300,0,0.76,388,,,,6,,Lost,,https://legalbet.ro/case-de-pariuri/toto-gaming/,,,2024-06-27 04:12:41,
meci,RO,Romania,Romanian,,false,false,false,true,false,false,"Top stories, Thumbnail, Video preview, Image pack",6700,57,0.05,0,385,385,,93,3,90,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-27 00:37:08,2026-06-16 13:59:51
top casino online romania,RO,Romania,English,Romania (Location),false,true,false,true,true,false,Video preview,1000,70,3.35,13,379,366,,5,1,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-11 06:08:12,2026-06-20 09:37:43
meciuri fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,9500,59,0.07,782,359,-423,,3,4,-1,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-27 20:33:25,2026-06-18 02:10:53
top cazinouri online romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,Video preview,1000,68,1.71,,346,,,,1,New,,,,https://legalbet.ro/cazinouri/,,2026-06-17 11:08:10
verificare bilet casa pariurilor cod scurt,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,true,true,false,false,,3400,38,0.78,73,330,257,,8,4,4,,https://legalbet.ro/scoala-pariurilor/casa-pariurilor-verificare-bilet-online/,,https://legalbet.ro/scoala-pariurilor/casa-pariurilor-verificare-bilet-online/,2024-06-27 18:34:05,2026-06-17 01:49:59
bonus fara depunere casino,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,3700,72,2.65,0,324,324,,84,7,77,,https://legalbet.ro/bonus/sets/fara-depunere-pariuri/,,https://legalbet.ro/cazinouri/bonusuri-fara-depunere/,2024-06-26 22:56:59,2026-06-21 21:59:59
meci fotbal azi romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,Video preview,3400,62,0.15,82,318,236,,11,4,7,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-25 01:14:08,2026-06-22 04:55:38
arminbet,RO,Romania,Romanian,ArminBet (Organization),true,false,false,true,true,false,,300,23,0.85,0,317,317,,3,1,2,,https://legalbet.ro/scoala-pariurilor/recenzie-armin-bet/,,https://legalbet.ro/scoala-pariurilor/recenzie-armin-bet/,2024-06-20 19:49:08,2026-05-28 23:38:12
top online casino,RO,Romania,English,,false,false,false,true,true,true,Video preview,800,73,5.12,14,308,294,,6,1,5,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-07 20:51:48,2026-06-27 05:15:33
player casino,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,15000,51,0.69,239,302,62,,14,11,3,,https://legalbet.ro/alegerea-editorului/player-casino-ce-promotii-ai-cum-le-obtii-si-cum-le/,,https://legalbet.ro/alegerea-editorului/player-casino-ce-promotii-ai-cum-le-obtii-si-cum-le/,2024-06-27 02:23:27,2026-06-21 19:18:38
casino romania,RO,Romania,English,Romania (Location),false,false,false,true,true,false,Sitelinks,3500,83,2.75,23,301,278,,13,4,9,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-21 03:35:42,2026-06-22 01:02:40
888 sport,RO,Romania,Romanian,888 Sport (Organization),true,false,true,true,true,false,Video preview,6500,55,1.40,358,291,-67,,7,8,-1,,https://legalbet.ro/feedback/888-sport/,,https://legalbet.ro/case-de-pariuri/888-sport/,2024-06-27 03:38:45,2026-06-24 16:59:12
casino online romania nou,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,,2500,78,1.46,22,290,268,,5,3,2,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-23 04:59:47,2026-06-19 22:38:15
ce meciuri se joaca azi,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,2300,59,0.20,519,289,-230,,2,2,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-27 23:53:28,2026-06-16 17:20:37
top cazinouri,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Bottom ads, Paid sitelinks, Video preview",800,65,4.19,10,286,277,,5,1,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-16 16:05:30,2026-06-14 10:43:02
cazinouri online bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,3800,71,2.33,0,283,283,,38,5,33,,https://legalbet.ro/scoala-de-cazino/bonus-fara-rulaj/,,https://legalbet.ro/cazinouri/bonusuri-fara-depunere/,2024-06-06 22:57:24,2026-06-24 07:16:53
777 casino romania,RO,Romania,English,"777 Casino (Organization), Romania (Location)",true,false,false,true,true,false,Sitelinks,3000,60,1.24,0,282,282,,79,4,75,,https://legalbet.ro/cazinouri/bonusuri/bonusuri-la-inregistrare/,,https://legalbet.ro/cazinouri/777-casino/,2024-06-24 12:00:47,2026-06-18 04:44:51
mr bit,RO,Romania,,MrBit (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Knowledge panel, Video preview, Image pack",22000,2,0.32,280,,,,13,,Lost,,https://legalbet.ro/cazinouri/mr-bit-casino/,,,2024-06-27 20:55:54,
mr play,RO,Romania,,Mr. Play (Organization),true,false,false,true,true,false,Sitelinks,3600,0,0.87,,274,,,,5,New,,,,https://legalbet.ro/cazinouri/mrplay-casino/,,2026-06-16 15:36:30
cazino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,4500,71,1.51,0,273,273,,72,6,66,,https://legalbet.ro/cazinouri/bonusuri/,,https://legalbet.ro/cazinouri/bonusuri-fara-depunere/,2024-06-12 09:32:58,2026-06-26 03:58:02
las vegas,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,false,false,"Sitelinks, Video preview, Thumbnail",27000,87,1.12,,269,,,,11,New,,,,https://legalbet.ro/cazinouri/las-vegas/,,2026-06-20 17:35:23
power bet pariuri sportive,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,5100,41,0.36,,269,,,,7,New,,,,https://legalbet.ro/case-de-pariuri/powerbet/,,2026-06-22 01:21:18
la ce ora este meciul din seara asta,RO,Romania,Romanian,,false,false,false,true,false,false,,700,59,0.10,735,269,-466,,2,1,1,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-27 12:44:43,2026-06-26 05:47:07
la ce ora joaca romania azi si pe ce program,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,,11000,51,,,266,,,,10,New,,,,https://legalbet.ro/centrul-de-pariere/astazi/,,2026-06-17 11:41:50
meciuri fotbal azi romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,false,false,,3500,59,0.15,43,264,221,,14,5,9,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-24 18:54:41,2026-06-21 12:42:10
meciuri maine,RO,Romania,Romanian,,false,false,false,true,false,false,,700,48,0.26,402,259,-143,,1,1,,,https://legalbet.ro/centrul-de-pariere/maine/,,https://legalbet.ro/centrul-de-pariere/maine/,2024-06-24 04:30:47,2026-06-26 01:07:32
meciuri de fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,,1900,59,0.07,111,257,146,,6,2,4,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-23 23:47:52,2026-06-21 12:15:30
casinouri online,RO,Romania,Romanian,,false,false,false,true,true,true,Sitelinks,2700,83,2.85,8,254,245,,16,4,12,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-14 15:11:44,2026-06-21 17:37:46
netbet pareri,RO,Romania,Romanian,Netbet (Organization),true,false,false,true,false,false,,200,18,2.49,206,248,42,,1,1,,,https://legalbet.ro/feedback/netbet/,,https://legalbet.ro/feedback/netbet/,2024-06-21 12:42:46,2026-06-17 11:47:00
bet7 casino,RO,Romania,Romanian,Bet7 Casino (Organization),true,false,true,true,true,true,Sitelinks,2100,47,0.47,,245,,,,3,New,,,,https://legalbet.ro/cazinouri/bet7-casino/,,2026-06-20 09:59:16
manhattan casino,RO,Romania,English,Manhattan Casino (Organization),true,true,false,true,true,false,Sitelinks,3200,28,1.13,14,243,229,,7,5,2,,https://legalbet.ro/bonus/manhattan-casino-250-rotiri-gratuite-la-slotul-the-dog-house/,,https://legalbet.ro/cazinouri/manhattan/,2024-06-27 08:57:18,2026-06-21 22:01:15
power bet fotbal,RO,Romania,Romanian,Powerbet (Organization),true,false,true,true,true,true,Sitelinks,2300,72,0.48,,236,,,,4,New,,,,https://legalbet.ro/case-de-pariuri/powerbet/,,2026-06-16 02:17:34
favbet,RO,Romania,Romanian,Favbet (Organization),true,false,false,true,true,false,"Sitelinks, Top stories, Video preview, Image pack, Bottom ads, Paid sitelinks",13000,0,2.36,233,,,,2,,Lost,Top stories,https://legalbet.ro/feedback/favbet/,,,2024-06-27 01:47:32,
lasvegas ro,RO,Romania,Romanian,LasVegas.ro (Organization),true,true,false,true,true,false,Sitelinks,1900,53,0.87,77,229,152,,8,3,5,,https://legalbet.ro/feedback/las-vegas/,,https://legalbet.ro/cazinouri/las-vegas/,2024-06-27 10:02:44,2026-06-14 00:11:50
casino online noi,RO,Romania,Romanian,,false,false,false,true,true,false,,1500,78,1.97,16,227,211,,5,2,3,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-21 07:24:03,2026-06-15 15:57:22
casino nou,RO,Romania,Romanian,,false,false,false,true,true,true,,2400,80,1.06,35,223,188,,5,4,1,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-27 05:11:17,2026-06-16 03:50:32
cazinouri,RO,Romania,Romanian,,false,false,false,true,true,true,,4400,76,2.67,12,223,211,,8,4,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-27 17:16:15,2026-06-17 14:48:24
las vegas.ro casino,RO,Romania,Romanian,Las Vegas.ro (Organization),true,false,true,true,true,true,Sitelinks,1800,55,0.77,12,216,204,,17,3,14,,https://legalbet.ro/feedback/las-vegas/,,https://legalbet.ro/cazinouri/las-vegas/,2024-06-22 02:43:18,2026-06-15 02:55:00
winner ro,RO,Romania,Romanian,Winner Casino (Organization),true,true,false,true,true,false,"Sitelinks, Image pack, Video preview",2800,0,0.67,207,,,,5,,Lost,,https://legalbet.ro/feedback/winner/,,,2024-06-27 21:10:25,
888 casino,RO,Romania,Romanian,888 Casino (Organization),true,false,true,true,true,true,"Sitelinks, Knowledge panel, Video preview",120000,8,1.16,206,,,,23,,Lost,,https://legalbet.ro/cazinouri/888casino/,,,2024-06-27 20:42:35,
pariuri sportive total bet ro,RO,Romania,Romanian,TotalBet (Organization),true,false,true,true,true,true,Sitelinks,1400,54,0.84,125,205,79,,6,2,4,,https://legalbet.ro/scoala-pariurilor/total-bet/,,https://legalbet.ro/scoala-pariurilor/recenzia-casei-de-pariuri-totalbet/,2024-06-25 04:22:00,2026-06-09 15:00:03
unibet pareri,RO,Romania,Romanian,Unibet (Organization),true,false,false,true,false,false,Sitelinks,250,30,3.62,171,201,31,,1,1,,,https://legalbet.ro/feedback/unibet/,,https://legalbet.ro/feedback/unibet/,2024-06-21 17:30:41,2026-05-29 01:33:04
top cazino,RO,Romania,Romanian,,false,false,false,true,true,false,Video preview,500,68,1.98,5,199,194,,5,1,4,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-19 08:02:38,2026-05-19 00:25:54
cashpot casino,RO,Romania,English,CashPot Casino (Organization),true,false,true,true,true,true,,6300,57,0.33,115,193,77,,10,9,1,,https://legalbet.ro/cazinouri/cashpot/,,https://legalbet.ro/cazinouri/cashpot/,2024-06-27 18:20:27,2026-06-21 07:45:06
getsbet.ro,RO,Romania,,GetsBet (Organization),true,false,true,true,false,false,Sitelinks,5900,0,0.60,0,192,192,,6,2,4,Top stories,https://legalbet.ro/feedback/gets-bet/,,https://legalbet.ro/feedback/gets-bet/,2024-06-27 14:35:27,2026-06-27 04:13:42
top 10 cazinouri online,RO,Romania,Romanian,,false,false,false,true,true,true,Sitelinks,500,64,6.25,7,191,184,,6,1,5,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-11 04:27:45,2026-06-19 19:17:00
rotiri fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,,1900,73,2.30,,186,,,,4,New,,,,https://legalbet.ro/cazinouri/rotiri-gratuite/,,2026-06-21 21:03:32
