Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
ponturi fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,,1700,57,0.49,672,610,-62,,1,1,,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-24 13:55:31,2026-06-08 00:48:32
don ro,RO,Romania,Romanian,Don.ro (Organization),true,false,false,true,true,false,Sitelinks,45000,41,1.27,839,564,-275,,4,13,-9,,https://biletu-zilei.com/don/don-pareri/,,https://biletu-zilei.com/recenzii/don-pareri/,2024-06-26 19:25:59,2026-06-21 04:16:59
mr bit,RO,Romania,,MrBit (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Knowledge panel, Video preview, Image pack",22000,2,0.32,557,,,,10,,Lost,,https://biletu-zilei.com/mr-bit/mr-bit-contact/,,,2024-06-27 20:55:54,
meciuri azi la tv,RO,Romania,Romanian,,false,false,false,true,false,false,,4500,59,0.03,935,543,-391,,1,4,-3,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-27 22:21:48,2026-06-08 09:06:56
pronosticuri fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1300,58,0.43,524,525,1,,1,1,,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-27 05:59:41,2026-06-24 18:58:23
power bet pariuri sportive,RO,Romania,Romanian,,false,false,false,true,false,false,"Sitelinks, Image pack",5100,0,0.36,483,,,,4,,Lost,,https://biletu-zilei.com/agentii-stradale-de-pariuri/power-bet/,,,2024-06-24 21:20:35,
winner ro,RO,Romania,Romanian,Winner Casino (Organization),true,true,false,true,true,false,Sitelinks,4500,49,0.67,0,419,418,,33,4,29,,https://biletu-zilei.com/winner/winner-pareri/,,https://biletu-zilei.com/recenzii/winner-pareri/,2024-06-27 21:10:25,2026-06-26 03:57:43
predictii fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,1300,58,0.35,561,411,-150,,1,2,-1,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-25 19:48:27,2026-06-09 13:49:47
club superbet,RO,Romania,Romanian,Superbet Club (Organization),true,false,false,true,true,false,Video preview,47000,49,0.48,412,382,-30,,16,15,1,,https://biletu-zilei.com/superbet/superbet-club/,,https://biletu-zilei.com/blog-pariuri-cazino/superbet-club/,2024-06-27 09:58:21,2026-06-22 07:19:46
pronosticuri fotbal azi,RO,Romania,Romanian,,false,false,false,true,true,false,,1300,57,0.49,522,379,-143,,1,2,-1,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-23 02:52:40,2026-06-12 12:19:11
polonia multi,RO,Romania,Romanian,Polonia Multi (Event),true,false,false,true,false,false,Image pack,63000,54,0.47,35,376,341,,7,6,1,Image pack,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 05:39:40,2026-06-20 03:17:57
cota 2,RO,Romania,Romanian,Cota 2 (Organization),true,false,false,true,false,false,"Image pack, Video preview",1500,29,0.40,405,375,-31,,3,3,,,https://biletu-zilei.com/biletul-zilei/cota-2/,,https://biletu-zilei.com/biletul-zilei/cota-2/,2024-06-23 10:11:44,2026-06-06 07:24:15
ponturi fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,800,54,0.43,863,367,-495,,1,2,-1,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-24 12:58:12,2026-06-09 11:46:03
polonia multi loto,RO,Romania,Romanian,"Polonia Multi Loto (Event), Multi Loto Polonia (Event)",true,false,false,true,false,false,,4100,48,0.53,1,365,364,,30,5,25,Image pack,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 08:55:40,2026-06-20 17:01:10
spania bono,RO,Romania,Romanian,Spain Bono (Event),true,false,false,true,false,false,"AI Overview, Thumbnail",4000,0,0.27,27,358,331,,11,6,5,,https://biletu-zilei.com/loterii-internationale/loto-spania-bono-6-49/,,https://biletu-zilei.com/loterii-internationale/loto-spania-bono-6-49/,2024-06-27 14:21:14,2026-06-22 14:23:21
polonia kaskada,RO,Romania,Romanian,Polonia Kaskada (Event),true,false,false,true,false,false,,4600,4,0.18,125,347,222,,10,5,5,,https://biletu-zilei.com/loterii-internationale/loto-polonia-kaskada-12-24/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-kaskada-12-24/,2024-06-27 06:44:23,2026-06-21 10:43:02
biletul zilei.com,RO,Romania,Romanian,Biletu-Zilei.com (Organization),true,false,true,true,false,false,Sitelinks,350,51,1.40,799,336,-463,,1,1,,,https://biletu-zilei.com/,,https://biletu-zilei.com/,2024-06-25 15:14:56,2026-05-14 12:54:19
loto italia 20 din 90,RO,Romania,Romanian,Loto Italia Keno 20/90 (Event),true,false,false,true,false,false,,11000,31,0.34,2,324,322,,29,9,20,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,2024-06-27 03:12:12,2026-06-17 21:30:38
yoji casino,RO,Romania,Romanian,Yoji Casino (Organization),true,false,false,true,true,false,Sitelinks,9300,0,0.88,305,,,,10,,Lost,,https://biletu-zilei.com/yoji-casino/yoji-casino-pareri/,,,2024-06-27 16:41:26,
fotbal tv azi,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,2400,55,0.06,270,299,29,,3,4,-1,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-22 00:19:25,2026-06-22 14:57:25
smart bet,RO,Romania,English,Smartbet (Organization),true,false,false,true,true,false,Sitelinks,5000,74,0.98,0,298,298,,39,2,37,,https://biletu-zilei.com/agentii-stradale-de-pariuri/smart-bet/,,https://biletu-zilei.com/agentii-stradale-de-pariuri/smart-bet/,2024-06-27 19:18:23,2026-06-24 17:56:20
ponturi tenis azi,RO,Romania,Romanian,,false,false,false,true,true,true,,800,4,0.93,222,296,74,,2,2,,,https://biletu-zilei.com/ponturi-tenis/,,https://biletu-zilei.com/ponturi-tenis/,2024-06-09 08:47:09,2026-06-05 10:27:14
loto polonia 20 din 80,RO,Romania,Romanian,"Loto Polonia 20/80 (Event), 20/80 (Event)",true,false,false,true,false,false,,9200,53,0.44,117,293,176,,13,9,4,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 06:41:35,2026-06-21 04:17:33
ungaria putto,RO,Romania,Romanian,Ungaria Putto (Event),true,false,false,true,false,false,,9300,0,0.30,231,286,55,,11,9,2,,https://biletu-zilei.com/loterii-internationale/loto-ungaria-putto-8-20/,,https://biletu-zilei.com/loterii-internationale/loto-ungaria-putto-8-20/,2024-06-27 16:12:50,2026-06-22 03:58:41
pronosticuri azi,RO,Romania,Romanian,,false,false,false,true,false,false,,350,52,0.48,347,283,-64,,1,1,,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-26 20:40:09,2026-05-23 00:01:19
ponturi bune fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,200,62,0.45,101,282,180,,1,1,,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-24 18:26:44,2026-06-08 04:50:53
ponturi azi,RO,Romania,Romanian,,false,false,false,true,false,false,,300,59,0.79,432,273,-159,,1,1,,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-23 08:59:03,2026-06-02 15:21:09
loto canada,RO,Romania,Romanian,,false,false,false,true,false,false,,5100,63,0.19,35,271,236,,16,7,9,,https://biletu-zilei.com/loterii-internationale/loto-canada-atlantic-bucko-5-41/,,https://biletu-zilei.com/loterii-internationale/loto-canada-atlantic-bucko-5-41/,2024-06-26 22:57:18,2026-06-22 11:17:39
biletul zilei loto polonia,RO,Romania,Romanian,"Daily Loto Polonia Ticket (Product), Loto Polonia (Event)",true,false,false,true,false,false,,4500,46,0.24,283,269,-14,,7,6,1,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 15:59:16,2026-06-20 07:17:28
bilete pariuri,RO,Romania,Romanian,,false,false,false,true,true,true,"Top stories, Thumbnail, Video preview, Bottom ads, Paid sitelinks",250,22,0.57,269,,,,1,,Lost,,https://biletu-zilei.com/biletul-zilei/,,,2024-06-23 06:57:07,
multi polonia,RO,Romania,Romanian,Multi Polonia (Event),true,false,false,true,false,false,,7700,0,0.76,0,261,260,,20,6,14,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale,2024-06-27 21:44:24,2026-06-18 02:45:42
biletul zilei azi,RO,Romania,Romanian,Biletul Zilei (Work),true,false,false,true,false,false,Video preview,600,64,0.27,163,255,92,,1,2,-1,,https://biletu-zilei.com/biletul-zilei/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-07 13:32:04,2026-06-13 11:40:35
verificare bilet casa pariurilor cod scurt,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,true,true,false,false,,3400,38,0.78,173,255,82,,4,5,-1,,https://biletu-zilei.com/casa-pariurilor-articole/verificare-bilet-casa-pariurilor/,,https://biletu-zilei.com/blog-pariuri-cazino/verificare-bilet-casa-pariurilor/,2024-06-27 18:34:05,2026-06-17 01:49:59
loto spania bono,RO,Romania,Romanian,"Spain Bono (Event), Bono (Event)",true,false,false,true,false,false,,1700,0,0.32,43,247,204,,13,4,9,,https://biletu-zilei.com/loterii-internationale/loto-spania-bono-6-49/,,https://biletu-zilei.com/loterii-internationale/loto-spania-bono-6-49/,2024-06-23 13:54:05,2026-06-10 08:22:11
bilete castigatoare la loto polonia,RO,Romania,Romanian,Loto Polonia (Event),true,false,false,true,false,false,"AI Overview, Thumbnail",4100,55,0.57,470,244,-226,,1,7,-6,Image pack,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 15:45:16,2026-06-17 00:17:29
polonia multi loto 20/80 rezultate,RO,Romania,Romanian,"Polonia Multi Loto 20/80 (Event), 20/80 (Event)",true,false,false,true,false,false,Image pack,2400,45,0.23,10,243,234,,20,5,15,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-24 23:11:45,2026-06-15 06:44:16
polonia multi multi rezultate,RO,Romania,Romanian,Polonia Multi Multi (Event),true,false,false,true,false,false,"AI Overview, Thumbnail",2600,41,0.28,5,243,237,,22,4,18,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 00:40:07,2026-06-14 10:16:30
extragere loto 6/49 azi ora program tv,RO,Romania,Romanian,Loto 6/49 (Event),true,false,false,true,false,false,Video preview,6200,4,0.10,240,,,,8,,Lost,,https://biletu-zilei.com/loterii-internationale/extrageri-loto-649/,,,2024-06-27 14:26:57,
loto italia 20 90,RO,Romania,Romanian,Italia Keno 10E (20/90) (Event),true,false,false,true,false,false,,7700,31,0.22,2,238,237,,32,9,23,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,2024-06-27 09:51:49,2026-06-20 19:16:22
cehia keno 12 din 60,RO,Romania,Romanian,Cehia Keno 12/60 (Event),true,false,false,true,false,false,,7600,0,0.26,11,232,221,,12,9,3,,https://biletu-zilei.com/loterii-internationale/loto-cehia-keno-12-60/,,https://biletu-zilei.com/loterii-internationale/loto-cehia-keno-12-60/,2024-06-27 02:21:47,2026-06-17 02:45:47
biletul zilei pariu sigur,RO,Romania,Romanian,"Pariu Sigur (Organization), Daily Ticket (Event)",true,false,false,true,false,false,"Sitelinks, Video preview",600,61,0.30,181,232,51,,1,2,-1,,https://biletu-zilei.com/biletul-zilei/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-23 14:29:04,2026-06-16 06:57:28
loto polonia 20/70,RO,Romania,Romanian,Polonia Keno 20/70 (Event),true,false,false,true,false,false,,3000,14,0.39,30,228,198,,9,5,4,,https://biletu-zilei.com/loterii-internationale/polonia-keno/,,https://biletu-zilei.com/loterii-internationale/polonia-keno/,2024-06-25 17:24:22,2026-06-14 18:05:36
fotbal azi la tv,RO,Romania,Romanian,,false,false,false,true,false,false,"Top stories, Thumbnail, Video preview",30000,56,0.03,19491,218,-19273,,1,7,-6,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-27 01:43:46,2026-06-20 23:17:46
loto kaskada,RO,Romania,Romanian,Kaskada (Event),true,false,false,true,false,false,Video preview,2300,8,0.80,69,216,147,,10,4,6,,https://biletu-zilei.com/loterii-internationale/loto-polonia-kaskada-12-24/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-kaskada-12-24/,2024-06-27 11:14:19,2026-06-07 17:37:02
frank casino,RO,Romania,,Frank Casino (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Knowledge panel, Image pack, Video preview",17000,7,0.77,210,,,,13,,Lost,,https://biletu-zilei.com/frank-casino/frank-casino-pareri/,,,2024-06-27 11:45:05,
finlanda keno 20/70,RO,Romania,Romanian,Finland Keno 20/70 (Event),true,false,false,true,false,false,AI Overview,2200,0,0.39,205,210,5,,5,5,,,https://biletu-zilei.com/loterii-internationale/loto-finlanda-keno-20-70/,,https://biletu-zilei.com/loterii-internationale/loto-finlanda-keno-20-70/,2024-06-22 00:15:00,2026-06-15 06:35:29
power bet fotbal,RO,Romania,Romanian,Powerbet (Organization),true,false,true,true,true,true,"Sitelinks, Video preview",2200,0,0.48,207,,,,4,,Lost,,https://biletu-zilei.com/agentii-stradale-de-pariuri/power-bet/,,,2024-06-27 23:00:21,
ponturi bune azi,RO,Romania,Romanian,,false,false,false,true,false,false,,200,56,0.74,13,206,193,,2,1,1,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-08 23:10:32,2026-05-16 21:57:43
biletul zilei sigur 100,RO,Romania,Romanian,Daily Ticket (Event),false,false,false,true,false,false,Video preview,450,65,0.23,160,201,41,,3,1,2,,https://biletu-zilei.com/biletul-zilei/,,https://biletu-zilei.com/biletul-zilei/,2024-06-25 14:09:37,2026-06-27 02:54:35
italia 20 90,RO,Romania,Romanian,Italia Keno 10E (20/90) (Event),true,false,false,true,false,false,,6500,34,0.72,4,201,198,,26,9,17,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,,https://biletu-zilei.com/loterii-internationale/loto-italia-keno-10e-20-90/,2024-06-25 07:36:50,2026-06-21 17:06:49
ce castigi cu 2 numere loto joker,RO,Romania,Romanian,Joker (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview",1600,13,,0,191,191,,36,4,32,,https://biletu-zilei.com/loterii-internationale/loto-6-49-explicat-pe-intelesul-tuturor/,,https://biletu-zilei.com/loterii-internationale/cu-cate-numere-se-castiga-la-joker/,2024-06-26 15:17:02,2026-06-12 15:25:57
pronosticuri sportive,RO,Romania,Romanian,,false,false,false,true,false,false,,500,59,0.40,60,189,129,,2,2,,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-26 21:17:26,2026-06-08 01:05:16
ce meciuri se joaca azi la euro,RO,Romania,Romanian,UEFA European Championship (Event),true,false,false,true,false,false,"Top stories, Thumbnail",7700,3,0.09,189,,,,10,,Lost,,https://biletu-zilei.com/fotbal-azi-la-tv/,,,2024-06-20 09:32:59,
ponturi pariuri fotbal azi,RO,Romania,Romanian,,false,false,false,true,true,false,,150,58,0.40,129,188,59,,1,1,,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-10 11:55:23,2026-06-02 12:34:00
meci fotbal azi pro tv,RO,Romania,Romanian,Pro TV (Organization),true,false,false,true,false,false,Video preview,2000,58,0.14,1746,187,-1559,,3,4,-1,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-27 18:51:42,2026-06-13 05:22:28
ponturi,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,600,60,0.27,166,184,18,,3,1,2,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-23 02:43:42,2026-06-22 08:59:48
italia million day 5 din 55,RO,Romania,Romanian,"Italia MillionDay (Event), Italia MillionDay 5/55 (Event)",true,false,false,true,false,false,,3100,0,0.24,55,184,129,,8,6,2,,https://biletu-zilei.com/loterii-internationale/loto-italia-millionday-5-55/,,https://biletu-zilei.com/loterii-internationale/loto-italia-millionday-5-55/,2024-06-26 21:42:22,2026-06-17 16:54:24
spania bono 6/49,RO,Romania,Romanian,"Spania Bono 6/49 (Event), 6/49 (Event)",true,false,false,true,false,false,,1200,0,0.41,65,183,118,,9,4,5,,https://biletu-zilei.com/loterii-internationale/loto-spania-bono-6-49/,,https://biletu-zilei.com/loterii-internationale/loto-spania-bono-6-49/,2024-06-26 02:27:56,2026-06-07 06:12:08
ce castigi cu 2 numere loto 6 din 49,RO,Romania,Romanian,Loto 6/49 (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",1800,4,0.17,104,180,76,,4,5,-1,,https://biletu-zilei.com/loterii-internationale/loto-6-49-explicat-pe-intelesul-tuturor/,,https://biletu-zilei.com/loterii-internationale/loto-6-49-explicat-pe-intelesul-tuturor/,2024-06-27 03:40:28,2026-06-18 02:32:48
cehia keno,RO,Romania,Romanian,Cehia Keno (Event),true,false,false,true,false,false,,43000,1,0.38,421,177,-244,,15,18,-3,,https://biletu-zilei.com/loterii-internationale/loto-cehia-keno-12-60/,,https://biletu-zilei.com/loterii-internationale/loto-cehia-keno-12-60/,2024-06-27 02:28:02,2026-06-21 04:17:29
ponturi pariuri azi fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,300,56,0.32,51,176,125,,1,1,,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-13 22:04:00,2026-06-20 15:12:30
extragere loto 6/49 azi ora live,RO,Romania,Romanian,Loto 6/49 (Event),true,false,false,true,false,false,"Sitelinks, Image pack",2900,7,0.24,175,,,,6,,Lost,,https://biletu-zilei.com/loterii-internationale/extrageri-loto-649/,,,2024-06-27 15:25:03,
fotbal la tv azi,RO,Romania,Romanian,,false,false,false,true,false,false,"Top stories, Thumbnail",4600,60,0.00,753,171,-582,,3,9,-6,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-27 19:26:43,2026-06-16 02:07:35
cota 2 azi,RO,Romania,Romanian,Cota 2 (Event),true,false,false,true,true,true,,400,3,0.24,118,171,54,,3,3,,,https://biletu-zilei.com/biletul-zilei/cota-2/,,https://biletu-zilei.com/biletul-zilei/cota-2/,2024-06-17 05:19:34,2026-05-25 03:09:17
player ro,RO,Romania,Romanian,Player Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",2800,0,0.96,167,,,,6,,Lost,,https://biletu-zilei.com/player-casino/player-casino-aplicatie/,,,2024-06-27 22:55:53,
loto polonia kaskada,RO,Romania,Romanian,Polonia Kaskada (Event),true,false,false,true,false,false,,1800,4,0.13,16,165,149,,15,4,11,,https://biletu-zilei.com/loterii-internationale/loto-polonia-kaskada-12-24/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-kaskada-12-24/,2024-06-23 11:37:11,2026-06-13 19:43:40
polonia multi multi 20/80 rezultate,RO,Romania,Romanian,"Polonia Multi Multi 20/80 (Event), 20/80 (Event)",true,false,false,true,false,false,"AI Overview, Thumbnail",1400,46,0.21,13,163,150,,19,6,13,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 06:00:07,2026-06-12 08:33:55
top casino online,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,4100,65,4.37,30,158,128,,10,8,2,,https://biletu-zilei.com/casino-online/top-cazinouri-online-romania/,,https://biletu-zilei.com/casino-online/top-cazinouri-online-romania/,2024-06-23 02:46:23,2026-06-20 19:16:16
polonia 20/70,RO,Romania,Romanian,Polonia 20/70 (Product),true,false,false,true,true,true,,2100,27,0.19,45,158,113,,11,5,6,,https://biletu-zilei.com/loterii-internationale/polonia-keno/,,https://biletu-zilei.com/loterii-internationale/polonia-keno/,2024-06-27 21:57:14,2026-06-16 07:50:12
cazinouri noi 2025,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,2100,71,0.83,,157,,,,5,New,,,,https://biletu-zilei.com/casino-online/top-cazinouri-online-romania/,,2026-06-20 22:05:47
loto italia 5 90 napoli,RO,Romania,,,false,false,false,false,false,false,,1700,0,,,157,,,,4,New,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-napoli-5-90/,,2026-06-12 01:36:52
arizona fantasy 5/41 rezultate,RO,Romania,Romanian,Arizona Fantasy 5/41 (Event),true,true,false,true,false,false,,2000,0,,130,156,27,,7,6,1,,https://biletu-zilei.com/loterii-internationale/loto-sua-arizona-fantasy-5-5-41/,,https://biletu-zilei.com/loterii-internationale/loto-sua-arizona-fantasy-5-5-41/,2024-06-26 12:30:25,2026-06-21 05:20:08
meciuri la tv azi,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,1300,59,0.30,187,156,-31,,2,4,-2,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-23 20:07:37,2026-06-12 16:37:01
loto polonia 20 din 80 rezultate,RO,Romania,Romanian,"Loto Polonia 20/80 (Event), 20/80 (Event)",true,false,false,true,false,false,,1700,45,,2,156,154,,21,4,17,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-27 10:39:59,2026-06-21 18:31:32
predicții fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,450,55,0.28,171,154,-17,,1,1,,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-26 09:13:56,2026-06-21 04:02:54
predictii fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,,350,58,0.53,120,153,33,,1,1,,,https://biletu-zilei.com/pronosticuri-fotbal/,,https://biletu-zilei.com/pronosticuri-fotbal/,2024-06-27 23:16:46,2026-06-18 23:02:24
predictii pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,,350,59,0.42,163,152,-11,,2,1,1,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-26 02:57:57,2026-06-02 20:58:20
ponturi handbal,RO,Romania,Romanian,,false,false,false,true,true,true,,300,0,0.82,97,149,52,,2,2,,,https://biletu-zilei.com/ponturi-handbal/,,https://biletu-zilei.com/ponturi-handbal/,2024-06-23 06:27:44,2026-06-17 01:58:57
loto polonia multi 20/80 rezultate azi,RO,Romania,Romanian,Loto Polonia Multi 20/80 (Event),true,false,false,true,false,false,"AI Overview, Thumbnail",1600,46,0.13,4,148,145,,22,5,17,,https://biletu-zilei.com/loto-polonia-multi/,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,2024-06-25 21:59:49,2026-06-16 02:17:25
ponturi pariuri experti,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,600,66,0.28,228,148,-79,,2,2,,,https://biletu-zilei.com/ponturi-pariuri/,,https://biletu-zilei.com/ponturi-pariuri/,2024-06-23 06:21:34,2026-06-05 10:41:58
fotbal azi tv,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1400,60,0.53,105,144,39,,3,4,-1,,https://biletu-zilei.com/fotbal-azi-la-tv/,,https://biletu-zilei.com/fotbal-azi-la-tv/,2024-06-27 03:15:57,2026-06-10 21:29:54
