#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,favbet login,ro,,150,0.90,,,,,450,,,2020-11-11,,,"5, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 11, 29, 24, 50, 91, 154, 228, 172, 275, 321, 204, 178",,
12,favbet pareri,ro,23,150,3.00,,favbet pareri,2026-06-08 23:52:08,Sitelinks,200,80,80,2016-02-07,"Informational,Commercial,Branded,Non-local",Romanian,"203, 166, 111, 135, 112, 110, 109, 160, 161, 159, 78, 56, 130, 182, 244, 192, 162, 174, 174, 129, 125, 100, 104, 107","120, 124, 122, 119, 113, 112, 112, 118, 128, 121, 107, 110",Sports betting; Price comparisons
13,favbet contact,ro,,150,,,,,,150,,,2016-04-11,,,"55, 44, 49, 41, 50, 81, 65, 57, 56, 55, 38, 52, 155, 154, 125, 188, 184, 169, 199, 149, 117, 137, 109, 106",,
14,favbet rotiri gratuite fara depunere,ro,,150,1.40,,,,,150,,,2021-12-29,,,"40, 33, 56, 131, 248, 196, 82, 60, 48, 21, 18, 25, 75, 91, 76, 173, 142, 233, 295, 296, 152, 105, 85, 80",,
15,favbet pariuri sportive,ro,,100,,,,,,150,,,2015-09-24,"Informational,Commercial,Branded,Non-local",Romanian,"0, 3, 3, 4, 3, 1, 3, 13, 4, 10, 8, 3, 121, 130, 51, 71, 58, 97, 137, 104, 100, 128, 147, 108",,Sports betting
16,favbet bonus,ro,50,100,3.00,,favbet bonus fara depunere,2026-05-16 16:03:55,,600,250,300,2017-02-02,"Informational,Commercial,Branded,Non-local",English,"91, 94, 72, 139, 313, 315, 471, 366, 295, 193, 88, 87, 179, 137, 180, 117, 108, 88, 93, 84, 105, 85, 64, 56","59, 48, 50, 58, 110, 87, 93, 84, 104, 84, 63, 55",Sports betting
17,cod promo favbet fara depunere,ro,,100,2.50,,,,,150,,,2023-01-21,,,"102, 89, 138, 114, 150, 194, 178, 145, 209, 81, 62, 45, 102, 86, 81, 147, 129, 180, 147, 119, 88, 113, 107, 100",,
18,cod promotional favbet,ro,,100,3.00,,,,,150,,,2022-07-18,,,"80, 83, 143, 125, 120, 112, 170, 126, 146, 86, 91, 84, 263, 360, 158, 67, 41, 55, 79, 54, 34, 37, 38, 37",,
19,favbet bonus fara depunere 300 rotiri,ro,,90,,,,,,90,,,2025-07-23,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 65, 50, 27, 11, 24, 84, 149, 254, 140, 150, 121",,
20,favbet cod promotional,ro,,90,4.50,,,,,100,,,2022-04-20,,,"48, 43, 38, 104, 183, 61, 24, 30, 22, 15, 12, 11, 88, 81, 69, 92, 99, 101, 105, 88, 82, 88, 81, 84",,
21,favbet ro,ro,,90,3.00,1.03,,,,150,,,2015-09-03,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"257, 146, 81, 221, 354, 307, 241, 127, 230, 187, 52, 7, 26, 52, 169, 158, 42, 23, 37, 40, 63, 119, 239, 165",,Sports betting; Sports
22,favbet app,ro,,90,1.10,,,,,300,,,2020-03-06,,,"7, 10, 15, 6, 11, 1, 5, 6, 9, 0, 2, 1, 72, 88, 101, 88, 119, 137, 113, 94, 81, 68, 51, 47",,
23,favbet loto favbet contact,ro,,70,,,,,,80,,,2024-05-23,,,"0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 80, 99, 70, 65, 79, 111, 106, 57, 56, 61, 46, 47",,
24,bonus favbet casino,ro,,70,,,,,,150,,,2021-01-08,,,"0, 1, 1, 2, 4, 0, 0, 0, 3, 12, 11, 0, 51, 36, 26, 62, 95, 79, 112, 63, 78, 88, 82, 64",,
25,cod promo favbet 2026,ro,,70,,,,,,80,,,2025-10-13,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 2, 157, 154, 149, 119, 88, 105",,
26,favbet oferta,ro,,70,,,,,,70,,,2015-12-06,"Informational,Commercial,Branded,Non-local",Romanian,"0, 0, 0, 3, 2, 5, 1, 2, 0, 0, 0, 2, 86, 105, 68, 57, 20, 63, 94, 87, 63, 84, 72, 54",,Sports betting
27,favbet online,ro,,70,3.00,,,,,300,,,2016-04-13,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"2, 23, 8, 4, 9, 5, 5, 6, 13, 17, 8, 27, 56, 62, 63, 73, 64, 89, 113, 73, 57, 76, 66, 52",,Lottery; Sports betting
28,oferte favbet,ro,,70,,,,,,70,,,2025-07-03,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 67, 19, 38, 7, 109, 119, 74, 51, 62, 107, 86",,
29,favbet pariuri sportivefavbet,ro,,60,,,,,,70,,,2024-06-20,,,"0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 78, 86, 74, 75, 48, 60, 57, 60, 53, 47, 51, 49",,
30,favbet loto,ro,,60,,,,,,200,,,2016-04-25,,,"7, 28, 4, 6, 11, 6, 3, 5, 1, 12, 6, 0, 90, 99, 42, 61, 8, 73, 91, 65, 52, 77, 64, 62",,
31,bonus favbet,ro,58,60,2.50,,300 rotiri gratuite fara depunere,2026-06-27 17:32:04,,200,800,800,2016-07-14,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"47, 66, 58, 65, 101, 60, 97, 67, 79, 46, 53, 26, 107, 85, 34, 71, 80, 66, 39, 30, 30, 47, 43, 36",,Sports betting
32,favbet casino romania,ro,,50,,,,,,90,,,2020-10-31,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"0, 0, 4, 10, 11, 38, 7, 5, 7, 5, 2, 1, 82, 54, 45, 37, 32, 50, 75, 61, 49, 50, 72, 40",,Gambling
33,code promo favbet 2026,ro,,50,,,,,,100,,,2025-10-06,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 47, 0, 115, 87, 112, 84, 81, 88",,
34,favbet cod promo 2026,ro,,50,,,,,,350,,,2026-01-08,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 176, 181, 57, 55, 73",,
35,cod promo favbet 2025,ro,,50,,,,,,250,,,2024-10-08,,,"0, 0, 0, 20, 16, 6, 65, 48, 53, 61, 80, 104, 104, 81, 81, 85, 44, 28, 7, 1, 4, 0, 0, 1",,
