#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
21,rotiri gratuite fara depunere totogaming,ro,,250,,,,,,250,,,2024-08-29,,,"0, 3, 33, 42, 69, 47, 40, 18, 25, 0, 0, 12, 1, 1, 26, 28, 43, 159, 215, 347, 456, 436, 609, 372",,
22,totogaming am,ro,,250,0.25,,,,,36000,,,2020-07-06,,,"17, 16, 15, 8, 9, 18, 36, 31, 93, 276, 279, 207, 328, 258, 335, 218, 205, 234, 229, 227, 240, 261, 266, 245","265, 252, 267, 256, 261, 270, 267, 265, 278, 299, 304, 283",
23,totogaming fara depunere,ro,,250,1.40,,,,,250,,,2024-08-25,,,"0, 3, 56, 55, 56, 58, 104, 81, 80, 170, 308, 165, 62, 86, 132, 132, 84, 177, 146, 271, 506, 629, 380, 507","508, 529, 549, 551, 555, 578, 574, 592, 613, 611, 625, 593",
24,totogaming rotiri gratuite fara depunere,ro,,250,1.30,,,,,300,,,2024-01-28,,,"236, 198, 71, 94, 113, 152, 126, 149, 74, 150, 147, 151, 134, 174, 315, 472, 169, 203, 217, 365, 383, 299, 373, 343","339, 338, 340, 355, 331, 341, 358, 415, 378, 373, 398, 368",
25,totogaming 500 rotiri gratuite,ro,,250,,,,,,300,,,2024-10-30,,,"0, 0, 0, 7, 405, 473, 451, 564, 687, 388, 260, 120, 137, 121, 71, 102, 36, 148, 201, 239, 323, 442, 560, 406",,
26,totogaming.,ro,,200,0.60,,,,,600,,,2023-09-23,,,"149, 153, 72, 62, 73, 59, 67, 46, 57, 47, 53, 55, 49, 68, 55, 56, 60, 183, 143, 186, 263, 380, 503, 275",,
27,totogaming 500 rotiri,ro,,200,,,,,,200,,,2024-12-13,,,"0, 0, 0, 0, 0, 202, 375, 464, 530, 213, 107, 61, 22, 15, 165, 161, 169, 187, 192, 226, 279, 357, 477, 269",,
28,totogaming 400 rotiri,ro,,200,1.40,,,,,200,,,2025-04-05,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 122, 145, 41, 39, 23, 23, 11, 47, 133, 243, 546, 822, 501, 407",,
29,totogaming rotiri,ro,,200,0.80,,,,,200,,,2024-07-13,,,"3, 34, 51, 76, 78, 54, 34, 151, 125, 102, 119, 76, 44, 43, 47, 47, 97, 111, 133, 377, 703, 272, 217, 484","425, 414, 377, 378, 355, 327, 297, 310, 301, 278, 259, 232",
30,casino totogaming,ro,,150,,,,,,250,,,2024-02-26,,,"0, 0, 0, 4, 8, 0, 0, 0, 42, 9, 5, 0, 0, 0, 0, 9, 61, 107, 51, 175, 254, 382, 572, 282",,
31,totogaming 400 rotiri gratuite,ro,,150,,,,,,150,,,2025-04-12,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 127, 58, 58, 71, 46, 78, 115, 143, 160, 160, 164, 251, 424, 197",,
32,totogaming rotiri fara depunere,ro,,150,1.70,,,,,150,,,2024-08-31,,,"0, 1, 130, 199, 243, 251, 369, 542, 550, 562, 451, 133, 130, 164, 202, 455, 455, 110, 94, 80, 68, 58, 49, 42","35, 30, 26, 22, 18, 16, 13, 11, 11, 11, 11, 11",
33,roata totogaming,ro,,150,,,,,,150,,,2024-04-30,,,"0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 4, 93, 180, 204, 163, 38, 81, 74, 126, 174, 259, 365, 181",,
34,totogaming bonus aniversar,ro,,150,,,,,,150,,,2025-06-03,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 18, 19, 23, 20, 14, 36, 151, 181, 326, 595, 291",,
35,totogaming app,ro,,150,1.20,,,,,1100,,,2020-10-18,,,"92, 119, 148, 270, 404, 505, 335, 172, 403, 173, 168, 171, 218, 179, 219, 121, 91, 114, 96, 89, 111, 83, 83, 83","85, 82, 83, 81, 85, 92, 74, 67, 89, 61, 61, 61",
36,totogaming roata,ro,,150,,,,,,200,,,2024-04-30,,,"13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 452, 750, 692",,
37,bonus fara depunere totogaming,ro,,150,1.90,,,,,150,,,2024-02-11,,,"60, 252, 319, 85, 135, 167, 165, 133, 202, 128, 104, 58, 188, 101, 71, 141, 127, 158, 136, 144, 149, 148, 148, 141","153, 165, 169, 155, 161, 168, 164, 172, 177, 176, 176, 170",
38,rotiri gratuite totogaming,ro,,150,,,,,,150,,,2024-03-16,,,"50, 58, 35, 31, 71, 93, 87, 69, 86, 38, 74, 37, 20, 19, 28, 58, 45, 114, 117, 176, 218, 250, 419, 220",,
39,totogaming aplicatie,ro,,100,1.50,,,,,200,,,2024-03-16,,,"16, 80, 102, 160, 245, 201, 148, 88, 165, 139, 157, 84, 70, 35, 63, 75, 4, 50, 68, 87, 200, 155, 291, 192",,
40,400 rotiri gratuite fara depunere totogaming,ro,,100,,,,,,100,,,2025-08-11,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 32, 69, 83, 121, 142, 146, 284, 414, 232",,
41,retragere totogaming,ro,,100,,,,,,150,,,2024-06-12,,,"21, 13, 0, 24, 74, 68, 58, 28, 89, 49, 6, 2, 0, 14, 36, 36, 29, 93, 110, 155, 223, 257, 394, 210",,
42,download totogaming,ro,,100,,,,,,100,,,2024-04-27,,,"15, 34, 42, 76, 87, 105, 84, 85, 58, 84, 55, 29, 35, 37, 35, 10, 3, 71, 66, 99, 132, 184, 410, 243",,
43,totogaming casino românia,ro,,100,,,,,,100,,,2025-07-02,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 37, 38, 35, 39, 43, 52, 123, 155, 261, 360, 161",,
44,totogaming aplicație,ro,,100,,,,,,100,,,2025-03-11,,,"0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 2, 40, 48, 42, 33, 25, 58, 76, 121, 162, 200, 366, 213",,
45,totogaming casino recenzie,ro,,100,,,,,,100,,,2025-07-01,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 34, 56, 34, 33, 51, 51, 125, 140, 248, 358, 179",,
46,contact totogaming,ro,,100,,,,,,150,,,2024-12-31,,,"0, 0, 0, 0, 0, 1, 23, 23, 28, 15, 25, 35, 27, 19, 28, 15, 24, 33, 61, 139, 177, 262, 494, 243",,
47,500 rotiri gratuite fara depunere totogaming,ro,,90,,,,,,100,,,2025-01-28,,,"0, 0, 0, 0, 0, 0, 18, 95, 90, 92, 55, 23, 0, 0, 0, 0, 0, 49, 63, 132, 173, 219, 351, 198",,
48,totogaming instalare,ro,,90,,,,,,90,,,2024-12-24,,,"0, 0, 0, 0, 0, 14, 9, 18, 26, 24, 0, 0, 0, 0, 13, 12, 56, 122, 57, 125, 134, 111, 212, 219",,
49,totogaming 500 rotiri fara depunere,ro,,90,,,,,,90,,,2025-01-14,,,"0, 0, 0, 0, 0, 0, 46, 118, 79, 109, 29, 1, 0, 0, 0, 0, 0, 52, 74, 113, 190, 226, 369, 183",,
50,totogaming online,ro,,80,,,,,,150,,,2023-12-04,,,"0, 1, 0, 0, 0, 0, 11, 62, 5, 2, 4, 7, 3, 1, 4, 2, 9, 32, 59, 80, 173, 290, 186, 138",,
51,totogaming bonus 500 rotiri gratuite,ro,,80,,,,,,80,,,2025-02-08,,,"0, 0, 0, 0, 0, 0, 0, 26, 22, 19, 15, 0, 0, 0, 0, 0, 0, 26, 0, 141, 185, 347, 210, 160",,
52,pareri totogaming,ro,,80,,,,,,80,,,2024-02-22,,,"11, 9, 0, 0, 3, 7, 18, 11, 19, 15, 20, 7, 0, 10, 12, 7, 23, 25, 30, 122, 149, 282, 220, 113",,
53,totogaming românia casino,ro,,80,,,,,,80,,,2025-07-01,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 36, 47, 31, 35, 43, 56, 104, 149, 249, 126, 123",,
54,totogaming retragere,ro,,80,,,,,,80,,,2024-10-05,,,"0, 0, 0, 12, 7, 1, 10, 18, 15, 21, 11, 1, 0, 0, 0, 0, 0, 0, 0, 114, 212, 241, 228, 207",,
55,roata campionilor totogaming,ro,,70,,,,,,70,,,2025-06-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 15, 10, 35, 13, 50, 62, 131, 133, 233, 165, 110",,
56,totogaming sport,ro,,70,,,,,,3000,,,2020-05-04,,,"2, 8, 1, 5, 2, 5, 0, 3, 1, 1, 1, 1, 1, 3, 5, 22, 5, 13, 22, 85, 122, 305, 254, 114",,
57,totogaming recenzii,ro,,70,,,,,,80,,,2024-03-09,,,"0, 0, 0, 0, 5, 13, 23, 16, 10, 7, 5, 3, 0, 0, 0, 11, 11, 15, 29, 122, 147, 285, 203, 118",,
58,totogaming support,ro,,70,,,,,,100,,,2023-11-29,,,"3, 8, 6, 5, 2, 5, 11, 13, 4, 4, 5, 8, 5, 14, 11, 15, 10, 15, 10, 73, 133, 230, 251, 102",,
59,totogaming am casino,ro,,70,,,,,,700,,,2022-11-16,,,"0, 0, 0, 0, 0, 2, 2, 2, 1, 0, 13, 1, 3, 2, 10, 2, 41, 14, 9, 87, 158, 303, 194, 210",,
60,totogaming toto casino,ro,,70,,,,,,100,,,2023-06-01,,,"2, 4, 2, 1, 2, 9, 32, 5, 6, 13, 1, 14, 8, 5, 6, 13, 11, 4, 30, 87, 168, 318, 184, 224",,
61,toto totogaming,ro,,70,,,,,,1100,,,2022-03-16,,,"0, 0, 0, 0, 0, 0, 3, 1, 213, 0, 5, 4, 1, 0, 0, 1, 0, 1, 6, 83, 164, 329, 195, 228",,
62,totogaming agentie,ro,,70,,,,,,70,,,2025-10-25,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 35, 29, 29, 108, 154, 214, 164, 110",,
63,totogaming bonus bun venit,ro,,70,,,,,,80,,,2024-08-16,,,"0, 28, 56, 55, 12, 5, 0, 0, 0, 0, 0, 0, 34, 22, 42, 35, 2, 0, 0, 111, 190, 212, 179, 97",,
64,totogaming oferta,ro,,70,,,,,,70,,,2025-07-18,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 27, 33, 26, 14, 113, 161, 208, 176, 182",,
65,oferte totogaming,ro,,60,,,,,,60,,,2025-03-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 26, 60, 47, 70, 27, 2, 0, 0, 0, 1, 0, 99, 128, 211, 157, 166",,
66,totogaming promo,ro,,60,,,,,,90,,,2022-07-18,,,"1, 0, 2, 1, 0, 5, 2, 8, 20, 47, 48, 23, 17, 13, 2, 3, 0, 1, 7, 93, 109, 203, 179, 165",,
67,rotiri fara depunere totogaming,ro,,60,,,,,,70,,,2024-12-23,,,"0, 0, 0, 0, 0, 17, 31, 24, 45, 42, 20, 0, 0, 0, 0, 0, 0, 0, 0, 103, 180, 250, 179, 111",,
68,totogaming demo,ro,,60,,,,,,300,,,2024-02-10,,,"0, 3, 1, 2, 2, 3, 3, 3, 12, 10, 5, 4, 4, 5, 6, 4, 1, 1, 10, 77, 138, 288, 172, 112",,
69,bonus bun venit totogaming,ro,,60,,,,,,70,,,2024-07-18,,,"50, 2, 0, 0, 0, 0, 0, 2, 35, 7, 5, 3, 7, 5, 7, 8, 3, 2, 7, 116, 164, 229, 165, 106",,
70,cod promo totogaming casino,ro,,60,,,,,,60,,,2025-07-24,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 8, 38, 52, 39, 4, 79, 119, 241, 142, 6",131,
71,totogaming logo,ro,,60,,,,,,200,,,2022-07-05,,,"8, 3, 0, 7, 5, 0, 2, 0, 9, 9, 12, 2, 11, 13, 8, 10, 6, 3, 10, 78, 96, 282, 215, 108",,
72,pachet bun-venit totogaming,ro,,60,,,,,,60,,,2025-07-25,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 9, 12, 10, 31, 7, 77, 126, 249, 162, 180",,
73,cod bonus totogaming,ro,,60,,,,,,60,,,2025-03-03,,,"0, 0, 0, 0, 0, 0, 0, 0, 75, 27, 16, 1, 0, 0, 0, 0, 0, 0, 0, 123, 167, 244, 149, 121",,
74,bonus depunere totogaming,ro,,60,,,,,,60,,,2025-07-21,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 6, 23, 59, 63, 5, 73, 111, 211, 139, 120",,
75,totogaming download android,ro,,60,,,,,,70,,,2024-09-10,,,"0, 0, 55, 52, 57, 56, 51, 70, 56, 27, 22, 55, 14, 3, 6, 3, 3, 71, 52, 97, 143, 159, 146, 118",,
76,support totogaming ro,ro,,50,,,,,,60,,,2025-06-25,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 22, 54, 53, 104, 137, 124, 113, 63",,
77,totogaming bonus fara depunere 500,ro,,50,,,,,,60,,,2024-12-24,,,"0, 0, 0, 0, 0, 49, 68, 13, 1, 9, 11, 0, 0, 0, 0, 0, 0, 0, 0, 73, 176, 227, 139, 130",,
78,totogaming descarcare,ro,,50,,,,,,50,,,2024-10-30,,,"0, 0, 0, 4, 68, 88, 106, 93, 72, 50, 50, 45, 18, 12, 0, 0, 0, 49, 49, 82, 131, 120, 120, 78",,
79,aplicatie totogaming,ro,,50,,,,,,50,,,2024-09-17,,,"0, 0, 5, 80, 85, 142, 140, 56, 21, 33, 8, 0, 0, 0, 0, 0, 0, 47, 50, 85, 132, 165, 110, 20",99,
80,totogaming recenzie,ro,,50,,,,,,50,,,2025-07-22,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 9, 16, 19, 33, 8, 70, 93, 172, 135, 105",,
81,aplicatia totogaming,ro,,50,,,,,,50,,,2024-09-03,,,"0, 0, 29, 30, 29, 37, 24, 22, 37, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 135, 177, 127, 91",,
82,totogaming app download,ro,,50,,,,,,60,,,2023-11-30,,,"43, 59, 70, 118, 108, 87, 40, 25, 17, 10, 2, 0, 4, 3, 0, 0, 0, 37, 42, 74, 121, 155, 161, 147",,
