#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,gets bet online,ro,34,1400,0.40,,getsbet,2026-06-10 09:07:56,Sitelinks,1600,241000,252000,2017-02-10,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"1048, 623, 781, 1177, 1463, 1754, 1485, 1394, 2054, 1700, 1763, 1451, 1831, 2271, 2242, 1219, 1279, 1271, 1054, 990, 1141, 1038, 963, 883","819, 824, 736, 845, 983, 1020, 1214, 1139, 1112, 1016, 942, 864",Sports betting
12,aplicatia gets bet,ro,58,1300,1.00,,getsbet,2026-07-04 02:46:15,Sitelinks,1300,247000,257000,2020-01-13,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"279, 331, 874, 981, 966, 691, 1471, 792, 3964, 3915, 851, 3880, 3301, 1833, 464, 1552, 452, 411, 407, 589, 1260, 864, 565, 860","658, 505, 402, 461, 654, 397, 540, 363, 639, 540, 257, 551",Sports betting; Add-ons
13,scanare bilet gets bet,ro,48,900,1.10,,gets bet pariuri sportive,2026-06-24 14:15:43,Video preview,900,16000,16000,2020-01-16,"Informational,Navigational,Branded,Non-local",Romanian,"583, 859, 235, 284, 268, 389, 574, 557, 709, 580, 704, 840, 713, 1028, 1296, 1011, 674, 1040, 1026, 909, 898, 732, 725, 564","541, 565, 535, 433, 414, 519, 525, 506, 472, 363, 356, 231",Sports betting
14,sbtc gets bet,ro,,900,0.90,,,,,900,,,2024-09-23,,,"0, 0, 153, 43, 35, 44, 285, 237, 427, 431, 345, 532, 540, 435, 509, 896, 738, 771, 774, 1176, 1435, 1157, 1443, 1378","1381, 1408, 1446, 1479, 1483, 1498, 1509, 1526, 1577, 1562, 1577, 1596",
15,gets bet pariuri sportive fotbal,ro,,800,0.80,,,,,900,,,2020-08-09,,,"198, 306, 447, 450, 303, 305, 447, 195, 242, 248, 161, 665, 304, 299, 356, 556, 531, 1171, 597, 679, 636, 3378, 688, 743","733, 770, 829, 853, 839, 929, 898, 908, 928, 931, 940, 996",
16,gets bet verificare bilet live,ro,61,700,0.80,,gets bet fotbal,2026-06-28 19:50:12,"Sitelinks,Video preview",700,5400,5500,2017-01-18,"Informational,Transactional,Non-branded,Non-local",Romanian,"188, 285, 297, 356, 349, 292, 234, 287, 242, 351, 152, 45, 127, 287, 614, 909, 856, 948, 939, 1003, 929, 963, 832, 871","996, 1103, 1228, 1255, 1094, 1130, 1083, 1147, 1072, 1106, 975, 1015",Sports betting
17,gets bet oferta,ro,67,600,0.80,1.33,get bets,2026-06-30 19:35:41,Sitelinks,600,13000,13000,2015-09-01,"Informational,Commercial,Branded,Non-local",Romanian,"457, 462, 473, 623, 583, 613, 652, 614, 650, 607, 642, 598, 478, 630, 609, 647, 460, 674, 584, 558, 561, 506, 483, 463","651, 570, 623, 659, 608, 607, 589, 562, 566, 511, 487, 467",Sports betting; Sports
18,gets bet bonus fara depunere,ro,55,500,1.00,,gets bet bonus fara depunere,2026-06-05 00:49:33,,600,1300,1300,2020-11-06,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"554, 619, 551, 448, 469, 447, 567, 545, 618, 630, 659, 598, 636, 453, 509, 540, 416, 432, 464, 443, 454, 420, 423, 432","434, 440, 426, 431, 457, 446, 478, 457, 468, 434, 437, 446",Gambling
19,pariuri sportive gets bet,ro,49,500,1.10,,gs bet,2026-07-03 12:35:18,"Sitelinks,Bottom ads,Paid sitelinks",500,15000,15000,2016-02-27,"Navigational,Transactional,Branded,Non-local",Romanian,"218, 358, 287, 293, 275, 401, 434, 415, 398, 397, 387, 289, 286, 399, 404, 522, 579, 584, 589, 562, 567, 524, 526, 503","504, 556, 541, 540, 534, 553, 560, 533, 538, 495, 497, 474",Sports betting
20,gets bet program azi,ro,,500,0.80,,,,,500,,,2023-01-01,,,"42, 72, 72, 72, 54, 277, 181, 95, 95, 183, 94, 226, 94, 95, 255, 621, 481, 310, 953, 931, 770, 821, 816, 858","863, 881, 912, 947, 985, 994, 1053, 1037, 1059, 1080, 1075, 1117",
21,fotbal gets bet,ro,61,400,0.60,,get bets,2026-07-06 17:58:59,Sitelinks,400,14000,14000,2020-04-02,"Non-branded,Non-local",English,"299, 302, 308, 366, 300, 371, 369, 361, 247, 449, 562, 525, 544, 366, 349, 444, 496, 307, 321, 356, 371, 390, 370, 352","367, 356, 363, 366, 331, 307, 323, 358, 372, 392, 371, 353",Sports betting; Soccer
22,gets bet agentii,ro,53,400,0.80,0.97,gets bet pariuri sportive,2026-06-15 05:58:41,Sitelinks,400,15000,15000,2015-10-03,"Informational,Navigational,Branded,Local",Romanian,"198, 161, 198, 245, 249, 306, 243, 154, 158, 102, 166, 104, 152, 219, 183, 264, 364, 585, 484, 690, 674, 393, 507, 626","626, 570, 569, 587, 665, 680, 673, 631, 610, 496, 508, 626",Lottery; Sports betting; Business
23,gets bet bilet virtual,ro,51,400,0.80,,gets bet pariuri sportive,2026-07-08 16:38:26,Sitelinks,450,16000,16000,2019-03-05,"Navigational,Transactional,Branded,Non-local",Romanian,"342, 435, 470, 489, 430, 405, 471, 595, 478, 414, 342, 181, 187, 288, 399, 338, 580, 679, 503, 547, 480, 437, 349, 313","288, 399, 442, 506, 578, 625, 511, 554, 485, 441, 351, 315",Sports betting; Sports
24,gets bet live,ro,63,350,1.10,,gets bet pariuri sportive,2026-07-09 04:58:04,,350,1200,1200,2016-07-30,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"55, 325, 134, 134, 151, 527, 740, 227, 556, 237, 605, 163, 607, 222, 377, 324, 245, 306, 394, 389, 512, 114, 451, 325","354, 543, 365, 345, 311, 482, 558, 372, 423, 330, 462, 332",Sports betting; Sports
25,gets bet rotiri gratuite,ro,53,350,0.20,,gets bet bonus fara depunere,2026-05-25 03:11:26,,400,1400,1400,2021-01-25,"Non-branded,Non-local",Romanian,"457, 581, 704, 586, 446, 348, 683, 782, 1030, 775, 567, 322, 300, 365, 543, 312, 274, 311, 394, 396, 411, 354, 314, 297","303, 321, 351, 346, 358, 386, 469, 471, 486, 429, 390, 373",/Other
26,pariuri gets bet,ro,59,350,0.80,,gets bets,2026-06-15 14:39:37,,400,16000,16000,2018-06-16,"Informational,Commercial,Branded,Non-local",Romanian,"107, 204, 208, 208, 307, 401, 484, 480, 402, 324, 327, 313, 331, 409, 463, 384, 446, 411, 414, 384, 338, 283, 280, 273","282, 341, 372, 343, 412, 420, 411, 382, 336, 281, 279, 272",Sports betting; Sports
27,gets bet terminal,ro,,300,2.00,,,,,300,,,2024-11-02,,,"0, 0, 0, 0, 39, 62, 54, 151, 188, 182, 152, 221, 280, 281, 276, 343, 324, 283, 232, 281, 337, 231, 351, 129","110, 93, 79, 67, 57, 49, 41, 35, 30, 25, 22, 18, 16",
28,cod bonus gets bet,ro,62,300,1.80,,gets bet bonus fara depunere,2026-06-17 14:28:17,Sitelinks,350,1200,1300,2018-11-07,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"511, 520, 525, 425, 279, 283, 344, 496, 606, 481, 336, 177, 265, 290, 461, 371, 285, 307, 354, 232, 221, 193, 150, 128","146, 155, 175, 173, 164, 184, 233, 253, 282, 246, 205, 143",Sports betting
29,gets bet agentie,ro,,250,1.10,,,,,250,,,2025-09-24,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 188, 182, 291, 299, 352, 654, 437, 430, 357",,
30,bilet virtual gets bet,ro,48,250,0.70,,gets bet pariuri sportive,2026-07-07 13:59:53,Sitelinks,250,16000,16000,2018-07-18,"Informational,Transactional,Branded,Non-local",Romanian,"73, 92, 71, 89, 125, 133, 144, 205, 169, 92, 76, 108, 114, 112, 84, 99, 260, 392, 341, 346, 344, 294, 278, 241","235, 238, 233, 236, 216, 211, 202, 222, 219, 179, 164, 135",Event ticket sales; Shopping
31,gets. bet,ro,41,250,,,getsbet,2026-07-05 15:16:09,Sitelinks,250,247000,257000,2020-09-24,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"23, 15, 30, 32, 113, 209, 132, 101, 81, 77, 86, 44, 79, 92, 79, 101, 193, 320, 684, 461, 277, 234, 298, 196",,Sports betting
32,gets bet casino online,ro,59,200,0.20,,getsbet casino,2026-06-15 03:09:54,Sitelinks,250,1000,1100,2021-11-02,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"88, 110, 169, 199, 200, 464, 454, 457, 549, 366, 313, 310, 520, 373, 219, 86, 190, 263, 138, 177, 137, 81, 68, 113","159, 61, 20, 25, 99, 46, 58, 55, 48, 54, 48, 42",Gambling
33,bonus gets bet,ro,64,200,1.40,,gets bet bonus fara depunere,2026-07-09 01:09:53,,200,1300,1300,2017-02-18,"Informational,Commercial,Transactional,Branded,Non-local",English,"172, 170, 173, 184, 199, 190, 198, 194, 193, 189, 189, 188, 187, 185, 188, 199, 214, 205, 213, 210, 208, 204, 205, 204","203, 201, 204, 216, 230, 222, 230, 227, 225, 221, 222, 221",Gambling
34,www gets bet,ro,46,200,1.10,,gets bet fotbal,2026-05-27 16:01:29,Sitelinks,200,13000,13000,2016-05-29,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"153, 237, 241, 281, 226, 226, 243, 238, 275, 194, 194, 127, 158, 159, 125, 161, 330, 190, 201, 196, 236, 208, 187, 168","223, 219, 300, 256, 259, 205, 216, 211, 253, 223, 201, 181",Sports betting; Sports
35,gets bet bonus,ro,52,200,0.20,,gets bet bonus fara depunere,2026-06-04 02:59:26,,250,1300,1300,2015-09-22,"Informational,Commercial,Transactional,Branded,Non-local",English,"298, 297, 296, 294, 348, 283, 244, 192, 265, 186, 145, 123, 316, 332, 188, 143, 158, 197, 186, 176, 165, 157, 142, 138","181, 153, 157, 178, 183, 196, 185, 175, 164, 156, 142, 138",Gambling
36,aplicatie gets bet,ro,38,200,0.80,,getsbet,2026-06-08 12:06:55,Sitelinks,200,241000,252000,2020-01-10,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"1, 4, 1, 1, 2, 5, 5, 5, 5, 5, 4, 0, 88, 109, 197, 267, 256, 354, 343, 239, 122, 127, 121, 106",,Sports betting
37,cont gets bet,ro,48,150,2.00,,getsbet,2026-06-23 03:30:21,"Sitelinks,Video preview",150,243000,253000,2018-04-02,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"113, 94, 111, 175, 199, 203, 176, 136, 158, 92, 110, 41, 144, 218, 171, 129, 114, 119, 127, 121, 139, 118, 96, 106","84, 83, 85, 99, 108, 109, 104, 98, 117, 95, 74, 84",Sports betting
38,gets bet aplicatie,ro,54,150,0.90,,getsbet,2026-06-30 11:30:52,Sitelinks,150,12000,14000,2017-04-17,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"86, 64, 86, 84, 66, 63, 20, 17, 9, 20, 15, 6, 98, 96, 122, 125, 108, 314, 323, 232, 110, 168, 195, 123",,Sports betting; Add-ons
39,cod gets bet,ro,55,150,2.00,,gets bet bonus fara depunere,2026-06-04 01:08:31,,150,1300,1300,2022-04-07,"Informational,Commercial,Transactional,Branded,Non-local",English,"61, 59, 95, 51, 36, 26, 40, 21, 65, 55, 82, 54, 379, 471, 277, 146, 88, 110, 96, 64, 47, 49, 27, 43",,Sports betting
40,gets bet romania,ro,,150,0.80,,,,,200,,,2016-06-05,,,"3, 10, 66, 7, 5, 17, 89, 43, 23, 60, 65, 57, 259, 241, 246, 231, 156, 111, 122, 85, 80, 77, 73, 65",,
41,gets bet 200 rotiri gratuite,ro,,150,0.20,,,,,150,,,2023-12-22,,,"119, 129, 136, 93, 98, 152, 315, 356, 397, 344, 400, 217, 176, 214, 203, 172, 137, 177, 162, 50, 54, 85, 70, 80",,
42,verifica bilet gets bet,ro,51,150,0.35,,gets bet verificare bilet,2026-06-07 13:20:29,"Sitelinks,Video preview",150,5500,5600,2015-09-01,"Navigational,Transactional,Branded,Non-local",Romanian,"41, 69, 94, 96, 75, 133, 145, 100, 140, 63, 61, 21, 44, 73, 54, 77, 98, 126, 183, 283, 263, 176, 103, 128",,Sports betting
43,gets bet pariuri fotbal,ro,59,150,0.60,,gets bets,2026-06-15 15:27:40,,150,16000,16000,2019-08-10,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"75, 203, 118, 138, 173, 184, 161, 112, 137, 50, 114, 74, 54, 101, 156, 147, 80, 276, 278, 173, 96, 93, 89, 141",,Sports betting; Sports
44,agentie gets bet,ro,56,150,1.10,,gets bet pariuri sportive,2026-06-30 17:31:45,"Sitelinks,Local pack",150,16000,16000,2021-09-24,"Informational,Commercial,Branded,Local",Romanian,"74, 90, 95, 98, 144, 110, 62, 42, 41, 33, 33, 29, 51, 36, 50, 96, 135, 303, 308, 216, 174, 147, 79, 79",,Sports betting; Business
45,gets bet contact,ro,59,150,0.45,0.97,gets bet contact,2026-06-21 18:07:32,,150,100,100,2015-09-01,"Informational,Non-branded,Non-local",English,"123, 122, 135, 151, 188, 162, 142, 139, 154, 128, 118, 113, 122, 121, 135, 151, 188, 162, 142, 139, 154, 128, 118, 113","122, 121, 135, 151, 188, 162, 142, 139, 154, 128, 118, 113",Sports betting
46,gets bet download,ro,54,150,0.90,,get bet,2026-06-16 11:12:47,Sitelinks,200,3700,4900,2019-08-18,"Informational,Transactional,Branded,Non-local",English,"50, 66, 93, 60, 67, 57, 122, 83, 46, 90, 104, 89, 465, 479, 287, 85, 82, 93, 102, 83, 90, 91, 75, 72",,Utilities
47,gets bet oferta fotbal,ro,53,150,0.90,,gets bets,2026-06-05 00:20:32,,150,13000,13000,2015-10-10,"Informational,Commercial,Branded,Non-local",Romanian,"68, 139, 138, 132, 203, 136, 161, 316, 134, 205, 168, 167, 211, 210, 131, 110, 131, 185, 173, 190, 161, 168, 162, 154","143, 145, 173, 183, 182, 184, 173, 190, 160, 168, 162, 153",Sports betting
48,verificare gets bet,ro,54,150,0.45,,gets bet fotbal,2026-06-29 07:52:38,Sitelinks,150,5400,5500,2017-04-13,"Informational,Navigational,Branded,Non-local",Romanian,"39, 48, 77, 64, 64, 96, 164, 95, 124, 113, 158, 129, 92, 156, 175, 149, 80, 129, 145, 212, 123, 100, 83, 98",,Sports betting
49,gets bet app,ro,56,150,1.10,,getsbet,2026-07-05 20:03:35,Sitelinks,150,10000,11000,2018-10-16,"Informational,Commercial,Transactional,Branded,Non-local",English,"26, 62, 48, 39, 51, 53, 96, 102, 144, 113, 80, 45, 122, 158, 294, 122, 95, 195, 174, 83, 94, 114, 156, 116",,Sports betting; Add-ons
50,agentii gets bet,ro,57,150,0.50,,gets bet pariuri sportive,2026-06-24 15:28:10,"Sitelinks,Knowledge panel",150,16000,16000,2016-01-11,"Non-branded,Non-local",Romanian,"39, 40, 20, 38, 19, 27, 38, 62, 30, 30, 22, 16, 81, 78, 57, 153, 134, 177, 176, 187, 180, 173, 145, 135",,Sports betting
51,oferta gets bet,ro,61,150,0.90,,get bets,2026-07-07 06:39:01,Sitelinks,150,14000,14000,2015-09-04,"Informational,Commercial,Branded,Non-local",Romanian,"143, 145, 150, 288, 130, 396, 444, 457, 424, 147, 127, 95, 105, 334, 126, 153, 189, 204, 114, 108, 114, 107, 167, 137","137, 187, 167, 219, 185, 203, 223, 234, 220, 185, 140, 135",Sports betting
52,sansa gets bet,ro,,100,0.50,,,,,100,,,2016-01-24,"Informational,Commercial,Branded,Non-local",English,"0, 0, 22, 45, 25, 37, 36, 30, 32, 60, 125, 141, 51, 64, 130, 151, 120, 147, 155, 146, 134, 111, 88, 75",,Sports betting
53,gets bet bilet,ro,,100,,,,,,150,,,2018-08-02,,,"0, 0, 0, 0, 0, 0, 0, 22, 44, 46, 55, 35, 48, 84, 68, 83, 64, 111, 129, 179, 177, 178, 196, 172",,
54,gets bet pareri,ro,,100,0.70,,,,,150,,,2016-02-16,"Informational,Commercial,Branded,Non-local",Romanian,"8, 11, 10, 12, 8, 9, 14, 7, 16, 13, 7, 4, 79, 93, 99, 99, 136, 214, 186, 112, 113, 101, 112, 117",,Sports betting
55,gets bet fotbal live,ro,,100,1.10,,,,,100,,,2025-10-26,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 55, 283, 269, 113, 309, 201, 47, 149",,
56,gets bet rotiri fara depunere,ro,,100,3.00,,,,,100,,,2021-08-05,,,"1, 57, 48, 32, 54, 91, 29, 37, 50, 55, 57, 44, 87, 121, 143, 135, 75, 184, 115, 65, 46, 50, 45, 48",,
57,verificare bilet scanare gets bet,ro,,100,,,,,,100,,,2023-10-29,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 186, 204, 322, 158, 103, 47, 86",,
58,gets bet rotiri gratuite fara depunere,ro,61,100,1.70,,gets bet bonus fara depunere,2026-07-01 11:52:44,Video preview,100,1300,1300,2021-07-13,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"86, 69, 86, 69, 87, 257, 310, 245, 376, 206, 202, 38, 76, 62, 141, 69, 85, 94, 132, 105, 127, 104, 111, 97","97, 85, 94, 93, 112, 128, 158, 138, 156, 138, 142, 132",Gambling
59,bilete gets bet,ro,42,100,0.60,,gets bet pariuri sportive,2026-06-26 16:35:33,Sitelinks,100,16000,16000,2021-02-16,"Informational,Transactional,Branded,Non-local",Romanian,"23, 0, 46, 114, 131, 120, 123, 103, 120, 73, 77, 15, 0, 0, 0, 0, 73, 195, 189, 335, 194, 142, 48, 94",,Sports betting
60,cod bonus gets bet fara depunere,ro,57,100,1.10,,gets bet bonus fara depunere,2026-06-16 07:31:14,Sitelinks,100,1300,1300,2021-10-24,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"109, 134, 108, 88, 69, 111, 205, 163, 317, 253, 252, 134, 117, 122, 173, 57, 69, 76, 92, 86, 91, 86, 90, 82","76, 91, 92, 75, 70, 73, 89, 83, 88, 83, 87, 79",Sports betting
61,gets bet apk,ro,48,100,1.00,,getsbet,2026-06-08 13:16:08,Sitelinks,100,6000,7000,2019-08-23,"Informational,Transactional,Branded,Non-local",English,"6, 1, 11, 13, 13, 16, 13, 22, 14, 7, 10, 5, 79, 72, 62, 81, 58, 196, 193, 95, 83, 87, 114, 95",,Sports betting; Add-ons
62,gets bet loto polonia,ro,,100,0.25,,,,,100,,,2015-09-30,,,"100, 113, 27, 15, 39, 72, 94, 36, 9, 96, 111, 48, 0, 0, 22, 0, 29, 203, 186, 237, 219, 138, 154, 159",,
63,gets bet loto,ro,62,100,0.40,,loto polonia gets bet,2026-07-04 18:08:15,,100,20,20,2015-09-30,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"75, 85, 100, 79, 76, 71, 53, 60, 53, 62, 56, 44, 121, 116, 127, 120, 97, 144, 137, 69, 64, 60, 68, 67",,Lottery
64,gets bet cod bonus,ro,62,100,1.90,,gets bet bonus fara depunere,2026-07-01 16:10:02,Video preview,150,1300,1300,2020-06-03,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"164, 197, 196, 132, 88, 91, 91, 84, 163, 124, 131, 85, 138, 132, 126, 102, 83, 92, 89, 105, 109, 94, 97, 97","102, 107, 109, 104, 97, 102, 102, 98, 106, 95, 94, 94",Gambling
65,rotiri gratuite fara depunere gets bet,ro,62,90,3.00,,gets bet bonus fara depunere,2026-07-03 01:19:03,Video preview,100,1300,1300,2021-12-01,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"55, 56, 42, 73, 79, 106, 120, 63, 108, 75, 75, 50, 69, 75, 97, 85, 85, 159, 119, 63, 71, 69, 65, 69",,Sports betting
66,oferta fotbal gets bet,ro,,90,0.25,,,,,90,,,2019-02-12,,,"0, 0, 0, 281, 410, 277, 141, 0, 0, 81, 156, 6, 0, 0, 0, 0, 0, 10, 87, 252, 269, 264, 98, 134",,
67,online gets bet,ro,55,90,1.30,,getsbet,2026-06-15 02:26:05,Sitelinks,90,242000,252000,2018-02-28,"Informational,Navigational,Commercial,Branded,Non-local",English,"116, 66, 95, 76, 39, 65, 38, 48, 24, 16, 26, 25, 390, 412, 176, 11, 25, 21, 16, 10, 8, 0, 0, 1",,Sports betting; Sports
68,bonus fara depunere gets bet,ro,62,90,1.40,,gets bet bonus fara depunere,2026-06-26 02:41:50,,100,1300,1300,2021-04-28,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"145, 105, 70, 86, 85, 76, 71, 60, 69, 79, 90, 57, 80, 64, 83, 99, 68, 144, 129, 78, 81, 66, 54, 72",,Sports betting
69,gets bet pariaza in agentii,ro,50,80,1.10,,gets bet pariuri sportive,2026-06-18 16:44:36,Sitelinks,80,15000,15000,2019-09-30,"Informational,Commercial,Non-branded,Non-local",Romanian,"44, 98, 94, 92, 82, 97, 92, 90, 89, 89, 78, 67, 60, 74, 81, 81, 70, 85, 80, 78, 78, 78, 67, 56","50, 64, 71, 70, 60, 75, 70, 69, 68, 68, 58, 47",Sports betting
70,rotiri gratuite gets bet,ro,60,70,3.00,,gets bet bonus fara depunere,2026-07-03 06:03:27,,90,1300,1300,2021-04-23,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"60, 80, 70, 99, 68, 84, 100, 103, 51, 43, 63, 43, 31, 54, 50, 76, 68, 130, 104, 77, 63, 58, 62, 64",,Gambling
71,gets bet.,ro,9,70,,,getsbet,2026-06-09 01:57:34,"Sitelinks,Video preview",70,241000,252000,2017-03-12,"Informational,Navigational,Commercial,Branded,Non-local",Romanian,"29, 29, 72, 48, 79, 61, 72, 52, 42, 27, 23, 14, 23, 17, 65, 83, 77, 57, 63, 78, 84, 80, 47, 122",,Sports betting
72,gets bet pariuri online,ro,52,70,0.60,,getsbet,2026-06-26 05:04:31,Sitelinks,80,247000,257000,2016-09-16,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"1, 6, 0, 0, 1, 1, 3, 7, 3, 4, 3, 2, 152, 135, 57, 54, 70, 63, 69, 51, 49, 59, 48, 45",,Sports betting
73,program gets bet de sarbatori,ro,,70,,,,,,70,,,2015-12-31,"Informational,Branded,Local",Romanian,"0, 0, 0, 0, 0, 123, 47, 2, 0, 59, 0, 4, 9, 14, 9, 17, 43, 284, 140, 33, 22, 131, 89, 56",,Sports betting; Business
74,contact gets bet,ro,61,70,0.50,,gets bet fotbal,2026-07-09 04:07:35,,70,40,40,2015-10-06,"Informational,Branded,Non-local",English,"42, 42, 44, 48, 61, 67, 56, 59, 60, 56, 51, 38, 45, 103, 84, 121, 57, 65, 92, 71, 44, 44, 32, 40",,Sports betting; Business
