#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
41,333 rotiri maxbet,ro,,100,,,,,,100,,,2023-02-13,,,"0, 5, 22, 3, 17, 49, 51, 61, 91, 56, 52, 59, 89, 88, 111, 130, 118, 148, 205, 68, 77, 69, 75, 71",,
42,download maxbet,ro,51,100,2.50,,maxbet,2026-07-07 03:44:10,,400,7800,8000,2019-10-10,"Informational,Transactional,Branded,Non-local",English,"16, 17, 18, 18, 24, 14, 15, 9, 11, 16, 16, 5, 78, 94, 91, 162, 115, 127, 130, 105, 134, 114, 64, 66",,Sports betting; Add-ons
43,coduri bonus maxbet,ro,56,100,1.00,,maxbet romania,2026-07-03 11:39:06,Video preview,100,150,150,2017-04-02,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"43, 54, 47, 70, 60, 47, 48, 44, 33, 30, 40, 37, 66, 66, 90, 134, 103, 145, 121, 87, 73, 91, 80, 74",,Sports betting
44,maxbet live,ro,,100,1.90,,,,,2300,,,2017-06-05,,,"1, 3, 1, 1, 4, 5, 30, 20, 0, 1, 2, 10, 100, 116, 175, 103, 68, 147, 146, 83, 82, 183, 121, 112",,
45,casino maxbet,ro,73,100,2.00,,maxbet online,2026-06-29 09:02:23,"Sitelinks,Local pack",250,4000,5500,2015-12-20,"Informational,Navigational,Commercial,Transactional,Branded,Local",Romanian,"55, 56, 35, 68, 106, 96, 89, 55, 82, 63, 46, 66, 78, 52, 60, 66, 119, 219, 201, 132, 158, 132, 146, 89",,Sports betting
46,maxbet apk,ro,61,100,3.50,,maxbet,2026-06-06 23:01:04,,1000,7700,7900,2016-11-04,"Informational,Transactional,Branded,Non-local",,"52, 72, 70, 68, 89, 54, 43, 102, 128, 128, 89, 50, 80, 85, 245, 105, 125, 144, 108, 99, 99, 91, 78, 67","60, 56, 135, 113, 105, 97, 112, 115, 94, 101, 77, 66",Sports betting; Add-ons
47,rotiri gratuite fara depunere maxbet,ro,54,100,3.00,,cod bonus maxbet,2026-06-17 16:55:23,Sitelinks,150,800,800,2019-10-19,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"63, 68, 92, 70, 86, 112, 126, 107, 98, 85, 66, 64, 89, 115, 118, 123, 133, 174, 161, 122, 107, 78, 76, 91",,Lottery
48,pareri maxbet,ro,,100,1.60,,,,,100,,,2017-01-27,,,"0, 0, 14, 13, 21, 44, 22, 13, 16, 22, 13, 12, 67, 82, 65, 83, 136, 139, 142, 117, 107, 87, 72, 73",,
49,cod promo maxbet,ro,58,100,1.00,,cod bonus maxbet,2026-06-21 08:04:48,Sitelinks,150,800,800,2017-03-20,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"67, 85, 87, 104, 98, 98, 97, 87, 79, 75, 87, 85, 105, 109, 162, 128, 119, 112, 129, 99, 80, 125, 125, 103",,Sports betting
50,pariuri maxbet,ro,,100,,,,,,150,,,2017-03-06,,,"27, 34, 31, 33, 31, 33, 43, 30, 38, 40, 37, 37, 103, 111, 126, 137, 160, 174, 159, 125, 116, 103, 49, 59",,
51,maxbet. ro,ro,60,100,2.50,,maxbet casino,2026-07-03 11:33:17,Sitelinks,100,7800,12000,2017-08-23,"Navigational,Transactional,Branded,Non-local",,"68, 95, 52, 127, 81, 75, 83, 107, 102, 63, 63, 31, 53, 86, 158, 149, 114, 164, 142, 98, 94, 95, 60, 6",,Sports betting
52,coduri maxbet,ro,57,100,0.80,,cod bonus maxbet,2026-06-01 23:50:16,"Top ads,Paid sitelinks,Video preview,Sitelinks",100,3000,3100,2017-03-26,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"34, 39, 20, 41, 30, 31, 28, 22, 29, 19, 24, 21, 64, 95, 158, 169, 122, 113, 115, 82, 87, 73, 37, 45",,Sports betting
53,maxbet rotiri gratuite fara depunere 2025,ro,,100,1.40,,,,,100,,,2025-02-26,,,"0, 0, 0, 0, 0, 0, 0, 16, 20, 7, 42, 23, 39, 95, 74, 335, 81, 101, 172, 179, 159, 62, 68, 56",,
54,bonus maxbet fara depunere,ro,58,100,1.50,,cod bonus maxbet,2026-06-06 06:42:00,Sitelinks,100,3000,3100,2021-11-03,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"38, 45, 54, 47, 55, 46, 57, 47, 57, 49, 49, 42, 78, 89, 125, 110, 115, 135, 94, 100, 72, 91, 117, 108",,Sports betting
55,maxbet download,ro,68,100,1.60,,maxbet,2026-06-23 07:49:19,,900,7600,7700,2019-04-16,"Informational,Transactional,Branded,Non-local",English,"102, 95, 110, 121, 123, 113, 136, 127, 132, 128, 129, 116, 102, 95, 110, 121, 123, 113, 136, 127, 132, 128, 129, 116","102, 95, 110, 121, 123, 113, 136, 127, 132, 128, 129, 116",Sports betting; Add-ons
56,cod promotional maxbet,ro,55,90,1.00,,maxbet romania,2026-07-04 02:36:44,Video preview,90,150,150,2016-11-14,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"20, 12, 19, 29, 29, 42, 30, 23, 29, 36, 21, 18, 55, 57, 61, 82, 122, 174, 121, 85, 82, 78, 54, 60",,Sports betting
57,maxbet recenzie,ro,,90,1.50,,,,,100,,,2020-11-02,,,"1, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 2, 76, 81, 82, 87, 87, 95, 114, 105, 118, 112, 103, 98",,
58,maxbet constanta,ro,1,90,1.00,,maxbet timisoara,2026-06-14 21:56:11,Local pack,90,70,70,2015-12-07,"Informational,Commercial,Branded,Local",,"57, 75, 78, 57, 45, 38, 36, 27, 41, 41, 73, 47, 63, 99, 64, 75, 86, 108, 115, 74, 57, 75, 146, 95",,Sports betting; Business
59,maxbet mobile,ro,,90,,,,,,300,,,2017-02-17,,,"0, 1, 0, 0, 4, 0, 0, 0, 0, 1, 1, 0, 66, 80, 96, 77, 95, 122, 110, 97, 104, 100, 105, 72",,
60,maxbet bonus de bun venit,ro,56,90,4.00,,cod bonus maxbet,2026-06-09 08:43:10,,150,900,900,2016-10-10,"Informational,Commercial,Branded,Non-local",Romanian,"53, 92, 73, 83, 87, 80, 98, 93, 115, 96, 78, 77, 76, 84, 78, 86, 90, 84, 102, 97, 118, 100, 81, 81","79, 88, 82, 90, 94, 88, 106, 100, 122, 104, 85, 85",Gambling
61,.maxbet,ro,65,90,2.50,,maxbet,2026-06-07 03:58:41,Sitelinks,450,169000,175000,2019-01-21,"Informational,Commercial,Branded,Non-local",,"62, 94, 122, 112, 173, 188, 211, 197, 143, 94, 196, 79, 65, 46, 39, 156, 108, 119, 92, 96, 117, 82, 63, 65",,Sports betting
62,maxbet casino download,ro,62,90,1.20,,maxbet,2026-07-03 03:17:07,,100,7400,7600,2019-12-02,"Informational,Transactional,Branded,Non-local",English,"4, 8, 7, 22, 5, 6, 7, 3, 2, 9, 9, 0, 23, 23, 65, 89, 98, 107, 120, 108, 114, 106, 113, 93",,Gambling
63,cont maxbet,ro,25,90,4.50,,maxbet login,2026-06-05 18:23:58,,90,350,400,2016-10-04,"Informational,Navigational,Branded,Non-local",Romanian,"0, 11, 13, 0, 0, 0, 2, 1, 13, 7, 6, 2, 37, 63, 56, 77, 86, 171, 181, 128, 87, 92, 71, 63",,Sports betting
64,maxbet inregistrare,ro,,80,7.00,,,,,90,,,2016-10-06,,,"19, 19, 21, 9, 19, 21, 29, 17, 7, 12, 7, 2, 38, 26, 41, 75, 47, 207, 198, 121, 56, 80, 61, 67",,
65,maxbet lucky six,ro,,80,,,,,,250,,,2020-01-14,,,"4, 0, 2, 5, 1, 5, 11, 4, 9, 24, 9, 26, 172, 389, 149, 29, 7, 22, 16, 35, 12, 49, 13, 33",,
66,cod maxbet rotiri gratuite,ro,48,80,1.00,,cod bonus maxbet,2026-06-12 04:26:53,Sitelinks,150,3100,3200,2021-10-07,"Informational,Commercial,Branded,Non-local",Romanian,"53, 57, 61, 90, 151, 99, 115, 130, 114, 95, 81, 39, 85, 61, 55, 123, 53, 90, 115, 77, 82, 66, 48, 59",,Gambling
67,cod bonus maxbet 2025,ro,,80,,,,,,90,,,2025-01-15,,,"0, 0, 0, 0, 0, 0, 54, 105, 96, 87, 74, 64, 98, 122, 148, 186, 166, 133, 34, 19, 3, 0, 0, 1",,
68,maxbet iasi,ro,,80,0.70,,,,,80,,,2015-10-20,,,"39, 35, 51, 38, 54, 35, 36, 30, 48, 36, 99, 77, 54, 99, 89, 91, 88, 86, 125, 81, 83, 41, 44, 42",,
69,descarca maxbet,ro,,80,,,,,,80,,,2019-06-10,,,"0, 0, 0, 3, 0, 9, 5, 6, 9, 7, 0, 4, 51, 71, 81, 81, 71, 103, 79, 81, 98, 80, 76, 62",,
70,maxbet verificare cont,ro,2,80,1.30,,maxbet verificare cont,2026-06-08 11:08:36,Video preview,90,30,30,2020-01-10,"Informational,Branded,Non-local",Romanian,"38, 25, 27, 40, 27, 30, 42, 21, 29, 29, 33, 15, 35, 45, 49, 112, 86, 185, 151, 114, 47, 63, 68, 55",,Gambling
71,maxbet baneasa,ro,12,80,0.60,,maxbet baneasa,2026-06-02 05:40:45,,80,10,10,2015-12-10,"Informational,Branded,Local",,"55, 81, 82, 69, 79, 74, 105, 87, 68, 64, 67, 73, 71, 101, 71, 76, 83, 80, 82, 71, 59, 56, 54, 51",,Sports betting; Business
72,bonusuri maxbet,ro,61,80,1.60,,cod bonus maxbet,2026-06-20 04:24:44,Sitelinks,90,3200,3300,2016-09-27,"Informational,Commercial,Branded,Non-local",Romanian,"16, 30, 40, 23, 33, 41, 32, 31, 14, 22, 27, 9, 52, 42, 49, 59, 96, 168, 185, 95, 54, 75, 85, 59",,Sports betting
73,maxbet budapesta,ro,,80,,,,,,80,,,2015-12-24,,,"11, 15, 25, 43, 64, 56, 56, 93, 58, 71, 71, 45, 62, 120, 90, 68, 85, 124, 76, 62, 77, 72, 28, 43",,
74,maxbet bonus fără depunere,ro,,70,,,,,,90,,,2024-01-21,,,"30, 32, 34, 34, 30, 31, 38, 38, 37, 34, 35, 41, 68, 75, 121, 106, 118, 121, 114, 50, 42, 26, 1, 19",,
75,pacanele gratis maxbet,ro,,70,,,,,,70,,,2020-04-21,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 89, 83, 101, 123, 85, 117, 90, 93, 94",,
76,maxbet agentii,ro,,70,,,,,,70,,,2017-05-21,,,"0, 0, 10, 5, 11, 4, 20, 6, 11, 14, 5, 13, 61, 58, 57, 56, 64, 102, 78, 74, 63, 70, 60, 54",,
77,agentii maxbet,ro,,70,0.70,,,,,70,,,2020-01-12,,,"20, 31, 32, 35, 36, 39, 34, 32, 28, 28, 28, 35, 58, 90, 62, 88, 79, 66, 80, 54, 60, 59, 64, 51",,
78,maxbet cont,ro,41,70,1.40,,maxbet,2026-06-02 08:37:53,,80,169000,174000,2018-12-01,"Informational,Transactional,Branded,Non-local",Romanian,"0, 0, 7, 13, 7, 3, 1, 2, 4, 2, 4, 2, 37, 35, 34, 72, 81, 178, 161, 97, 30, 57, 60, 42",,Sports betting
79,www maxbet,ro,,70,,,,,,800,,,2016-11-04,,,"27, 30, 31, 32, 30, 33, 32, 29, 33, 32, 36, 33, 73, 68, 94, 94, 76, 83, 83, 68, 54, 51, 2, 35",,
80,aplicatia maxbet,ro,,70,,,,,,70,,,2018-06-11,"Informational,Branded,Non-local",Romanian,"1, 6, 3, 3, 1, 6, 4, 4, 5, 17, 39, 39, 44, 25, 26, 38, 35, 80, 108, 84, 65, 100, 92, 79",,Sports betting
81,ruleta maxbet,ro,,70,,,,,,80,,,2016-11-10,"Navigational,Transactional,Branded,Non-local",Romanian,"0, 0, 0, 0, 0, 6, 1, 7, 0, 2, 0, 1, 12, 11, 51, 86, 93, 82, 112, 97, 106, 101, 82, 68",,Sports betting
82,lucky six maxbet,ro,,70,,,,,,200,,,2020-01-12,,,"0, 4, 0, 3, 4, 3, 9, 12, 11, 6, 18, 44, 85, 73, 60, 66, 51, 102, 59, 66, 57, 93, 44, 52",,
83,creare cont maxbet,ro,,70,,,,,,70,,,2020-01-13,,,"0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 3, 29, 45, 55, 67, 109, 112, 114, 80, 61, 75, 73, 57",,
84,maxbet android,ro,,70,,,,,,150,,,2017-03-07,,,"1, 3, 3, 2, 1, 2, 0, 1, 1, 0, 1, 0, 43, 53, 42, 64, 59, 132, 126, 91, 54, 71, 71, 57",,
85,aplicatie maxbet android,ro,,70,,,,,,70,,,2019-09-26,,,"0, 0, 0, 0, 2, 2, 6, 5, 5, 3, 3, 1, 14, 11, 50, 88, 96, 96, 99, 71, 84, 90, 88, 78",,
