#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,betano.,ro,62,1200,1.00,,betano,2026-07-05 06:27:29,,44000,51000,53000,2016-10-05,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"786, 813, 863, 946, 1217, 1387, 1131, 938, 1272, 1097, 1038, 1125, 919, 946, 996, 1080, 1350, 1520, 1264, 1071, 1405, 1230, 1171, 1258","1053, 1080, 1129, 1213, 1483, 1654, 1398, 1205, 1538, 1363, 1305, 1391",Sports betting
12,betano. ro,ro,51,1100,0.60,,betano,2026-07-08 00:10:58,,1800,45000,47000,2018-01-20,"Navigational,Transactional,Branded,Non-local",,"1330, 1338, 1095, 1098, 892, 1163, 1109, 887, 920, 1022, 911, 577, 619, 696, 1025, 1013, 991, 1347, 1557, 1293, 1275, 1250, 1054, 1150","1156, 1180, 1118, 1181, 1157, 1240, 1218, 1139, 1133, 1103, 1118, 998",Sports betting
13,ro betano,ro,0,1000,1.10,,betano casino,2026-07-06 03:27:22,Sitelinks,1300,8400,10000,2016-12-03,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"1295, 1293, 1145, 1134, 916, 1095, 1059, 865, 851, 883, 873, 572, 608, 700, 976, 1108, 1023, 1179, 1442, 1156, 1167, 1178, 1185, 1063","1072, 1094, 1009, 1105, 1098, 1144, 1115, 1067, 1058, 1042, 1075, 943",Sports betting
14,cod promotional betano,ro,54,1000,2.00,,betano bonus fara depunere,2026-06-27 20:11:13,"Sitelinks,Video preview",1100,2800,2800,2017-02-08,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"615, 472, 624, 745, 750, 913, 917, 1108, 1108, 874, 765, 857, 705, 827, 1161, 957, 976, 1016, 1012, 966, 968, 945, 1031, 1016","860, 866, 914, 1015, 1062, 992, 1017, 971, 972, 947, 1034, 1018",Sports betting
15,loto betano,ro,4,900,1.20,,loto online,2026-06-21 01:42:41,Sitelinks,900,5600,5700,2017-01-17,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"956, 939, 691, 923, 918, 847, 696, 661, 822, 676, 568, 155, 164, 160, 360, 677, 928, 1818, 1468, 1285, 1475, 1276, 1034, 1279","1283, 1664, 1742, 2346, 2163, 2064, 1741, 1520, 1741, 1502, 1215, 1499",Lottery
16,betano pariuri,ro,34,900,1.70,1.04,betano,2026-07-02 02:55:47,Sitelinks,1200,467000,470000,2016-04-26,"Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"1710, 1421, 1101, 1402, 1076, 1419, 1082, 930, 911, 912, 759, 501, 713, 837, 826, 1004, 873, 1054, 908, 894, 943, 1047, 1048, 1010","806, 789, 753, 993, 1024, 1071, 948, 933, 984, 1092, 1094, 1054",Sports betting
17,live betano,ro,27,900,1.00,,betano live,2026-06-20 02:45:35,"Sitelinks,Video preview",900,7700,8500,2016-12-13,"Informational,Navigational,Transactional,Branded,Non-local",English,"126, 350, 364, 304, 298, 667, 812, 823, 825, 828, 916, 780, 947, 948, 906, 949, 881, 1207, 877, 822, 888, 876, 873, 781","782, 799, 929, 941, 892, 952, 914, 857, 925, 913, 909, 813",Sports betting; Sports
18,betano loto,ro,24,900,1.30,,loto online,2026-07-05 22:56:24,Sitelinks,1000,6300,6500,2018-01-01,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"2423, 1944, 1623, 2353, 1309, 369, 1575, 1546, 451, 1028, 1308, 1524, 1926, 1284, 1485, 1001, 839, 507, 644, 714, 277, 529, 601, 625","571, 459, 370, 402, 289, 64, 337, 266, 39, 178, 318, 339",Lottery
19,betano rotiri gratuite fara depunere,ro,54,800,2.00,,betano bonus fara depunere,2026-06-20 12:27:22,Video preview,900,2100,2200,2020-04-24,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"296, 251, 466, 374, 450, 834, 1226, 935, 813, 814, 683, 444, 709, 718, 839, 734, 1043, 1141, 1152, 632, 616, 591, 708, 560","591, 515, 624, 489, 730, 892, 996, 462, 437, 441, 527, 412",Sports betting
20,betano bonus,ro,61,800,2.00,0.99,betano bonus,2026-07-04 21:14:48,,7200,1500,1500,2016-05-19,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"573, 582, 716, 704, 703, 708, 726, 822, 688, 685, 698, 563, 722, 598, 1069, 864, 797, 906, 844, 936, 894, 842, 900, 926","876, 750, 800, 794, 870, 909, 846, 938, 895, 843, 901, 927",Sports betting
21,cod promo betano,ro,54,800,3.50,1.33,betano bonus fara depunere,2026-06-20 08:54:37,"Sitelinks,Video preview",900,2100,2200,2016-05-24,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"427, 329, 425, 518, 526, 644, 630, 747, 762, 599, 606, 623, 521, 606, 864, 778, 816, 878, 1043, 884, 819, 722, 819, 882","695, 662, 721, 983, 1009, 844, 918, 892, 893, 814, 849, 914",Sports betting
22,betano com login,ro,73,700,0.80,,betano com login,2026-06-22 14:04:44,,2500,100,300,2022-11-06,"Navigational,Transactional,Branded,Non-local",English,"64, 96, 96, 146, 177, 146, 217, 469, 320, 322, 487, 410, 494, 500, 637, 691, 599, 1090, 906, 915, 897, 574, 946, 970","996, 1016, 1047, 1077, 1106, 1127, 1140, 1179, 1175, 1196, 1212, 1235",Sports betting
23,betano contact telefon,ro,11,600,0.90,,betano contact,2026-06-24 15:17:17,Sitelinks,700,350,350,2018-10-15,"Informational,Branded,Local",Romanian,"321, 481, 492, 390, 68, 259, 490, 482, 394, 264, 482, 384, 399, 396, 593, 726, 739, 725, 737, 751, 734, 702, 717, 661","638, 644, 629, 619, 564, 573, 600, 605, 600, 564, 587, 528",Sports betting; Business
24,betano contact,ro,19,600,2.00,,betano contact telefon,2026-07-05 01:55:36,,700,450,450,2017-01-20,"Informational,Branded,Non-local",English,"732, 747, 776, 941, 923, 1116, 975, 948, 936, 781, 930, 773, 638, 621, 773, 615, 582, 662, 623, 588, 566, 538, 591, 530","490, 484, 510, 554, 541, 605, 566, 531, 509, 481, 534, 473",Sports betting; Business
25,betano casino online,ro,73,600,0.90,,betano casino,2026-06-26 02:59:05,Sitelinks,12000,33000,34000,2019-01-18,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"342, 339, 336, 779, 1076, 971, 434, 513, 521, 624, 509, 497, 532, 321, 945, 639, 297, 406, 702, 674, 834, 584, 688, 695","689, 634, 672, 697, 680, 691, 691, 753, 751, 750, 662, 669",Gambling
26,betano cod promo,ro,43,500,2.00,,cod promotional betano,2026-06-10 19:35:12,"Sitelinks,Video preview",500,1300,1300,2016-07-20,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"319, 251, 327, 393, 393, 486, 489, 580, 109, 469, 410, 104, 387, 453, 665, 543, 557, 576, 626, 686, 240, 572, 540, 255","543, 595, 773, 673, 669, 704, 751, 815, 370, 704, 674, 390",Sports betting; Promotional giveaways; Discount
27,betano bonus de bun venit,ro,57,500,6.00,,betano bonus,2026-06-29 08:20:44,Sitelinks,600,1200,1300,2017-03-02,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"256, 254, 380, 315, 318, 322, 324, 380, 384, 313, 310, 257, 346, 289, 649, 601, 553, 580, 666, 488, 560, 490, 520, 503","504, 495, 560, 583, 581, 582, 599, 582, 580, 559, 550, 534",Sports betting
28,betano app,ro,66,450,2.00,1.05,betano pariuri,2026-06-05 02:17:49,,273000,900,1100,2017-02-09,"Informational,Transactional,Branded,Non-local",English,"393, 396, 396, 324, 389, 479, 323, 381, 322, 316, 266, 389, 427, 505, 629, 523, 516, 459, 436, 423, 374, 331, 296, 305","551, 376, 460, 528, 494, 477, 434, 421, 373, 330, 295, 305",Sports betting; Add-ons
29,bonus betano,ro,64,400,5.00,1.11,betano bonus,2026-07-08 21:40:27,Sitelinks,2800,1500,1500,2016-05-28,"Informational,Commercial,Branded,Non-local",Romanian,"319, 262, 324, 386, 385, 320, 324, 378, 484, 316, 319, 249, 389, 321, 373, 477, 439, 493, 505, 422, 464, 334, 424, 411","393, 369, 403, 437, 464, 419, 422, 523, 398, 386, 411, 398",Sports betting
30,casino betano,ro,72,400,0.80,,betano casino,2026-06-01 04:43:40,Sitelinks,12000,19000,19000,2017-11-01,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"395, 410, 490, 492, 468, 576, 499, 475, 405, 392, 402, 326, 387, 317, 382, 326, 328, 458, 468, 421, 402, 384, 418, 410","397, 354, 357, 370, 362, 409, 389, 362, 374, 345, 383, 375",Sports betting
31,betano online,ro,75,400,1.90,,betano casino,2026-06-12 20:17:50,,6700,27000,28000,2016-09-01,"Navigational,Transactional,Branded,Non-local",English,"443, 200, 297, 299, 239, 356, 336, 275, 408, 398, 231, 362, 399, 583, 209, 391, 310, 483, 418, 400, 432, 411, 389, 422","423, 428, 392, 442, 428, 481, 471, 453, 485, 464, 442, 475",Sports betting
32,cod bonus betano,ro,55,400,1.80,,betano bonus fara depunere,2026-06-27 17:37:16,Sitelinks,450,2800,2800,2016-06-06,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"180, 187, 184, 183, 184, 275, 274, 324, 275, 265, 267, 268, 242, 238, 548, 436, 407, 397, 431, 408, 411, 409, 419, 452","414, 411, 456, 456, 464, 476, 510, 488, 490, 488, 498, 531, 494",Sports betting
33,betano. com,ro,71,350,1.90,,betano.com,2026-06-21 04:06:14,,2800,3800,320000,2016-11-27,"Navigational,Branded,Non-local",,"573, 500, 460, 530, 452, 506, 509, 437, 382, 400, 327, 239, 312, 260, 338, 414, 402, 382, 377, 340, 335, 325, 354, 333","314, 302, 378, 380, 371, 361, 357, 322, 317, 307, 335, 315",Sports betting
34,contact betano,ro,30,350,2.00,,contact betano,2026-06-20 09:38:46,,400,80,100,2016-09-02,"Informational,Branded,Non-local",English,"516, 417, 426, 415, 407, 508, 516, 517, 405, 340, 409, 224, 275, 233, 348, 407, 291, 434, 446, 461, 412, 390, 387, 351","323, 304, 303, 297, 288, 309, 340, 365, 313, 297, 294, 262",Sports betting; Business
35,bonus fara depunere betano,ro,39,350,2.00,,betano rotiri gratuite,2026-05-28 09:32:31,,400,1300,1400,2016-05-24,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"261, 220, 219, 318, 261, 220, 319, 372, 365, 372, 319, 319, 361, 315, 273, 646, 372, 268, 394, 364, 352, 340, 294, 331","333, 299, 320, 350, 331, 314, 373, 344, 331, 320, 273, 310",Sports betting
36,betano casino romania,ro,49,350,1.50,,betano casino,2026-06-15 16:46:25,Sitelinks,800,28000,29000,2019-01-18,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"137, 254, 207, 241, 256, 259, 162, 199, 197, 296, 299, 355, 265, 221, 260, 269, 225, 420, 382, 361, 363, 385, 392, 382","364, 381, 361, 360, 359, 343, 339, 327, 323, 350, 353, 346",Gambling
37,betano cash,ro,0,350,2.00,,betano cash,2026-06-30 18:44:25,,500,100,100,2021-04-19,"Informational,Transactional,Branded,Local",English,"334, 337, 420, 414, 420, 504, 617, 420, 416, 335, 334, 270, 350, 282, 410, 334, 329, 358, 385, 336, 342, 353, 341, 355","332, 330, 367, 358, 355, 378, 404, 355, 362, 372, 361, 374",Sports betting
38,inregistrare betano,ro,47,350,2.00,,betano casino,2026-06-18 19:10:31,,400,30000,31000,2016-10-22,"Navigational,Transactional,Branded,Non-local",Romanian,"1278, 1315, 1025, 1306, 1015, 1041, 1047, 1037, 889, 712, 704, 472, 350, 354, 421, 504, 424, 355, 407, 231, 214, 213, 382, 279","169, 193, 110, 294, 199, 161, 217, 62, 52, 66, 243, 151",Sports betting
39,betano pariuri sportive,ro,34,300,0.90,,betano live,2026-06-20 00:12:46,"Top stories,Thumbnail",600,7700,8500,2017-04-12,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"139, 176, 296, 515, 520, 559, 682, 650, 559, 548, 263, 174, 219, 186, 242, 252, 136, 296, 447, 638, 540, 304, 448, 338","348, 334, 387, 456, 568, 421, 566, 509, 478, 413, 465, 350",Sports betting; Sports
40,pacanele gratis betano,ro,66,300,0.50,,pacanele gratis,2026-06-05 04:55:50,Sitelinks,400,38000,39000,2022-03-07,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"130, 95, 154, 195, 196, 241, 239, 197, 196, 155, 154, 96, 71, 99, 97, 190, 188, 101, 374, 451, 614, 845, 583, 603","579, 580, 584, 614, 600, 625, 628, 632, 662, 667, 658, 678",Sports betting
41,cod promoțional betano,ro,52,300,4.00,,betano bonus fara depunere,2026-06-26 06:27:42,"Sitelinks,Video preview",350,2800,2800,2021-11-03,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"137, 108, 142, 169, 170, 205, 205, 249, 251, 199, 200, 209, 199, 263, 331, 290, 295, 297, 348, 295, 280, 253, 211, 270","251, 258, 269, 282, 280, 280, 280, 282, 279, 264, 274, 272, 253",Sports betting; Promotional giveaways
42,rotiri gratuite betano,ro,31,300,2.00,,betano rotiri gratuite,2026-06-14 23:34:15,Featured snippet,400,450,450,2017-06-24,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"350, 348, 519, 614, 435, 452, 533, 345, 423, 341, 289, 223, 251, 180, 356, 325, 305, 320, 344, 311, 306, 291, 288, 290","265, 249, 289, 293, 300, 306, 329, 297, 293, 278, 275, 277",Sports betting
43,bonusuri betano casino,ro,60,300,1.30,,betano casino,2026-06-22 09:10:02,Sitelinks,450,33000,34000,2017-11-24,"Informational,Commercial,Branded,Non-local",Romanian,"135, 169, 208, 207, 261, 268, 214, 140, 159, 203, 205, 163, 302, 206, 221, 347, 372, 375, 426, 343, 416, 297, 414, 444","473, 426, 427, 440, 449, 462, 458, 433, 441, 453, 452, 482",Gambling
44,clasament liga 1 betano,ro,44,250,0.50,0.58,poziții superliga,2026-06-01 05:06:30,Sitelinks,300,735000,840000,2017-07-29,"Informational,Commercial,Branded,Non-local",Romanian,"69, 158, 112, 147, 183, 177, 89, 267, 143, 139, 115, 7, 58, 209, 188, 201, 299, 294, 247, 639, 194, 187, 238, 184","229, 270, 283, 293, 298, 335, 256, 391, 283, 272, 249, 195",Sports betting; Soccer
45,cod promoţional betano,ro,,250,,,,,,300,,,2023-05-20,,,"0, 2, 0, 1, 1, 1, 0, 1, 1, 5, 0, 6, 196, 132, 143, 184, 205, 232, 238, 292, 328, 361, 411, 428",,
46,puncte de retragere betano cash,ro,,250,1.00,,,,,250,,,2024-05-09,,,"3, 62, 84, 132, 108, 110, 207, 135, 207, 173, 172, 133, 138, 173, 322, 258, 250, 323, 392, 235, 282, 231, 206, 243","268, 314, 427, 325, 318, 362, 399, 250, 328, 316, 324, 304",
47,pacanele demo betano,ro,,250,0.50,,,,,250,,,2023-05-24,,,"20, 21, 40, 31, 31, 51, 41, 30, 51, 50, 42, 10, 19, 8, 8, 71, 67, 21, 147, 507, 1025, 1040, 116, 360",,
48,betano ro live,ro,23,250,0.15,,betano live,2026-06-10 06:23:42,Sitelinks,400,7400,7600,2020-02-12,"Navigational,Transactional,Branded,Non-local",English,"58, 180, 120, 149, 53, 54, 66, 65, 63, 589, 688, 41, 42, 57, 51, 86, 90, 112, 127, 187, 302, 771, 948, 168","173, 241, 198, 192, 193, 188, 183, 202, 218, 572, 531, 224",Sports betting
49,rotiri gratuite fara depunere betano,ro,52,250,2.00,,betano bonus fara depunere,2026-06-21 22:36:44,,300,2500,2500,2020-12-04,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"148, 154, 190, 230, 325, 294, 237, 277, 276, 338, 288, 182, 195, 164, 280, 295, 247, 269, 271, 268, 258, 283, 276, 270","253, 258, 288, 294, 292, 301, 303, 300, 290, 315, 308, 302",Sports betting
50,betano conectare,ro,34,250,1.20,,betano,2026-07-04 17:43:31,Sitelinks,300,462000,466000,2020-01-11,"Navigational,Transactional,Branded,Non-local",Romanian,"197, 364, 362, 366, 359, 243, 299, 448, 389, 313, 192, 87, 70, 108, 133, 438, 197, 452, 333, 288, 273, 233, 228, 245","199, 189, 183, 323, 296, 369, 334, 289, 273, 233, 229, 245",Sports betting
51,betano .ro,ro,66,250,1.70,,betano casino,2026-06-15 12:38:50,,600,27000,28000,2017-11-03,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"303, 299, 246, 254, 259, 398, 270, 225, 251, 215, 244, 175, 186, 200, 242, 239, 274, 353, 286, 274, 269, 271, 278, 268","260, 246, 238, 272, 297, 347, 291, 278, 273, 276, 283, 273",Sports betting; Sports
52,contact betano romania,ro,,200,1.60,,,,,250,,,2017-12-06,,,"86, 133, 204, 297, 300, 453, 252, 304, 249, 247, 310, 243, 247, 164, 203, 302, 312, 251, 311, 136, 244, 67, 203, 164","163, 159, 152, 177, 233, 203, 307, 254, 212, 177, 202, 164",
53,cont betano,ro,59,200,2.00,,betano live,2026-06-16 23:36:49,AI Overview,250,7600,8400,2017-11-05,"Informational,Navigational,Transactional,Branded,Non-local",Romanian,"284, 233, 228, 226, 231, 272, 282, 280, 239, 185, 240, 127, 174, 146, 212, 260, 203, 226, 247, 246, 218, 201, 203, 184","165, 163, 161, 171, 180, 191, 214, 212, 186, 168, 171, 152",Sports betting
54,bonus aniversar betano,ro,52,200,1.40,,bonus de ziua ta betano,2026-06-15 07:20:17,,250,30,30,2019-05-02,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"113, 113, 168, 174, 178, 126, 187, 213, 209, 142, 176, 135, 186, 158, 241, 246, 186, 196, 211, 214, 220, 217, 223, 208","217, 219, 229, 241, 227, 221, 236, 240, 245, 242, 248, 233",Sports betting
55,betano casino login,ro,69,200,,,betano casino,2026-06-11 03:38:19,Sitelinks,2800,26000,27000,2020-01-10,"Navigational,Branded,Non-local",English,"30, 42, 57, 28, 17, 17, 13, 11, 8, 0, 2, 3, 33, 19, 19, 20, 83, 136, 168, 218, 261, 291, 490, 564",,Gambling
56,betano cash retragere,ro,,200,0.60,,,,,200,,,2023-12-02,,,"121, 151, 159, 141, 201, 227, 260, 133, 147, 140, 143, 68, 106, 60, 117, 103, 103, 152, 352, 172, 185, 268, 334, 292",,
57,betano liga 1,ro,24,200,1.50,,liga 1 betano,2026-07-08 16:26:07,,500,300,450,2017-11-19,"Commercial,Transactional,Branded,Non-local",Romanian,"175, 273, 221, 231, 339, 279, 233, 419, 228, 348, 229, 7, 191, 346, 228, 230, 187, 201, 189, 293, 227, 291, 251, 119","207, 252, 224, 234, 227, 242, 198, 301, 236, 300, 260, 128",Sports betting; Soccer
58,betano mobile,ro,,200,,,,,,900,,,2016-12-14,,,"40, 38, 37, 38, 36, 37, 46, 39, 39, 39, 42, 38, 135, 146, 201, 172, 199, 235, 250, 155, 202, 228, 176, 116",174,
59,betano online casino,ro,67,200,0.80,,betano casino,2026-06-05 01:14:15,Sitelinks,1500,19000,19000,2020-02-10,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"23, 19, 6, 8, 23, 49, 106, 48, 29, 140, 171, 105, 134, 130, 184, 163, 115, 232, 219, 179, 213, 207, 291, 276",,Gambling
60,betano rotiri fara depunere,ro,43,200,2.00,,betano rotiri gratuite,2026-06-09 20:35:44,Sitelinks,200,1600,1600,2022-07-27,"Informational,Commercial,Branded,Non-local",Romanian,"46, 81, 130, 157, 104, 292, 191, 97, 152, 96, 121, 123, 206, 120, 193, 226, 194, 196, 202, 189, 194, 189, 201, 203","213, 213, 237, 248, 235, 256, 262, 249, 254, 249, 260, 262",Sports betting
61,liga betano,ro,59,200,0.70,0.72,poziții superliga,2026-06-27 13:27:33,,1000,744000,838000,2017-11-18,"Informational,Branded,Non-local",Romanian,"169, 383, 251, 208, 256, 255, 136, 313, 171, 211, 172, 9, 177, 387, 167, 169, 113, 217, 146, 272, 183, 237, 182, 31","185, 397, 193, 196, 162, 257, 132, 288, 192, 245, 188, 37",Sports betting; Sports
62,betano com casino,ro,,200,1.20,,,,,1000,,,2021-12-21,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"67, 55, 45, 37, 37, 45, 45, 45, 36, 38, 38, 34, 54, 87, 109, 78, 117, 409, 339, 277, 282, 236, 240, 213","234, 210, 194, 186, 165, 168, 170, 152, 138, 118, 114, 104",Gambling
63,betano contact support,ro,,200,,,,,,200,,,2024-03-04,,,"4, 4, 3, 3, 8, 2, 10, 7, 1, 8, 17, 3, 0, 17, 41, 136, 175, 399, 534, 173, 313, 109, 177, 179",,
64,betano agentie,ro,29,200,1.40,,betano,2026-06-20 13:00:14,Sitelinks,200,467000,471000,2017-04-14,"Branded,Local",Romanian,"41, 33, 44, 32, 70, 67, 71, 107, 110, 109, 91, 68, 60, 73, 161, 162, 207, 313, 220, 233, 228, 204, 209, 191","187, 224, 238, 254, 294, 305, 259, 275, 268, 239, 244, 223",Sports betting; Business
65,betano cazino,ro,59,200,1.20,,betano,2026-07-05 07:11:26,Sitelinks,250,51000,53000,2017-10-18,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"90, 99, 103, 151, 108, 162, 119, 135, 123, 82, 92, 118, 154, 141, 146, 137, 125, 265, 268, 162, 213, 173, 322, 143",213,Sports betting
66,cod betano,ro,43,200,2.00,,cod promotional betano,2026-06-10 12:03:29,Sitelinks,250,1300,1300,2017-11-22,"Informational,Commercial,Branded,Non-local",Romanian,"86, 106, 91, 131, 129, 171, 208, 170, 259, 170, 174, 205, 136, 144, 221, 231, 243, 199, 223, 221, 235, 228, 241, 246","229, 232, 248, 257, 259, 266, 269, 268, 281, 274, 287, 292",Sports betting
67,betano bet,ro,79,200,2.50,1.05,betano.com,2026-06-24 10:59:40,"Bottom ads,Paid sitelinks",118000,3900,631000,2016-05-22,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"176, 115, 146, 169, 192, 195, 132, 156, 178, 201, 200, 156, 188, 143, 143, 156, 132, 238, 212, 189, 150, 164, 180, 142",,Sports betting
68,pariuri betano,ro,12,200,0.90,,betano live,2026-06-10 16:43:22,"Top stories,Thumbnail",200,7400,8100,2017-11-10,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"87, 45, 46, 55, 77, 46, 56, 53, 55, 44, 55, 44, 55, 94, 249, 211, 223, 275, 194, 390, 232, 194, 185, 236","199, 317, 296, 241, 210, 205, 197, 394, 234, 197, 187, 239",Sports betting; Sports
69,betano apk,ro,54,200,1.10,1.01,betano app,2026-06-05 11:03:41,,20000,1000,1100,2016-06-28,"Informational,Transactional,Branded,Non-local",,"389, 321, 932, 788, 779, 1021, 724, 157, 154, 132, 129, 158, 136, 189, 168, 196, 212, 256, 180, 178, 162, 138, 140, 122","121, 117, 265, 213, 197, 199, 168, 168, 154, 133, 136, 119",Sports betting; Add-ons
