#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,pokerstars casino ro,ro,57,150,0.70,,cazinouri online,2026-06-26 16:23:16,Sitelinks,250,12000,13000,2020-02-29,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"304, 198, 156, 192, 285, 230, 247, 158, 279, 302, 196, 133, 250, 186, 142, 122, 99, 89, 95, 91, 98, 101, 96, 95","109, 94, 94, 96, 98, 105, 93, 89, 96, 99, 94, 93",Gambling
12,pokerstars promotii,ro,,150,4.00,1.18,,,,150,,,2015-10-10,"Informational,Commercial,Branded,Non-local",Romanian,"30, 33, 36, 36, 37, 33, 35, 30, 35, 43, 42, 47, 125, 130, 174, 149, 167, 190, 172, 117, 119, 110, 122, 116",,Casino games
13,pokerstars pareri,ro,,150,0.80,,,,,150,,,2016-01-22,,,"34, 41, 36, 39, 34, 39, 46, 40, 42, 40, 38, 32, 117, 123, 154, 148, 171, 196, 155, 98, 97, 89, 121, 147",,
14,pokerstars login,ro,74,150,1.00,1.24,pokerstars.com,2026-06-24 03:44:54,,19000,150,200,2015-09-07,"Navigational,Transactional,Branded,Non-local",English,"253, 198, 225, 231, 196, 207, 123, 71, 69, 101, 113, 119, 156, 162, 138, 90, 112, 106, 195, 123, 95, 103, 125, 107",,Casino games
15,pokerstars app,ro,67,150,1.30,,pokerstars app,2026-06-05 07:36:40,,6800,50,70,2015-12-27,"Navigational,Transactional,Branded,Non-local",English,"102, 76, 88, 127, 113, 110, 40, 39, 67, 91, 98, 113, 112, 220, 175, 107, 77, 151, 161, 174, 164, 170, 202, 167",,Casino games; Add-ons
16,pokerstars rotiri gratuite,ro,46,150,1.60,,pokerstars rotiri gratuite,2026-06-09 22:28:38,,200,200,200,2021-07-05,"Informational,Commercial,Branded,Non-local",Romanian,"85, 85, 108, 60, 76, 59, 61, 184, 222, 219, 153, 61, 108, 86, 371, 86, 77, 188, 142, 151, 158, 170, 151, 138","138, 130, 170, 151, 154, 162, 146, 155, 162, 174, 155, 142",Gambling
17,oferte pokerstars,ro,,150,,,,,,150,,,2015-10-27,,,"30, 31, 32, 31, 4, 3, 1, 0, 0, 0, 1, 1, 80, 75, 45, 95, 195, 302, 394, 139, 79, 109, 197, 155",,
18,pokerstars bonus,ro,58,150,5.00,1.18,pokerstars bonus,2026-06-10 12:52:03,,3900,350,400,2015-10-07,"Informational,Commercial,Branded,Non-local",English,"56, 75, 87, 82, 49, 97, 71, 92, 63, 112, 83, 59, 204, 70, 79, 68, 51, 140, 166, 155, 146, 152, 145, 141",,Casino games
19,pokerstars casino bonus fara depunere,ro,50,150,1.10,,pokerstars bonus,2026-07-09 02:59:35,Sitelinks,150,400,400,2021-08-01,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"25, 39, 39, 43, 28, 35, 28, 53, 36, 9, 16, 23, 112, 154, 174, 138, 114, 129, 155, 129, 136, 127, 109, 121",,Gambling
20,pokerstars eu,ro,69,150,3.00,1.11,pokerstars casino,2026-06-19 01:26:56,"Sitelinks,People also ask",7300,800,124000,2015-09-03,"Navigational,Transactional,Branded,Non-local",,"297, 207, 247, 236, 359, 435, 250, 165, 344, 201, 164, 93, 299, 262, 118, 38, 30, 70, 150, 147, 148, 148, 145, 91",,Casino games
21,pokerstars ro casino,ro,,150,,,,,,150,,,2017-06-28,,,"2, 4, 51, 0, 0, 8, 76, 34, 25, 46, 57, 43, 335, 359, 228, 32, 96, 141, 93, 75, 68, 14, 48, 37",,
22,pokerstars 50 rotiri,ro,54,150,1.00,,pokerstars rotiri gratuite,2026-06-26 07:05:06,,150,200,200,2021-08-04,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"53, 27, 26, 6, 5, 22, 9, 10, 10, 5, 3, 5, 158, 179, 170, 186, 141, 139, 144, 133, 125, 123, 122, 115",,Gambling
23,spin and go pokerstars,ro,,100,,,,,,450,,,2015-09-01,"Informational,Branded,Non-local",English,"3, 0, 2, 0, 5, 5, 3, 4, 20, 52, 47, 34, 80, 181, 147, 59, 50, 65, 66, 150, 135, 136, 149, 152",,Casino games
24,www pokerstars com,ro,,100,,,,,,200,,,2020-05-10,,,"6, 12, 12, 24, 24, 15, 0, 0, 14, 57, 47, 26, 77, 157, 142, 86, 47, 62, 61, 121, 100, 110, 149, 129",,
25,pokerstars ro download,ro,55,100,1.80,,pokerstars,2026-07-04 18:37:13,Sitelinks,100,500,500,2016-10-19,"Transactional,Branded,Non-local",Romanian,"6, 13, 784, 20, 21, 49, 108, 29, 30, 60, 51, 46, 342, 432, 35, 22, 43, 60, 78, 48, 25, 14, 19, 27",,Internet; Casino games; Add-ons
26,pokerstars wcoop,ro,,100,,,,,,500,,,2020-06-09,,,"21, 18, 21, 33, 29, 34, 3, 0, 17, 60, 51, 31, 77, 189, 143, 54, 50, 62, 63, 168, 140, 138, 116, 135",,
27,pokerstars pariuri,ro,,100,4.50,,,,,150,,,2015-10-07,,,"50, 39, 58, 48, 62, 39, 73, 41, 50, 42, 53, 36, 92, 90, 148, 155, 163, 139, 116, 94, 94, 71, 164, 84",,
28,pokerstars spin and go,ro,,100,3.00,,,,,1000,,,2015-10-25,"Informational,Branded,Non-local",English,"40, 33, 22, 41, 39, 41, 9, 4, 25, 59, 60, 42, 83, 151, 126, 56, 49, 64, 62, 180, 154, 161, 148, 158",,Casino games
29,pokerstars mobile,ro,,100,,,,,,1500,,,2015-09-16,"Informational,Navigational,Branded,Non-local",English,"16, 9, 18, 5, 4, 12, 9, 4, 21, 69, 51, 33, 79, 112, 125, 60, 50, 69, 63, 165, 132, 146, 158, 145",,Casino games
30,pokerstars home games,ro,,100,,,,,,600,,,2016-02-11,,,"9, 12, 13, 37, 36, 32, 6, 0, 19, 57, 43, 29, 94, 150, 127, 57, 49, 66, 68, 142, 136, 150, 145, 140",,
31,pokerstars scoop,ro,,100,,,,,,500,,,2016-04-11,,,"0, 0, 2, 0, 1, 1, 3, 0, 18, 55, 53, 29, 98, 147, 122, 59, 48, 62, 65, 183, 137, 150, 135, 136",,
32,pokerstars sunday million,ro,,100,,,,,,700,,,2015-12-20,,,"18, 14, 21, 22, 19, 20, 7, 4, 21, 60, 49, 42, 103, 150, 113, 53, 54, 59, 52, 155, 152, 97, 129, 121",,
33,neymar pokerstars,ro,,100,,,,,,200,,,2016-03-27,,,"5, 4, 3, 2, 0, 0, 0, 1, 19, 61, 49, 31, 78, 139, 96, 53, 47, 67, 67, 147, 121, 116, 117, 104",,
34,www pokerstars,ro,,100,,,,,,250,,,2015-09-25,,,"1, 0, 0, 1, 2, 0, 0, 0, 16, 53, 46, 29, 88, 135, 131, 55, 46, 62, 62, 169, 126, 143, 134, 140",,
35,winter series pokerstars,ro,,100,,,,,,300,,,2018-09-20,,,"0, 0, 0, 1, 0, 5, 0, 0, 18, 57, 44, 30, 94, 116, 166, 58, 43, 90, 73, 157, 156, 146, 131, 140",,
36,pokerstars com,ro,,100,2.50,,,,,1100,,,2016-11-05,"Navigational,Transactional,Branded,Non-local",,"28, 28, 34, 28, 35, 26, 14, 13, 28, 70, 64, 32, 84, 179, 135, 61, 59, 105, 72, 141, 96, 123, 151, 143",,Casino games; Sports betting
37,pokerstars android,ro,,100,,0.85,,,,1700,,,2015-09-02,"Informational,Navigational,Branded,Non-local",English,"31, 31, 39, 38, 40, 39, 10, 8, 22, 65, 57, 34, 77, 192, 201, 55, 51, 63, 74, 138, 119, 133, 126, 125",,Casino games
38,wcoop pokerstars,ro,,100,,,,,,300,,,2017-04-16,,,"1, 4, 4, 1, 0, 0, 0, 0, 15, 57, 43, 33, 77, 187, 162, 36, 47, 61, 63, 169, 144, 143, 142, 137",,
39,pokerstars bonus de bun venit,ro,53,100,5.00,,pokerstars bonus de bun venit,2026-06-04 18:03:06,,100,60,60,2019-03-16,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"34, 38, 33, 35, 32, 36, 34, 33, 42, 40, 44, 33, 81, 81, 116, 110, 122, 125, 95, 90, 75, 80, 85, 86",,Sports betting
40,scoop pokerstars,ro,,100,,,,,,700,,,2016-05-17,,,"2, 1, 0, 1, 3, 2, 2, 2, 22, 74, 59, 36, 94, 159, 128, 56, 59, 65, 78, 192, 151, 148, 152, 143",,
41,cod bonus pokerstars depunere,ro,,100,,,,,,100,,,2016-07-27,,,"30, 31, 33, 31, 30, 31, 33, 29, 31, 32, 32, 38, 117, 98, 122, 103, 102, 115, 127, 102, 61, 57, 67, 71",,
42,pokerstars mobile download,ro,,100,,,,,,250,,,2017-03-10,,,"4, 4, 1, 3, 0, 0, 0, 2, 29, 63, 43, 27, 91, 165, 133, 54, 49, 64, 62, 125, 101, 112, 112, 120",,
43,cod bonus pokerstars,ro,48,100,3.50,1.26,bonus pokerstars,2026-06-02 11:01:37,,150,10,10,2015-09-03,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"21, 19, 31, 19, 61, 71, 84, 52, 53, 69, 89, 57, 120, 129, 128, 140, 141, 141, 149, 71, 63, 59, 71, 55",,Casino games
44,www pokerstars ro,ro,,100,,,,,,100,,,2025-03-24,,,"0, 0, 0, 0, 0, 0, 0, 0, 14, 60, 48, 32, 87, 140, 154, 52, 47, 62, 67, 133, 99, 82, 164, 154",,
45,pokerstars eu download,ro,67,90,1.10,1.17,pokerstars download,2026-06-04 08:32:51,People also ask,1100,300,8900,2015-10-29,"Transactional,Branded,Non-local",English,"23, 16, 71, 30, 30, 21, 14, 10, 3, 15, 25, 58, 307, 474, 151, 8, 9, 21, 16, 31, 15, 19, 11, 14",,Internet; Casino games
46,pokerstars sports,ro,72,90,1.80,,betstar,2026-07-03 04:07:31,,4000,200,1600,2015-10-30,"Informational,Navigational,Commercial,Branded,Non-local",English,"48, 42, 84, 73, 74, 115, 104, 96, 90, 94, 91, 29, 103, 152, 84, 63, 74, 75, 94, 104, 105, 83, 96, 63",,Sports betting; Sports
47,pokerstars ept,ro,,90,,,,,,250,,,2016-08-28,,,"9, 14, 14, 15, 26, 25, 1, 2, 19, 56, 48, 32, 85, 189, 144, 57, 28, 3, 2, 151, 135, 120, 110, 110",,
48,download pokerstars,ro,63,90,0.90,1.02,download pokerstars eu,2026-07-04 21:43:36,People also ask,2100,10,10,2015-09-06,"Transactional,Branded,Non-local",English,"494, 278, 758, 604, 1089, 608, 140, 114, 110, 95, 140, 78, 105, 91, 106, 66, 66, 104, 88, 78, 89, 86, 73, 57","55, 53, 61, 77, 73, 73, 74, 68, 80, 78, 67, 54",Internet; Casino games
49,pokerstars poker bonus,ro,,90,,,,,,150,,,2023-11-29,,,"0, 1, 14, 1, 4, 3, 0, 18, 24, 47, 5, 31, 351, 475, 205, 4, 0, 0, 0, 0, 0, 0, 2, 1",,
50,pokerstars casino bonus,ro,55,80,2.50,,pokerstars bonus de bun venit,2026-06-16 14:11:54,,2000,70,70,2019-09-10,"Informational,Commercial,Transactional,Branded,Non-local",English,"34, 26, 14, 38, 40, 34, 3, 2, 13, 9, 14, 13, 69, 71, 81, 61, 59, 79, 81, 73, 81, 78, 91, 80",,Gambling
51,pokerstars poker download,ro,,80,,,,,,200,,,2020-12-25,,,"2, 0, 54, 6, 6, 2, 4, 32, 24, 94, 113, 52, 339, 351, 162, 2, 0, 3, 2, 3, 3, 6, 2, 4",,
52,casino pokerstars,ro,46,80,4.00,,casino online,2026-06-10 10:49:18,Sitelinks,2800,17000,17000,2015-10-16,"Informational,Navigational,Commercial,Branded,Non-local",English,"59, 65, 113, 99, 101, 121, 175, 71, 20, 6, 15, 34, 63, 48, 74, 39, 61, 132, 145, 97, 80, 63, 86, 62",,Casino games
53,star code pokerstars,ro,74,80,3.00,1.69,star code pokerstars,2026-06-04 21:59:39,People also ask,500,20,20,2015-10-11,"Informational,Commercial,Branded,Non-local",English,"39, 53, 96, 49, 53, 47, 36, 34, 45, 33, 44, 33, 81, 87, 112, 82, 91, 94, 74, 58, 46, 56, 67, 56",,Casino games; Promotional giveaways
54,promotii pokerstars,ro,,70,4.50,1.19,,,,90,,,2015-09-21,"Informational,Commercial,Branded,Non-local",Romanian,"28, 36, 33, 37, 37, 34, 38, 32, 42, 38, 36, 33, 76, 80, 86, 72, 80, 79, 68, 65, 56, 33, 45, 51",,Casino games
55,pokerstars casino app,ro,,70,,,,,,3600,,,2020-01-17,,,"44, 30, 39, 74, 84, 46, 5, 8, 13, 7, 7, 12, 160, 50, 130, 41, 45, 51, 41, 40, 65, 61, 77, 66",,
56,pokerstars contact,ro,3,70,1.30,,pokerstars contact,2026-06-04 18:54:18,,600,40,40,2016-01-01,"Informational,Branded,Non-local",English,"75, 83, 119, 225, 191, 181, 191, 150, 127, 128, 142, 67, 109, 78, 74, 100, 43, 56, 56, 48, 41, 44, 61, 48",,Casino games; Business
57,pokerstars casino romania,ro,30,70,3.00,,cazinouri online,2026-06-20 22:12:37,Sitelinks,100,13000,14000,2020-04-23,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"109, 84, 58, 30, 28, 68, 69, 20, 11, 16, 8, 29, 83, 72, 71, 47, 43, 58, 51, 72, 96, 67, 98, 108",,Gambling
58,pokerstars casino online,ro,50,60,3.00,,casino online,2026-06-16 18:20:03,Sitelinks,2000,16000,17000,2020-01-16,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"48, 44, 37, 52, 69, 47, 22, 16, 3, 18, 19, 29, 102, 91, 100, 77, 40, 61, 43, 32, 22, 33, 51, 43",,Gambling
59,pokerstars live,ro,,60,1.60,0.91,,,,2000,,,2015-11-24,"Informational,Branded,Non-local",English,"41, 36, 51, 40, 41, 56, 25, 19, 27, 34, 23, 11, 48, 61, 90, 45, 43, 56, 75, 71, 51, 67, 79, 70",,Casino games
60,pokerstars uk,ro,,60,3.50,1.48,,,,8500,,,2015-10-18,"Navigational,Transactional,Branded,Non-local",,"41, 46, 94, 82, 72, 73, 107, 36, 38, 55, 34, 21, 47, 55, 53, 108, 53, 47, 59, 62, 100, 62, 41, 50",,Casino games; Sports betting
61,pokerstars recenzie,ro,,50,,,,,,60,,,2017-11-10,,,"1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 3, 3, 43, 36, 69, 41, 47, 67, 66, 53, 63, 53, 50, 49",,
62,rotiri gratuite pokerstars,ro,,50,2.50,,,,,50,,,2021-08-24,,,"14, 7, 10, 12, 15, 14, 12, 14, 13, 7, 7, 5, 59, 41, 64, 47, 51, 70, 70, 62, 66, 23, 4, 20",,
63,pokerstars casino live,ro,,50,,,,,,200,,,2020-02-06,,,"0, 8, 2, 2, 1, 1, 0, 1, 1, 2, 0, 2, 43, 34, 78, 39, 38, 65, 63, 53, 60, 56, 66, 61",,
64,pokerstars casino recenzie,ro,,50,,,,,,50,,,2021-12-08,,,"1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 42, 35, 56, 41, 41, 64, 65, 41, 47, 57, 44, 42",,
65,pokerstars live casino,ro,,50,,,,,,250,,,2015-12-19,,,"0, 0, 1, 1, 2, 1, 2, 1, 0, 1, 0, 0, 40, 31, 53, 33, 34, 50, 61, 49, 49, 58, 68, 60",,
