#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
20,winbet rotiri gratuite fara depunere,ro,62,200,1.30,,winbet bonus fara depunere,2026-06-21 10:50:08,,200,1000,1100,2021-01-25,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"144, 186, 73, 65, 80, 87, 90, 81, 104, 56, 96, 90, 174, 304, 302, 307, 219, 134, 141, 257, 135, 120, 114, 109",,Sports betting
21,winbet. ro,ro,64,150,0.25,,winbet,2026-06-27 07:27:56,"Sitelinks,Bottom ads,Paid sitelinks",400,169000,177000,2020-01-10,"Navigational,Branded,Non-local",,"215, 210, 154, 159, 161, 177, 131, 111, 136, 184, 240, 157, 170, 157, 121, 181, 185, 194, 91, 78, 115, 162, 213, 137","149, 136, 101, 160, 164, 173, 71, 58, 95, 142, 193, 118",Sports betting
22,20 rotiri gratuite winbet,ro,55,150,1.10,,winbet,2026-06-30 23:58:49,Sitelinks,150,10000,10000,2021-06-05,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"663, 649, 675, 632, 683, 343, 412, 705, 108, 90, 71, 83, 142, 213, 279, 313, 252, 105, 60, 37, 21, 31, 18, 24",,Sports betting
23,winbet bonus de bun venit,ro,43,150,2.50,,winbet bonus,2026-06-03 14:55:25,Bottom ads,200,200,200,2020-07-19,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"93, 111, 142, 108, 91, 111, 144, 89, 61, 67, 58, 58, 97, 116, 118, 157, 185, 144, 118, 149, 143, 145, 140, 140",,Sports betting
24,cod promo winbet,ro,,150,1.70,,,,,200,,,2021-04-03,,,"47, 42, 36, 48, 57, 38, 41, 57, 47, 40, 47, 33, 78, 76, 120, 117, 132, 119, 142, 150, 146, 139, 190, 173",,
25,bonus fara depunere winbet,ro,54,150,3.00,,winbet bonus fara depunere,2026-06-07 02:07:26,,200,1000,1100,2020-04-20,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"138, 174, 131, 162, 184, 157, 163, 102, 79, 71, 95, 70, 97, 94, 148, 133, 193, 139, 161, 175, 176, 136, 145, 193",,Sports betting
26,winbet download,ro,66,150,1.50,,winbet aplicatie,2026-07-05 05:29:16,,700,300,300,2020-01-25,"Informational,Transactional,Branded,Non-local",English,"145, 176, 144, 189, 188, 184, 103, 73, 81, 61, 51, 66, 98, 134, 146, 214, 317, 493, 306, 150, 69, 43, 21, 31",,Sports betting; Add-ons
27,contact winbet,ro,34,150,0.35,,winbet ro,2026-07-04 03:28:26,Sitelinks,150,500,500,2019-07-19,"Informational,Navigational,Branded,Non-local",English,"114, 84, 49, 58, 38, 57, 58, 108, 273, 137, 34, 30, 34, 33, 36, 51, 77, 80, 434, 161, 149, 206, 160, 146",,Sports betting
28,winbet pariuri sportive,ro,,150,1.10,,,,,200,,,2019-04-18,,,"2, 2, 1, 10, 13, 0, 2, 10, 19, 28, 14, 8, 54, 40, 53, 81, 134, 245, 346, 261, 135, 129, 145, 164",,
29,oferte winbet,ro,,150,,,,,,150,,,2025-05-06,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 66, 80, 55, 83, 139, 344, 381, 117, 79, 148, 220, 153",,
30,pareri winbet,ro,24,150,1.10,,pareri winbet,2026-06-09 22:36:27,,150,60,70,2020-04-25,"Informational,Commercial,Branded,Non-local",Romanian,"443, 379, 301, 333, 297, 317, 287, 117, 23, 20, 20, 9, 118, 120, 165, 183, 181, 186, 169, 85, 68, 81, 105, 100",,Sports betting
31,winbet online casino,ro,59,150,1.10,,winbet,2026-06-24 11:25:25,,800,,,2019-03-20,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"1, 32, 10, 2, 4, 2, 5, 37, 24, 64, 52, 58, 328, 451, 188, 3, 8, 16, 95, 153, 140, 121, 168, 91",,Gambling
32,winbet .ro,ro,,100,,,,,,250,,,2023-03-10,,,"0, 0, 0, 12, 0, 13, 11, 18, 0, 72, 52, 30, 7, 57, 28, 13, 0, 47, 26, 27, 474, 563, 87, 210",,
33,200 rotiri gratuite winbet,ro,54,100,3.00,,winbet bonus,2026-06-07 21:49:07,,100,200,200,2021-11-01,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"170, 209, 217, 136, 195, 172, 165, 155, 67, 63, 75, 81, 64, 166, 133, 113, 103, 63, 137, 73, 56, 91, 98, 95",,Sports betting
34,winbet pariuri,ro,,100,0.25,,,,,100,,,2018-02-20,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"0, 2, 1, 1, 1, 1, 1, 0, 1, 3, 3, 2, 133, 113, 81, 63, 105, 214, 194, 76, 70, 108, 127, 111",,Sports betting; Sports
35,winbet.,ro,58,90,0.20,,winbet,2026-06-11 15:39:24,Sitelinks,2100,169000,197000,2019-08-31,"Informational,Navigational,Commercial,Branded,Non-local",Romanian,"173, 179, 135, 210, 92, 54, 109, 101, 180, 169, 116, 78, 70, 85, 66, 93, 104, 71, 73, 77, 82, 66, 76, 91",,Sports betting
36,winbet 500 rotiri gratuite,ro,,90,,,,,,100,,,2024-11-24,,,"0, 0, 0, 0, 21, 53, 138, 139, 82, 54, 88, 117, 61, 65, 57, 65, 80, 29, 51, 193, 117, 135, 85, 97",,
37,winbet promotii,ro,,90,1.80,,,,,100,,,2020-06-06,,,"96, 79, 59, 42, 42, 37, 37, 41, 42, 57, 36, 39, 97, 101, 124, 131, 129, 90, 56, 58, 62, 42, 49, 83",,
38,winbet pareri,ro,20,90,1.00,,pareri winbet,2026-07-01 17:39:59,Sitelinks,100,70,70,2019-06-20,"Informational,Commercial,Branded,Non-local",Romanian,"37, 40, 36, 62, 48, 68, 92, 66, 38, 20, 18, 31, 111, 66, 99, 72, 120, 93, 101, 85, 80, 75, 71, 61",,Sports betting; Price comparisons
39,cod bonus winbet fara depunere,ro,58,80,1.50,,winbet bonus fara depunere,2026-06-17 18:39:37,Sitelinks,90,1000,1100,2023-01-07,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"125, 131, 128, 152, 188, 156, 177, 128, 76, 62, 53, 32, 49, 53, 53, 75, 75, 51, 66, 101, 104, 112, 106, 104",,Sports betting
40,winbet apps,ro,,80,0.70,,,,,300,,,2023-07-15,,,"17, 20, 81, 44, 101, 40, 34, 37, 38, 75, 66, 53, 333, 406, 172, 21, 9, 7, 8, 1, 1, 0, 0, 1",,
41,winbet mobile,ro,,80,,,,,,300,,,2020-01-11,,,"0, 1, 1, 4, 4, 0, 3, 1, 1, 0, 1, 0, 42, 46, 55, 33, 44, 54, 430, 57, 67, 55, 62, 63",,
42,winbet app,ro,67,80,1.10,,winbet aplicatie,2026-07-06 23:45:33,,2500,300,500,2020-01-11,"Informational,Transactional,Branded,Non-local",English,"180, 115, 44, 43, 67, 70, 52, 51, 61, 95, 62, 59, 89, 66, 58, 56, 88, 90, 67, 65, 78, 120, 79, 74","111, 82, 72, 69, 108, 111, 82, 79, 94, 145, 95, 89",Sports betting; Add-ons
43,winbet app download,ro,,70,,,,,,450,,,2020-03-14,,,"25, 20, 29, 12, 16, 9, 11, 7, 7, 50, 15, 22, 43, 163, 170, 144, 174, 60, 28, 8, 3, 3, 3, 5",,
44,winbet recenzie,ro,,60,,,,,,90,,,2020-08-20,,,"1, 1, 1, 1, 3, 0, 6, 0, 0, 1, 1, 3, 47, 50, 55, 101, 48, 66, 83, 65, 62, 57, 61, 59",,
45,winbet live casino,ro,,60,,,,,,80,,,2019-10-30,,,"9, 7, 0, 5, 21, 20, 17, 11, 0, 4, 1, 0, 40, 37, 52, 37, 48, 68, 66, 64, 69, 63, 76, 67",,
46,rotiri gratuite fara depunere winbet,ro,,60,,,,,,60,,,2022-02-05,,,"96, 63, 46, 32, 53, 48, 40, 30, 74, 66, 53, 46, 41, 34, 18, 34, 60, 51, 45, 99, 94, 72, 85, 39",66,
47,winbet apk,ro,50,60,1.70,,winbet aplicatie,2026-06-12 07:47:15,,4100,300,350,2020-03-19,"Informational,Transactional,Branded,Non-local",,"32, 56, 26, 50, 30, 42, 21, 16, 12, 20, 18, 9, 48, 47, 54, 51, 56, 61, 82, 57, 59, 55, 50, 97",,Sports betting; Add-ons
48,winbet rotiri,ro,,60,,,,,,60,,,2023-03-26,,,"29, 33, 22, 24, 28, 40, 140, 96, 113, 74, 86, 92, 83, 60, 14, 64, 97, 81, 62, 43, 39, 36, 36, 6",,
49,winbet înșelătorie,ro,,60,,,,,,90,,,2022-01-03,,,"2, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 122, 91, 79, 33, 23, 34, 46, 48, 55, 49, 72, 59",,
50,winbet cazino,ro,,60,1.50,,,,,100,,,2020-01-11,,,"66, 62, 24, 20, 53, 57, 62, 47, 11, 56, 33, 40, 60, 63, 33, 66, 48, 85, 46, 49, 33, 43, 73, 62",,
51,winbet mobile app,ro,,50,,,,,,100,,,2020-03-23,,,"0, 1, 1, 2, 2, 0, 0, 0, 0, 1, 2, 0, 31, 38, 63, 39, 50, 70, 62, 54, 74, 59, 62, 53",,
52,winbet termeni și condiții,ro,,50,,,,,,50,,,2020-12-07,,,"0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 37, 34, 45, 36, 46, 65, 56, 37, 49, 62, 67, 58",,
53,winbet demo,ro,71,50,0.30,,winbet,2026-06-27 08:53:47,Sitelinks,200,169000,177000,2020-02-26,"Informational,Commercial,Branded,Non-local",English,"72, 81, 70, 50, 52, 83, 98, 68, 49, 63, 49, 29, 85, 105, 124, 34, 38, 28, 27, 31, 27, 17, 19, 20",,Gambling
54,winbet experienta,ro,,50,,,,,,50,,,2021-03-28,,,"1, 1, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 36, 34, 54, 34, 45, 67, 55, 37, 43, 56, 70, 62",,
55,cashpay winbet,ro,,50,,,,,,60,,,2021-12-09,,,"0, 17, 15, 1, 0, 1, 0, 0, 0, 5, 2, 0, 34, 36, 77, 35, 52, 59, 69, 52, 58, 65, 65, 61",,
56,winbet casino live,ro,,50,,,,,,50,,,2020-12-14,,,"0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 37, 33, 55, 37, 47, 63, 60, 47, 46, 61, 75, 62",,
57,casino online winbet,ro,,50,,,,,,200,,,2020-03-19,,,"28, 30, 11, 78, 64, 46, 18, 12, 3, 2, 2, 18, 29, 67, 33, 40, 59, 65, 54, 43, 24, 55, 84, 72",,
58,winbet live,ro,,50,,,,,,200,,,2020-10-18,,,"9, 4, 7, 10, 22, 17, 13, 10, 0, 1, 1, 0, 40, 41, 79, 37, 49, 63, 71, 49, 39, 56, 64, 60",,
59,winbet casino mobile,ro,,50,,,,,,90,,,2020-11-10,,,"0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 37, 38, 68, 35, 49, 66, 58, 34, 44, 63, 63, 58",,
60,winbet mobile casino,ro,,50,,,,,,90,,,2021-02-27,,,"0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 36, 41, 73, 33, 47, 64, 57, 43, 47, 66, 71, 63",,
