#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,betfair careers,ro,,200,0.20,1.07,,,,600,,,2016-03-15,"Informational,Branded,Non-local",English,"262, 236, 272, 330, 230, 151, 278, 233, 235, 192, 182, 214, 220, 188, 218, 223, 213, 168, 223, 221, 222, 206, 205, 201","210, 219, 217, 240, 198, 167, 223, 221, 222, 206, 205, 201",Job
12,betfair bonus,ro,60,200,0.70,0.93,betfair bonus,2026-06-01 05:10:32,"Sitelinks,People also ask",3700,90,90,2016-01-09,"Informational,Commercial,Branded,Non-local",English,"81, 53, 63, 129, 104, 124, 82, 154, 277, 191, 165, 112, 272, 296, 455, 130, 108, 141, 167, 166, 175, 159, 148, 158","154, 150, 169, 157, 143, 163, 169, 167, 176, 161, 149, 159",Sports betting
13,betfair jobs,ro,,150,4.50,1.22,,,,500,,,2016-05-22,"Informational,Branded,Local",English,"222, 173, 221, 259, 159, 122, 257, 193, 170, 134, 148, 161, 191, 130, 152, 192, 124, 114, 224, 193, 195, 152, 152, 155",,Job
14,betfair rotiri fara depunere,ro,,150,,,,,,150,,,2024-11-17,,,"0, 0, 0, 0, 22, 66, 105, 27, 35, 9, 13, 7, 73, 65, 25, 100, 198, 329, 401, 136, 72, 85, 202, 98",,
15,betfair uk,ro,,150,1.50,,,,,7500,,,2016-03-05,,,"85, 48, 90, 98, 141, 65, 75, 76, 61, 55, 33, 72, 93, 109, 139, 116, 94, 133, 99, 180, 136, 195, 138, 171",,
16,betfair pareri,ro,9,150,3.00,1.4,betfair pareri,2026-06-19 15:39:22,Sitelinks,150,80,80,2015-11-07,"Informational,Commercial,Branded,Non-local",Romanian,"51, 39, 29, 51, 51, 39, 60, 101, 102, 125, 82, 82, 94, 191, 222, 149, 162, 110, 109, 115, 118, 110, 99, 100","99, 116, 110, 103, 111, 101, 97, 104, 106, 99, 88, 89",Sports betting; Price comparisons
17,betfair live,ro,,150,,,,,,1500,,,2016-04-08,"Informational,Navigational,Transactional,Branded,Non-local",English,"7, 4, 5, 4, 6, 3, 4, 4, 2, 2, 2, 3, 116, 133, 132, 122, 81, 228, 249, 152, 148, 137, 153, 144",,Sports betting; Sports
18,betfair rotiri gratuite,ro,,150,1.40,,,,,200,,,2021-01-13,,,"13, 11, 11, 1, 9, 9, 20, 7, 2, 1, 12, 8, 105, 90, 64, 89, 233, 277, 207, 195, 136, 153, 186, 137",,
19,betfair aplicatie,ro,41,150,,,betfair aplicatie,2026-07-06 16:45:56,,200,250,250,2016-10-21,"Informational,Transactional,Branded,Non-local",Romanian,"31, 33, 31, 34, 34, 35, 33, 29, 37, 35, 40, 44, 132, 151, 137, 132, 150, 243, 251, 207, 136, 142, 148, 129",,Sports betting; Add-ons
20,betfair sport,ro,63,150,1.20,,betfair sportsbook,2026-07-03 02:29:31,,6200,600,600,2017-08-12,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"315, 399, 422, 431, 411, 509, 558, 906, 494, 345, 372, 207, 85, 100, 85, 85, 71, 109, 159, 149, 183, 150, 134, 114",,Sports betting; Sports
21,betfair live casino,ro,64,150,,,live cazino,2026-06-30 18:49:26,,600,,,2020-01-25,,,"1, 0, 1, 2, 7, 0, 3, 0, 1, 1, 3, 2, 67, 75, 72, 76, 106, 158, 144, 131, 153, 289, 283, 234",,
22,cod promoțional betfair,ro,,150,,,,,,150,,,2020-01-13,,,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 88, 119, 185, 170, 200, 247, 204, 130, 48, 60, 47, 55",,
23,betfair apps,ro,72,100,1.50,,betfair sportsbook,2026-07-07 16:15:24,"People also ask,Sitelinks",600,70,26000,2016-09-16,"Informational,Commercial,Transactional,Branded,Non-local",English,"39, 35, 31, 37, 37, 38, 34, 32, 33, 34, 36, 34, 105, 109, 138, 108, 106, 136, 119, 144, 128, 116, 137, 128",,Sports betting; Add-ons
24,betfair licenta romania,ro,,100,,,,,,100,,,2015-09-10,"Informational,Branded,Non-local",Romanian,"0, 0, 0, 2, 4, 0, 2, 2, 1, 3, 2, 0, 76, 87, 77, 107, 113, 144, 140, 97, 123, 122, 126, 102",,Sports betting
25,live betfair,ro,,100,,,,,,500,,,2015-12-20,"Navigational,Transactional,Branded,Non-local",English,"28, 31, 30, 31, 30, 32, 31, 29, 34, 26, 29, 29, 67, 75, 76, 84, 110, 170, 157, 133, 65, 55, 88, 110",,Sports betting; Sports
26,betfair pariuri,ro,13,100,5.00,0.97,betfair,2026-07-02 03:45:59,,150,11000,11000,2015-10-21,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"26, 27, 27, 34, 36, 22, 34, 101, 121, 121, 68, 33, 71, 82, 262, 67, 61, 77, 113, 97, 115, 96, 95, 93","63, 53, 100, 107, 97, 80, 116, 100, 118, 99, 98, 96",Sports betting; Sports
27,cod promotional betfair,ro,,100,0.90,,,,,150,,,2018-07-07,,,"2, 0, 2, 9, 4, 3, 5, 7, 3, 7, 4, 12, 96, 83, 78, 109, 131, 147, 159, 116, 104, 103, 107, 101",,
28,betfair bonus de bun venit,ro,,100,3.50,,,,,100,,,2020-01-19,,,"39, 30, 32, 39, 43, 43, 42, 53, 58, 39, 52, 41, 110, 114, 101, 115, 114, 120, 107, 75, 67, 60, 67, 76",,
29,pareri betfair,ro,,100,2.50,,,,,150,,,2015-11-18,,,"1, 0, 2, 7, 11, 11, 8, 9, 6, 8, 7, 5, 47, 63, 49, 63, 100, 80, 99, 139, 161, 143, 124, 113",,
30,betfair sportsbook login,ro,,100,,,,,,10000,,,2020-02-27,,,"39, 12, 1, 15, 33, 22, 7, 27, 72, 63, 22, 53, 46, 46, 112, 282, 275, 114, 159, 158, 115, 76, 89, 9",59,
31,betfair app,ro,65,90,2.50,1.04,betfair apps,2026-06-21 14:57:40,People also ask,14000,30,5100,2015-09-18,"Informational,Transactional,Branded,Non-local",English,"95, 80, 76, 116, 74, 46, 46, 89, 71, 111, 94, 89, 97, 78, 83, 77, 95, 105, 93, 94, 88, 90, 91, 86","69, 68, 115, 102, 102, 98, 93, 95, 88, 91, 91, 86",Sports betting; Add-ons
32,oferte betfair,ro,,90,,,,,,90,,,2015-10-01,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 68, 22, 9, 56, 184, 236, 142, 56, 51, 87, 68",,
33,vegas betfair,ro,,80,,,,,,100,,,2020-02-18,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"0, 1, 7, 11, 4, 10, 36, 22, 41, 67, 44, 41, 320, 343, 153, 15, 15, 13, 16, 8, 11, 3, 11, 13",,Sports betting
34,promotii betfair,ro,,80,,,,,,90,,,2016-04-14,,,"27, 33, 32, 33, 35, 32, 31, 31, 31, 38, 31, 30, 104, 85, 75, 66, 68, 104, 81, 73, 52, 56, 59, 59",,
35,betfair mobile,ro,,80,,,,,,1800,,,2015-09-26,,,"20, 44, 29, 33, 12, 7, 1, 3, 2, 19, 4, 3, 67, 77, 79, 73, 72, 89, 90, 83, 83, 95, 108, 94",,
36,betfair ro,ro,30,70,2.00,,betfair,2026-07-02 20:36:38,Sitelinks,200,11000,11000,2015-10-26,"Navigational,Transactional,Branded,Non-local",,"35, 41, 43, 54, 69, 51, 62, 50, 37, 48, 50, 40, 57, 63, 67, 64, 65, 94, 102, 108, 64, 58, 53, 67","67, 82, 79, 82, 80, 78, 76, 81, 78, 73, 72, 68",Sports betting; Sports
37,betfair login,ro,49,70,1.10,,betfair sportsbook,2026-06-29 09:11:22,,55000,200,300,2015-10-20,"Navigational,Transactional,Branded,Non-local",English,"45, 91, 275, 229, 55, 62, 33, 45, 55, 59, 44, 53, 90, 113, 63, 61, 41, 48, 37, 34, 70, 56, 100, 80",,Sports betting
38,betfair cluj,ro,30,70,1.20,1,betfair romania development,2026-06-21 05:14:25,,70,70,150,2015-09-02,"Informational,Branded,Local",,"112, 101, 118, 114, 84, 67, 90, 164, 71, 65, 52, 67, 45, 66, 56, 87, 61, 58, 73, 86, 85, 67, 67, 60","59, 57, 66, 79, 61, 58, 73, 85, 85, 67, 67, 60",Internet; Development; Job; Business
39,betfair casino romania,ro,,70,1.80,,,,,100,,,2017-01-25,,,"29, 22, 24, 28, 61, 70, 81, 27, 17, 17, 18, 28, 49, 37, 33, 68, 60, 40, 47, 102, 75, 85, 110, 90",,
40,bonus betfair,ro,55,70,4.00,1.4,100 rotiri gratuite fara depunere,2026-06-11 20:00:19,,1400,300,300,2015-12-17,"Informational,Commercial,Branded,Non-local",English,"61, 56, 54, 71, 80, 71, 74, 73, 67, 62, 65, 72, 61, 56, 54, 71, 80, 71, 74, 73, 67, 62, 65, 72","61, 56, 55, 71, 80, 71, 74, 73, 67, 62, 65, 72",Sports betting
41,betfair romania development srl,ro,,60,,1.04,,,,60,,,2015-09-02,"Informational,Branded,Non-local",English,"47, 17, 16, 26, 10, 18, 16, 24, 13, 21, 32, 14, 50, 62, 60, 71, 54, 65, 77, 78, 31, 62, 69, 53",,Business services; Business; Business
42,cod promoţional betfair,ro,,60,,,,,,70,,,2021-02-01,,,"27, 31, 31, 32, 31, 31, 31, 31, 34, 35, 31, 46, 74, 71, 98, 68, 69, 83, 49, 36, 42, 33, 37, 43",,
43,creare cont betfair,ro,,60,,,,,,60,,,2016-11-05,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 26, 41, 42, 49, 53, 95, 90, 60, 44, 41, 90, 74",,
44,betfair mobil,ro,,60,,,,,,200,,,2019-03-06,,,"1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 44, 50, 37, 53, 63, 92, 105, 70, 61, 50, 64, 62",,
45,betfair casino bonus,ro,,60,1.90,,,,,1800,,,2020-01-19,,,"7, 8, 3, 3, 8, 2, 13, 7, 5, 1, 8, 6, 49, 66, 65, 55, 43, 64, 45, 63, 58, 58, 67, 60",,
46,betfair oferta de bun venit,ro,,60,,,,,,70,,,2020-08-12,,,"27, 32, 32, 35, 31, 31, 32, 29, 33, 33, 31, 31, 75, 70, 92, 77, 73, 82, 60, 50, 41, 40, 36, 41",,
47,betfair contact,ro,58,50,1.60,1.03,betfair contact,2026-07-08 16:12:55,,400,30,30,2015-10-30,"Informational,Branded,Local",English,"69, 77, 55, 65, 71, 25, 37, 37, 56, 46, 37, 28, 50, 31, 32, 38, 46, 76, 97, 57, 51, 28, 49, 44",,Sports betting; Business
48,betfair sports,ro,63,50,1.20,,betfair sportsbook,2026-06-16 03:49:55,,9600,700,700,2018-05-18,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"24, 46, 10, 26, 9, 12, 6, 10, 22, 11, 23, 7, 59, 62, 88, 39, 30, 31, 11, 47, 50, 62, 120, 67",,Sports betting
49,betfair apk,ro,,50,2.50,,,,,1600,,,2017-10-08,"Informational,Transactional,Branded,Non-local",,"7, 8, 2, 10, 9, 3, 5, 4, 2, 3, 7, 5, 38, 48, 40, 43, 49, 46, 45, 46, 50, 50, 56, 43",,Sports betting; Add-ons
