#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
13,vbet casino.ro,ro,,300,0.80,,,,,350,,,2025-01-08,,,"0, 0, 0, 0, 0, 0, 176, 143, 218, 224, 92, 125, 230, 521, 634, 277, 357, 353, 336, 402, 223, 149, 78, 66","56, 48, 41, 35, 29, 25, 21, 18, 15, 13, 11, 10",
14,vbet rotiri gratuite fara depunere,ro,,300,1.20,,,,,300,,,2025-01-10,,,"0, 0, 0, 0, 0, 0, 95, 146, 30, 53, 145, 32, 421, 408, 340, 277, 279, 511, 529, 533, 251, 27, 23, 20","17, 14, 12, 10, 10, 10, 10, 10, 10, 10, 10, 10",
15,vbet login,ro,,200,,,,,,4500,,,2020-02-16,,,"8, 11, 10, 4, 5, 6, 10, 17, 10, 9, 1, 7, 38, 122, 139, 75, 155, 162, 282, 110, 129, 265, 370, 348",,
16,vbet contact,ro,,150,,,,,,250,,,2020-07-30,,,"0, 1, 0, 0, 0, 1, 10, 10, 15, 19, 12, 25, 112, 161, 196, 94, 164, 106, 116, 148, 133, 129, 285, 332",,
17,vbet pareri,ro,,100,,,,,,100,,,2025-07-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 121, 105, 75, 127, 173, 142, 131, 112, 102, 83, 107",,
18,vbet bonus fara depunere 150 rotiri,ro,,100,,,,,,100,,,2025-11-30,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66, 184, 261, 224, 319, 123, 139",,
19,cod promotional vbet,ro,,90,,,,,,90,,,2025-07-17,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 88, 94, 77, 89, 123, 159, 134, 129, 69, 26, 57",,
20,vbet. ro,ro,,80,,,,,,150,,,2025-07-28,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 147, 240, 205, 90, 106, 110, 13, 0, 2, 22, 14",,
21,casino vbet,ro,,80,,,,,,700,,,2020-11-25,,,"2, 0, 0, 0, 0, 6, 39, 43, 57, 87, 50, 30, 41, 61, 48, 28, 125, 134, 97, 73, 59, 67, 111, 69",,
22,roata vbet,ro,,70,,,,,,70,,,2025-08-25,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 28, 34, 22, 7, 0, 0, 32, 45, 264, 309",,
23,vbet app,ro,,70,,,,,,4400,,,2020-02-03,,,"11, 14, 12, 19, 9, 5, 5, 5, 8, 11, 4, 5, 20, 37, 16, 18, 67, 124, 157, 90, 109, 86, 82, 71",,
24,vbet casino login,ro,,70,,,,,,100,,,2025-02-05,,,"0, 0, 0, 0, 0, 0, 0, 1, 2, 16, 22, 6, 17, 63, 158, 50, 48, 75, 99, 57, 68, 81, 83, 49",,
25,vbet casino romania,ro,,70,,,,,,150,,,2024-12-19,,,"0, 0, 0, 0, 0, 71, 91, 118, 85, 57, 9, 18, 60, 100, 99, 59, 49, 52, 72, 45, 47, 110, 93, 68",,
26,vbet.,ro,,60,,,,,,700,,,2021-05-05,,,"2, 3, 1, 0, 0, 4, 21, 30, 20, 22, 16, 17, 61, 144, 143, 120, 80, 91, 63, 15, 20, 9, 0, 3",,
27,vbet 150 rotiri gratuite,ro,,60,,,,,,60,,,2025-12-08,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 135, 239, 106, 78, 62, 96",,
28,bonus fara depunere vbet,ro,,50,,,,,,50,,,2025-03-02,,,"0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 0, 0, 4, 34, 34, 31, 39, 49, 95, 66, 69, 58, 37, 60",,
29,vbet casino online,ro,,50,,,,,,200,,,2023-01-11,,,"0, 0, 0, 0, 1, 9, 4, 3, 4, 10, 8, 3, 1, 66, 64, 81, 12, 87, 53, 32, 41, 70, 83, 51",,
