Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
cazinouri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Bottom ads,8600,70,1.51,89,3132,3043,,6,1,5,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-23 23:22:04,2026-06-21 17:38:13
ponturi pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,,9100,58,0.66,4074,2757,-1317,,1,2,-1,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-27 18:42:40,2026-06-16 01:42:12
las vegas casino,RO,Romania,English,Las Vegas (Location),false,true,false,true,true,false,"Top ads, Sitelinks, Thumbnail, Video preview, Image pack, People also ask",102000,73,0.74,2726,,,,2,,Lost,,https://pariurix.com/casino/recenzii/las-vegas-casino,,,2024-06-27 22:10:31,
lady casino,RO,Romania,English,Lady Casino (Organization),true,false,true,true,true,true,Sitelinks,18000,56,0.43,,2583,,,,2,New,,,,https://pariurix.com/casino/recenzii/lady-casino,,2026-06-20 23:19:14
fortuna casino,RO,Romania,Romanian,Fortuna Casino (Organization),true,false,true,true,true,true,Sitelinks,47000,46,0.53,1475,2552,1077,,4,7,-3,,https://pariurix.com/casino/recenzii/fortuna-casino,,https://pariurix.com/casino/recenzii/fortuna-casino,2024-06-27 08:47:17,2026-06-17 11:49:23
casino online bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,6800,72,1.63,33,2486,2453,,7,1,6,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-25 08:02:43,2026-06-17 16:39:31
bonus fara depunere casino,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,3700,72,2.65,87,2410,2324,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-26 22:56:59,2026-06-21 21:59:59
echipa națională de fotbal a slovaciei,RO,Romania,Romanian,Slovakia national football team (Organization),false,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel",43000,0,,2290,,,,1,,Lost,Top stories,https://pariurix.com/ponturi/fotbal/euro/slovacia-ucraina-302484.html,,,2024-06-22 02:11:54,
player casino,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,15000,51,0.69,3499,2131,-1368,,2,2,,,https://pariurix.com/casino/recenzii/player-cazino,,https://pariurix.com/casino/recenzii/player-cazino,2024-06-27 02:23:27,2026-06-21 19:18:38
casino online fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,5800,75,1.59,34,2110,2076,,7,1,6,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-23 16:11:48,2026-06-16 14:36:31
cazinouri noi fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,5700,71,0.93,16,2080,2064,,10,1,9,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-11 13:16:29,2026-06-16 03:06:45
bonus casino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,5300,73,2.55,129,1936,1807,,7,1,6,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-24 11:37:05,2026-06-16 13:26:17
bonusuri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,2900,73,2.87,259,1833,1574,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-27 03:08:06,2026-06-13 02:54:45
bonus fara depunere 2024,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,4900,75,1.33,384,1784,1400,,6,1,5,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-27 08:06:46,2026-06-21 09:56:32
lasvegas,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,false,false,"Sitelinks, Thumbnail, Image pack, Video preview",55000,88,0.70,1782,,,,4,,Lost,,https://pariurix.com/casino/recenzii/las-vegas-casino,,,2024-06-27 20:53:53,
top cazinouri online,RO,Romania,Romanian,,false,false,false,true,true,false,Video preview,4600,73,3.18,331,1686,1355,,1,1,,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-22 09:38:53,2026-06-18 04:57:09
romania fotbal,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Video preview",94000,26,0.06,1680,,,,1,,Lost,Top stories,https://pariurix.com/ponturi/fotbal/euro/slovacia-romania-302580.html,,,2024-06-26 03:07:19,
rotiri gratuite fara depunere 2026,RO,Romania,,,false,false,false,false,false,false,,4500,68,1.79,,1640,,,,1,New,,,,https://pariurix.com/casino/bonus-fara-depunere,,2026-06-21 10:42:01
elite slots,RO,Romania,English,Elite Slots (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",11000,52,0.61,61,1638,1577,,19,2,17,,https://pariurix.com/promotii/oferte-casino/101-freespins-fara-depunere-in-elite-slots-casino.html,,https://pariurix.com/casino/recenzii/eliteslots-casino,2024-06-27 15:28:39,2026-06-08 09:06:54
cazino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,4500,71,1.51,26,1637,1611,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-12 09:32:58,2026-06-26 03:58:02
super bet,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,true,false,"Sitelinks, Video preview, Knowledge panel",21000,3,0.53,1559,,,,2,,Lost,,https://pariurix.com/agentii/recenzii/superbet,,,2024-06-27 03:31:29,
echipa națională de fotbal a serbiei,RO,Romania,Romanian,Serbian national football team (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",49000,0,,1518,,,,9,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/serbia,,,2024-06-11 06:48:37,
fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,4200,74,2.20,275,1510,1236,,4,1,3,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-27 02:37:15,2026-06-17 12:22:07
top casino online,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,4100,65,4.37,442,1495,1053,,1,1,,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-23 02:46:23,2026-06-20 19:16:16
poziții campionatul european de fotbal,RO,Romania,Romanian,UEFA European Championship (Event),true,false,false,true,false,false,"Video preview, Image pack",1630000,2,0.16,1417,,,,25,,Lost,,https://pariurix.com/ponturi/fotbal/altecampionate/new-york-city-fc-orlando-city-302636.html,,,2024-06-27 10:33:50,
casino online,RO,Romania,English,,false,false,false,true,true,false,Video preview,45000,83,3.12,1485,1399,-86,,2,10,-8,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-27 16:43:20,2026-06-19 04:48:04
cazinouri online bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,3800,71,2.33,28,1366,1338,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-06 22:57:24,2026-06-24 07:16:53
ponturi bune,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1100,64,0.81,2,1365,1363,,4,1,3,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-27 13:33:53,2026-06-09 09:44:20
ponturi tenis,RO,Romania,Romanian,,false,false,false,true,true,false,,1400,3,0.79,1373,1357,-17,,1,1,,,https://pariurix.com/ponturi/tenis,,https://pariurix.com/ponturi/tenis,2024-06-26 12:19:33,2026-06-21 21:54:46
bonusuri casino,RO,Romania,Romanian,,false,false,false,true,true,false,,3600,71,3.85,29,1323,1294,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-22 19:07:16,2026-06-21 10:42:23
fotbal campionatul european,RO,Romania,Romanian,UEFA European Championship (Event),true,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Sitelinks, Videos, Video preview, Image pack",36000,6,0.76,1198,,,,1,,Lost,Top stories,https://pariurix.com/ponturi/fotbal/euro/georgia-portugalia-302602.html,,,2024-06-27 05:55:41,
prowin casino,RO,Romania,Romanian,ProWin (Organization),true,false,false,true,true,false,Sitelinks,13000,0,0.50,,1183,,,,4,New,,,,https://pariurix.com/casino/recenzii/prowin-casino,,2026-06-20 13:16:25
rotiri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,13000,74,2.72,0,1182,1182,,56,4,52,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-27 20:29:49,2026-06-17 18:18:23
pariurix,RO,Romania,Romanian,PariuriX (Organization),true,false,false,true,false,false,"Sitelinks, Image pack",1200,22,2.20,1242,1179,-63,,1,1,,,https://pariurix.com/,,https://pariurix.com/,2024-06-27 04:23:24,2026-06-16 06:28:46
casino online romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,true,,22000,81,2.89,616,1172,556,,2,8,-6,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-27 12:46:18,2026-06-24 11:16:58
conti casino,RO,Romania,Romanian,Conti Casino (Organization),true,false,false,true,true,false,Sitelinks,24000,59,0.55,2605,1137,-1469,,6,7,-1,,https://pariurix.com/casino/recenzii/conti-cazino,,https://pariurix.com/casino/recenzii/conti-cazino,2024-06-27 06:43:03,2026-06-20 05:05:10
campionat european,RO,Romania,Romanian,UEFA European Championship (Event),true,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Videos",41000,7,,1039,,,,1,,Lost,Top stories,https://pariurix.com/ponturi/fotbal/euro/elvetia-germania-302527.html,,,2024-06-24 14:17:22,
las vegas.ro,RO,Romania,Romanian,Las Vegas Casino (Organization),true,false,true,false,true,true,"Sitelinks, Thumbnail, Video preview",8500,0,0.87,999,,,,3,,Lost,,https://pariurix.com/casino/recenzii/las-vegas-casino,,,2024-06-27 14:46:22,
magic jackpot,RO,Romania,English,Magic Jackpot (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Image pack, Video preview",25000,1,1.38,964,,,,8,,Lost,,https://pariurix.com/casino/recenzii/magic-jackpot,,,2024-06-27 10:00:07,
32 rosu,RO,Romania,Romanian,32Rosu (Organization),true,false,false,true,true,false,"Sitelinks, Bottom ads",6200,0,1.13,,912,,,,2,New,,,,https://pariurix.com/casino/recenzii/32rosu-casino,,2026-06-19 02:16:22
ponturi pariuri azi,RO,Romania,Romanian,,false,false,false,true,false,false,,3900,58,0.51,1485,901,-584,,2,3,-1,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-27 07:41:08,2026-06-26 01:06:23
royal casino,RO,Romania,English,Royal Casino (Organization),true,false,false,true,true,true,"Sitelinks, Video preview",25000,42,0.57,,881,,,,5,New,,,,https://pariurix.com/casino/recenzii/royal-casino,,2026-06-21 01:59:28
victory bet,RO,Romania,English,Victory Bet (Organization),true,false,true,true,true,false,Sitelinks,13000,61,0.63,,829,,,,6,New,,,,https://pariurix.com/agentii/recenzii/victorybet/promotii,,2026-06-21 16:58:43
winner casino,RO,Romania,English,Winner Casino (Organization),true,false,true,true,false,false,"Sitelinks, Bottom ads, Paid sitelinks",5600,69,0.71,217,823,606,,8,2,6,,https://pariurix.com/casino/recenzii/winner,,https://pariurix.com/casino/recenzii/winner,2024-06-27 09:28:27,2026-06-20 00:25:54
cazinouri online,RO,Romania,Romanian,,false,false,false,true,true,true,"Top ads, Video preview, Bottom ads",8200,64,2.76,798,,,,2,,Lost,,https://pariurix.com/casino,,,2024-06-27 02:16:26,
cod promo las vegas,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,true,false,Video preview,2200,0,1.50,792,,,,1,,Lost,,https://pariurix.com/agentii/recenzii/las-vegas/promotii,,,2024-06-22 09:10:51,
pacanele fara depunere,RO,Romania,Romanian,Pacanele (Product),false,false,false,true,true,false,,3500,70,2.07,35,777,742,,11,1,10,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-25 06:58:12,2026-06-16 10:26:04
oferte casino,RO,Romania,Romanian,,false,false,false,true,true,false,,5000,69,4.92,6,750,744,,13,2,11,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-27 13:55:56,2026-06-21 22:03:05
bonus fara depunere 2026,RO,Romania,Romanian,,false,false,false,true,true,false,,2100,70,1.69,,747,,,,1,New,,,,https://pariurix.com/casino/bonus-fara-depunere,,2026-06-21 11:18:54
italia vs,RO,Romania,Romanian,Italy (Location),false,false,false,true,false,false,"Top stories, Thumbnail, Video preview, Image pack",3600,0,,732,,,,1,,Lost,Top stories,https://pariurix.com/ponturi/fotbal/euro/spania-italia-302481.html,,,2024-06-21 22:14:08,
echipa națională de fotbal a turciei,RO,Romania,Romanian,Turkey national football team (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",15000,0,,722,,,,7,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/turcia,,,2024-06-15 14:52:32,
royal slots,RO,Romania,English,Royal Slots (Organization),true,false,false,true,true,false,Sitelinks,7600,61,0.91,,711,,,,4,New,,,,https://pariurix.com/casino/recenzii/royal-casino,,2026-06-24 17:56:24
jocuri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,2000,74,2.18,22,711,689,,10,1,9,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-26 03:09:49,2026-06-06 07:49:47
888 sport,RO,Romania,Romanian,888 Sport (Organization),true,false,true,true,true,false,Video preview,6500,55,1.40,406,711,305,,6,4,2,,https://pariurix.com/agentii/recenzii/888sport,,https://pariurix.com/agentii/recenzii/888sport,2024-06-27 03:38:45,2026-06-24 16:59:12
poziții echipa națională de fotbal a portugaliei,RO,Romania,Romanian,Portugal national football team (Organization),true,false,false,true,false,false,"Video preview, Image pack",12000,0,,711,,,,6,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/portugalia,,,2024-06-24 17:02:07,
luck casino,RO,Romania,English,Luck Casino (Organization),true,false,false,true,true,false,"Sitelinks, Thumbnail, Knowledge panel, Image pack, Video preview, Bottom ads, Paid sitelinks",23000,1,0.67,701,,,,9,,Lost,,https://pariurix.com/casino/recenzii/luck-casino,,,2024-06-27 02:45:05,
yoji casino,RO,Romania,Romanian,Yoji Casino (Organization),true,false,false,true,true,false,Sitelinks,9300,0,0.88,700,,,,5,,Lost,,https://pariurix.com/casino/recenzii/yoji-casino,,,2024-06-27 16:41:26,
rotiri fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,,1900,73,2.30,,689,,,,1,New,,,,https://pariurix.com/casino/bonus-fara-depunere,,2026-06-21 21:03:32
betano,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Video preview",759000,10,1.38,688,,,,3,,Lost,,https://pariurix.com/agentii/recenzii/betano,,,2024-06-27 19:46:31,
player,RO,Romania,English,,false,false,false,true,false,false,Sitelinks,9900,41,0.42,,687,,,,2,New,,,,https://pariurix.com/casino/recenzii/player-cazino,,2026-06-14 20:09:47
win2 casino,RO,Romania,Romanian,Win2 Casino (Organization),true,false,false,true,true,false,"Sitelinks, Top stories, Image pack, Video preview, Bottom ads, Paid sitelinks",4000,0,0.41,660,,,,3,,Lost,Top stories,https://pariurix.com/agentii/recenzii/win2-sportsbook,,,2024-06-27 06:21:16,
12x bet,RO,Romania,Romanian,12xbet (Organization),true,false,true,true,true,true,"Sitelinks, Bottom ads, Paid sitelinks",5800,0,0.50,,655,,,,4,New,,,,https://pariurix.com/casino/recenzii/12xbet-casino,,2026-06-18 02:11:53
cazinouri online romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, Video preview, Image pack, Bottom ads",1800,61,2.26,639,,,,1,,Lost,,https://pariurix.com/casino,,,2024-06-24 22:44:11,
loto polonia forum,RO,Romania,Romanian,Loto Polonia (Event),true,false,false,true,false,false,Sitelinks,15000,27,0.43,714,636,-78,,4,9,-5,,https://pariurix.com/discutii/discutii-polonia-multi-1-si-2-stratgii-de-castig-sfaturi-etc-57653.html,,https://pariurix.com/discutii/discutii-polonia-multi-1-si-2-stratgii-de-castig-sfaturi-etc-57653.html,2024-06-27 07:45:57,2026-06-19 00:03:12
cazinouri online fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1700,72,1.83,21,621,600,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-22 23:42:54,2026-06-13 20:43:45
fortuna palace,RO,Romania,Romanian,Fortuna Palace (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",23000,47,0.39,,610,,,,9,New,,,,https://pariurix.com/casino/recenzii/fortuna-palace-casino,,2026-06-18 02:56:34
bonus de bun venit fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1000,72,4.70,29,599,569,,9,1,8,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-25 02:10:04,2026-06-11 05:02:41
10 pariuri,RO,Romania,Romanian,10pariuri (Organization),true,false,false,true,false,false,Sitelinks,3500,69,1.68,64,584,520,,7,3,4,,https://pariurix.com/ponturi,,https://pariurix.com/,2024-06-27 08:35:38,2026-06-19 01:38:53
publicwin,RO,Romania,,PublicWin (Organization),true,false,false,true,true,false,"Sitelinks, Video preview, Image pack",18000,0,0.83,579,,,,2,,Lost,,https://pariurix.com/agentii/recenzii/publicwin,,,2024-06-27 17:57:50,
milion casino,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,3800,54,1.13,0,555,555,,91,2,89,,https://pariurix.com/casino/recenzii/million-casino,,https://pariurix.com/casino/recenzii/million-casino,2024-06-27 10:05:24,2026-06-17 00:52:02
casinos online,RO,Romania,English,,false,false,false,true,true,true,"Video preview, Image pack",1500,46,3.12,545,,,,1,,Lost,,https://pariurix.com/casino,,,2024-06-14 04:23:47,
cazinouri online noi,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,7100,68,1.48,22,530,508,,9,5,4,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-25 02:11:25,2026-06-22 12:07:32
top 10 casino online,RO,Romania,English,,false,false,false,true,true,true,"Sitelinks, Video preview",4500,67,6.56,87,529,442,,1,3,-2,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-13 06:16:42,2026-06-18 02:54:20
rotiri gratuite fara depunere fara verificare,RO,Romania,Romanian,,false,false,false,true,true,false,,1400,71,1.85,0,512,512,,24,1,23,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-22 11:23:04,2026-06-07 19:06:44
jucători echipa națională de fotbal a portugaliei,RO,Romania,Romanian,"Portuguese national football team (Organization), Portugal national football team (Organization)",true,false,false,true,false,false,"Knowledge panel, Video preview",6700,0,,507,,,,5,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/portugalia,,,2024-06-26 10:41:01,
germania vs,RO,Romania,Romanian,Germany national football team (Organization),false,false,false,true,false,false,"Video preview, Image pack",4300,9,,500,,,,3,,Lost,,https://pariurix.com/ponturi/fotbal/euro/germania-ungaria-302438.html,,,2024-06-18 17:43:19,
ponturi fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,,1700,57,0.49,356,500,144,,3,2,1,,https://pariurix.com/ponturi/fotbal,,https://pariurix.com/ponturi/fotbal,2024-06-24 13:55:31,2026-06-08 00:48:32
princes casino,RO,Romania,English,Princess Casino (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Knowledge panel, Thumbnail, Video preview, Image pack, Bottom ads",5300,3,1.51,494,,,,4,,Lost,,https://pariurix.com/casino/recenzii/princess-casino,,,2024-06-27 11:48:32,
bonus fara depunere casino nou,RO,Romania,Romanian,,false,false,false,true,true,false,,1300,75,0.93,5,482,477,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-19 22:23:30,2026-06-08 10:43:58
cazinouri noi romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,Sitelinks,6400,72,1.18,34,482,447,,8,5,3,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-25 03:19:36,2026-06-21 00:59:29
ponturi handbal,RO,Romania,Romanian,,false,false,false,true,true,true,,300,0,0.82,316,481,165,,1,1,,,https://pariurix.com/ponturi/handbal,,https://pariurix.com/ponturi/handbal,2024-06-23 06:27:44,2026-06-17 01:58:57
bonus fara depunere la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,1300,70,2.02,5,466,461,,11,1,10,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-20 17:36:13,2026-06-22 01:10:10
pronosticuri fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1300,58,0.43,364,448,84,,3,2,1,,https://pariurix.com/ponturi/fotbal,,https://pariurix.com/ponturi/fotbal,2024-06-27 05:59:41,2026-06-24 18:58:23
netbet,RO,Romania,Romanian,NetBet (Organization),true,false,true,true,true,false,"Sitelinks, Video preview, Image pack, Knowledge panel",167000,43,0.50,444,,,,3,,Lost,,https://pariurix.com/agentii/recenzii/netbet,,,2024-06-27 02:08:39,
cazinouri noi,RO,Romania,Romanian,,false,false,false,true,true,false,,7400,77,0.97,54,444,390,,10,6,4,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-27 13:45:03,2026-06-22 01:42:43
echipa națională de fotbal a albaniei,RO,Romania,Romanian,Albanian national football team (Organization),true,false,false,true,false,false,"Top stories, Thumbnail, Knowledge panel, Video preview",35000,0,,441,,,,13,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/albania,,,2024-06-26 11:46:02,
casino online rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1200,72,3.10,1,436,435,,17,1,16,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-07 11:29:20,2026-06-18 20:08:46
aparate fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1200,72,2.29,4,422,418,,13,1,12,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-21 00:11:58,2026-06-13 23:44:29
top casino,RO,Romania,English,,false,false,false,true,true,false,"Sitelinks, Video preview",4400,74,1.98,209,414,205,,1,4,-3,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-07 07:18:53,2026-06-22 09:02:40
portugalia vs,RO,Romania,Romanian,Portugal (Location),false,false,false,true,false,false,"Video preview, Image pack",7100,1,,412,,,,8,,Lost,,https://pariurix.com/ponturi/fotbal/euro/turcia-portugalia-302526.html,,,2024-06-25 18:30:57,
poziții echipa națională de fotbal a ungariei,RO,Romania,Romanian,"Hungarian national football team (Organization), Hungary national football team (Organization)",false,false,false,true,false,false,"Video preview, Image pack",6800,0,,411,,,,6,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/ungaria,,,2024-06-11 06:12:57,
pariuri bonus,RO,Romania,Romanian,,false,false,false,true,true,false,Top ads,400,68,3.37,3,409,406,,3,1,2,,https://pariurix.com/agentii/top-bonus,,https://pariurix.com/agentii/top-bonus,2024-06-26 04:37:38,2026-05-14 19:13:02
rotiri gratuite la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,1100,74,3.11,0,407,407,,74,1,73,,https://pariurix.com/casino,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-22 18:46:19,2026-06-01 07:23:32
