Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
rotiri gratuite fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,18000,67,2.01,,699,,,,8,New,,,,https://jucatorul.ro/bonusuri/fara-depunere/,,2026-06-22 12:08:06
cazinouri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Bottom ads,8600,70,1.51,5,663,658,,19,5,14,,https://jucatorul.ro/cazino/fara-verificare-cont/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-23 23:22:04,2026-06-21 17:38:13
elite slots,RO,Romania,English,Elite Slots (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",17000,0,0.61,662,,,,8,,Lost,,https://jucatorul.ro/cazino/recenzii/eliteslots-casino/retragere/,,,2024-06-27 15:28:39,
rotiri gratuite,RO,Romania,Romanian,,false,false,false,true,true,false,,14000,71,2.74,0,590,590,,67,9,58,,https://jucatorul.ro/bonusuri/rotiri-gratuite/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 23:34:00,2026-06-21 10:43:50
80 rotiri fara depunere,RO,Romania,Romanian,80 Free Spins (Event),false,false,false,true,true,false,Sitelinks,1600,0,1.21,1,588,587,,19,1,18,,https://jucatorul.ro/cazino/recenzii/unibet-casino/rotiri-gratuite/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/80-rotiri-gratuite/,2024-06-14 05:17:00,2026-06-09 16:46:30
60 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1500,0,1.24,8,527,519,,11,1,10,,https://jucatorul.ro/cazino/recenzii/don-casino/bonus-reincarcare-weekend/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/60-rotiri-gratuite/,2024-06-15 15:10:56,2026-06-09 22:40:06
million casino,RO,Romania,English,Million Casino (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Video preview",46000,0,1.13,524,,,,12,,Lost,,https://jucatorul.ro/cazino/recenzii/million-casino/retragere/,,,2024-06-27 23:51:42,
totogaming,RO,Romania,Romanian,TotoGaming (Organization),true,false,true,true,true,false,Sitelinks,195000,53,0.79,0,510,510,,6,3,3,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/retragere/,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/,2024-06-27 05:29:34,2026-06-17 02:36:41
pacanele demo,RO,Romania,Romanian,,false,false,false,true,false,false,,10000,74,0.44,4,484,479,,27,7,20,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,,https://jucatorul.ro/jocuri/pacanele/recenzii/,2024-06-27 18:43:30,2026-06-20 23:16:54
bonus fara depunere 2025,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,9200,71,2.04,,444,,,,7,New,,,,https://jucatorul.ro/bonusuri/fara-depunere/,,2026-06-16 14:00:26
las vegas.ro,RO,Romania,Romanian,Las Vegas Casino (Organization),true,false,true,false,true,true,"Sitelinks, Thumbnail, Video preview",8500,0,0.87,410,,,,7,,Lost,,https://jucatorul.ro/cazino/recenzii/las-vegas/bonus-de-ziua-ta/,,,2024-06-27 14:46:22,
swiper casino,RO,Romania,English,Swiper Casino (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",3400,1,1.27,,383,,,,6,New,,,,https://jucatorul.ro/cazino/recenzii/swiper/,,2026-06-24 12:26:59
300 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,2600,48,1.58,0,374,374,,45,2,43,,https://jucatorul.ro/cazino/recenzii/luck-casino/bonus-bun-venit/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/300-rotiri-gratuite/,2024-06-05 20:39:08,2026-06-17 18:35:24
royal slots,RO,Romania,English,Royal Slots (Organization),true,false,false,true,true,false,Sitelinks,7600,61,0.91,,364,,,,7,New,,,,https://jucatorul.ro/cazino/recenzii/royal-casino/,,2026-06-24 17:56:24
casino bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,9100,66,1.98,2,355,353,,27,8,19,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 03:33:44,2026-06-24 21:15:14
totogaming casino,RO,Romania,Romanian,TotoGaming (Organization),true,false,true,true,true,true,Sitelinks,3700,52,0.62,718,350,-368,,6,4,2,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/retragere/,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/,2024-06-27 13:56:31,2026-06-20 19:31:33
cazinouri noi fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,5700,71,0.93,1,347,346,,22,6,16,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-11 13:16:29,2026-06-16 03:06:45
12x bet,RO,Romania,Romanian,12xbet (Organization),true,false,true,true,true,true,"Sitelinks, Bottom ads, Paid sitelinks",5800,0,0.50,,346,,,,6,New,,,,https://jucatorul.ro/cazino/recenzii/12xbet/bonus-fara-depunere/,,2026-06-18 02:11:53
casino rotiri gratuite,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,8800,72,2.48,0,340,340,,39,8,31,,https://jucatorul.ro/cazino/recenzii/frankcasino/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 02:36:39,2026-06-20 19:18:42
155 rotiri gratuite fara depunere,RO,Romania,Romanian,155 Free Spins (Event),false,false,false,true,true,false,,2300,33,1.39,0,332,332,,49,2,47,,https://jucatorul.ro/cazino/recenzii/mrbit/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/155-rotiri-gratuite/,2024-06-20 10:35:09,2026-06-10 19:47:45
bonus casino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,5300,73,2.55,2,323,320,,25,6,19,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-24 11:37:05,2026-06-16 13:26:17
bonusuri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,2900,73,2.87,18,305,287,,20,6,14,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 03:08:06,2026-06-13 02:54:45
500 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,2300,50,2.20,51,276,225,,6,3,3,,https://jucatorul.ro/cazino/recenzii/slotv/rotiri-gratuite/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/500-rotiri-gratuite/,2024-06-26 10:17:54,2026-06-15 06:35:40
888 casino romania,RO,Romania,English,"888 Casino (Organization), Romania (Location)",true,false,true,true,true,true,,2900,55,1.04,16,273,256,,11,4,7,,https://jucatorul.ro/cazino/recenzii/888-casino/,,https://jucatorul.ro/cazino/recenzii/888-casino/,2024-06-25 13:06:18,2026-06-20 05:06:21
winbet ro,RO,Romania,Romanian,Winbet (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",5600,7,0.28,271,,,,7,,Lost,,https://jucatorul.ro/cazino/recenzii/winbet-casino/contact/,,,2024-06-27 02:41:55,
bonus fara depunere casino,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,3700,72,2.65,4,258,254,,22,8,14,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-26 22:56:59,2026-06-21 21:59:59
fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,4200,74,2.20,3,250,247,,24,6,18,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 02:37:15,2026-06-17 12:22:07
lista cazinouri online romania,RO,Romania,Romanian,,false,true,false,true,true,false,,5100,73,1.47,4,250,246,,18,7,11,,https://jucatorul.ro/cazino/,,https://jucatorul.ro/cazino/legale/,2024-06-24 11:56:00,2026-06-17 14:23:58
totogaming ro,RO,Romania,Romanian,TotoGaming (Organization),true,false,true,true,true,true,"Sitelinks, Video preview, Image pack",6300,0,0.76,247,,,,9,,Lost,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/contact/,,,2024-06-27 04:12:41,
jocuri pacanele gratis,RO,Romania,Romanian,,false,false,false,true,false,false,,4200,76,0.61,,243,,,,8,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-21 12:03:18
32 rosu,RO,Romania,Romanian,32Rosu (Organization),true,false,false,true,true,false,"Sitelinks, Bottom ads",6200,0,1.13,,239,,,,8,New,,,,https://jucatorul.ro/cazino/recenzii/32rosu/,,2026-06-19 02:16:22
player casino,RO,Romania,English,,false,false,false,true,true,false,Sitelinks,15000,51,0.69,0,229,229,,52,12,40,,https://jucatorul.ro/cazino/recenzii/player-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/player-casino/,2024-06-27 02:23:27,2026-06-21 19:18:38
magic jackpot,RO,Romania,English,Magic Jackpot (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",18000,58,1.38,66,226,159,,20,13,7,,https://jucatorul.ro/cazino/recenzii/magicjackpot/bonus-la-validarea-contului/,,https://jucatorul.ro/cazino/recenzii/magicjackpot/,2024-06-27 10:00:07,2026-06-16 02:22:03
aparate gratis,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,5100,74,0.49,,220,,,,9,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-21 17:07:28
maxbet bonus fara depunere,RO,Romania,Romanian,Maxbet (Organization),true,false,false,true,true,false,Sitelinks,1200,58,1.75,,220,,,,2,New,,,,https://jucatorul.ro/cazino/recenzii/maxbet-casino/bonus-fara-depunere/,,2026-06-06 05:39:41
cod promotional million casino,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,600,58,,1,219,218,,21,1,20,,https://jucatorul.ro/bonusuri/coduri/,,https://jucatorul.ro/cazino/recenzii/million-casino/cod-bonus/,2024-06-11 01:36:31,2026-06-21 07:50:47
win2 ro,RO,Romania,Romanian,Win2.ro (Organization),true,false,false,true,true,false,Sitelinks,2300,53,0.59,27,218,191,,13,4,9,,https://jucatorul.ro/cazino/recenzii/win2-casino/stergere-cont/,,https://jucatorul.ro/cazino/recenzii/win2-casino/bonus-fara-depunere/,2024-06-26 00:42:49,2026-06-20 17:21:56
110 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1900,73,1.37,,214,,,,4,New,,,,https://jucatorul.ro/bonusuri/rotiri-gratuite/110-rotiri-gratuite/,,2026-06-20 18:12:58
don casino,RO,Romania,Romanian,Don Casino (Organization),true,false,false,true,true,false,Sitelinks,33000,56,1.04,1398,212,-1186,,2,16,-14,,https://jucatorul.ro/cazino/recenzii/don-casino/rotiri-gratuite/,,https://jucatorul.ro/cazino/recenzii/don-casino/aplicatie/,2024-06-27 11:41:32,2026-06-22 11:28:16
sweet bonanza demo,RO,Romania,English,Sweet Bonanza (Product),true,false,false,false,false,false,"Video preview, Image pack",2700,0,0.78,206,,,,5,,Lost,,https://jucatorul.ro/jocuri/pacanele/recenzii/sweet-bonanza/,,,2024-06-27 00:32:25,
100 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,2100,64,1.74,2,200,198,,12,4,8,,https://jucatorul.ro/cazino/recenzii/frankcasino/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-24 09:59:23,2026-06-12 01:42:39
nr contact superbet online,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Video preview,1700,59,1.63,0,200,200,,47,3,44,,https://jucatorul.ro/cazino/recenzii/superbet/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,2024-06-26 22:25:16,2026-06-18 20:52:06
jocuri cu pacanele cu fructe gratis,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,1700,57,0.43,,199,,,,5,New,,,,https://jucatorul.ro/jocuri/pacanele/teme/cu-fructe/,,2026-06-17 16:07:07
cod bonus maxbet,RO,Romania,Romanian,MaxBet (Organization),true,false,false,true,true,false,"Video preview, Sitelinks",1000,53,1.52,,197,,,,3,New,,,,https://jucatorul.ro/cazino/recenzii/maxbet-casino/cod-bonus/,,2026-06-09 06:26:28
cazinouri noi 2025,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,2100,71,0.83,,196,,,,4,New,,,,https://jucatorul.ro/cazino/,,2026-06-20 22:05:47
winboss casino,RO,Romania,Romanian,WinBoss Casino (Organization),true,false,false,true,true,false,Sitelinks,2000,53,0.76,3,187,184,,22,4,18,,https://jucatorul.ro/cazino/recenzii/winboss/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/winboss/jocuri/,2024-06-22 01:40:01,2026-06-17 12:49:25
cazino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,4500,71,1.51,1,183,182,,23,8,15,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/fara-depunere/,2024-06-12 09:32:58,2026-06-26 03:58:02
slotv casino,RO,Romania,Romanian,SlotV Casino (Organization),true,false,false,true,true,false,"Sitelinks, Image pack",2900,0,0.69,181,,,,6,,Lost,,https://jucatorul.ro/cazino/recenzii/slotv/retragere/,,,2024-06-24 12:20:25,
bonusuri casino,RO,Romania,Romanian,,false,false,false,true,true,false,,3600,71,3.85,13,175,163,,12,7,5,,https://jucatorul.ro/bonusuri/,,https://jucatorul.ro/bonusuri/,2024-06-22 19:07:16,2026-06-21 10:42:23
pacanele fara depunere,RO,Romania,Romanian,Pacanele (Product),false,false,false,true,true,false,,3500,70,2.07,7,174,167,,18,8,10,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-25 06:58:12,2026-06-16 10:26:04
rotiri gratuite fara depunere 2026,RO,Romania,,,false,false,false,false,false,false,,4500,68,1.79,,174,,,,8,New,,,,https://jucatorul.ro/bonusuri/rotiri-gratuite/80-rotiri-gratuite/,,2026-06-21 10:42:01
sweet bonanza,RO,Romania,English,Sweet Bonanza (Product),true,false,false,true,true,false,"Videos, Image pack, Video preview",2900,0,1.94,173,,,,6,,Lost,,https://jucatorul.ro/jocuri/pacanele/recenzii/sweet-bonanza/,,,2024-06-24 08:19:25,
oferte casino,RO,Romania,Romanian,,false,false,false,true,true,false,,5000,69,4.92,3,155,152,,16,9,7,,https://jucatorul.ro/bonusuri/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 13:55:56,2026-06-21 22:03:05
cashpot casino,RO,Romania,English,CashPot Casino (Organization),true,false,true,true,true,true,,6300,57,0.33,144,154,10,,9,10,-1,,https://jucatorul.ro/cazino/recenzii/cashpot-casino/retragere/,,https://jucatorul.ro/cazino/recenzii/cashpot-casino/,2024-06-27 18:20:27,2026-06-21 07:45:06
cod promotional betano,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,true,"Sitelinks, Video preview",1000,35,2.11,0,149,149,,53,2,51,,https://jucatorul.ro/cazino/recenzii/don-casino/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/betano-casino/cod-bonus/,2024-06-25 10:34:22,2026-06-07 09:28:20
excelbet rotiri gratuite fara depunere,RO,Romania,Romanian,ExcelBet (Organization),true,false,false,true,true,false,,1100,52,0.95,6,145,139,,7,3,4,,https://jucatorul.ro/cazino/recenzii/excelbet-casino/bonus-fara-depunere/,,https://jucatorul.ro/cazino/recenzii/excelbet-casino/bonus-fara-depunere/,2024-06-08 02:56:11,2026-06-21 15:50:57
jocuri de carti,RO,Romania,Romanian,,false,false,false,true,false,false,"AI Overview, Video preview, Image pack",700,1,0.15,0,141,141,,75,3,72,,https://jucatorul.ro/blog/jocuri-cu-carti/,,https://jucatorul.ro/blog/jocuri-cu-carti/,2024-06-23 13:37:52,2026-06-20 15:06:49
totogaming bonus fara depunere,RO,Romania,Romanian,Totogaming (Organization),true,false,false,true,true,false,,2300,57,0.80,271,136,-136,,4,6,-2,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/bonus-fara-depunere/,2024-06-26 16:34:43,2026-06-07 09:53:58
gets bet casino,RO,Romania,English,GetsBet Casino (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",2800,7,0.18,136,,,,7,,Lost,,https://jucatorul.ro/cazino/recenzii/getsbet-casino/retragere/,,,2024-06-27 11:57:14,
păcănele gratis,RO,Romania,Romanian,,false,false,false,false,false,false,,3500,76,0.44,,134,,,,8,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-24 17:56:41
rotiri gratuite fara depunere fara verificare,RO,Romania,Romanian,,false,false,false,true,true,false,,1400,71,1.85,3,132,129,,13,4,9,,https://jucatorul.ro/cazino/fara-verificare-cont/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-22 11:23:04,2026-06-07 19:06:44
400 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,1700,34,1.74,0,131,131,,49,5,44,,https://jucatorul.ro/cazino/recenzii/betano-casino/rotiri-gratuite/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/400-rotiri-gratuite/,2024-06-27 00:31:53,2026-06-17 10:16:30
superbet casino,RO,Romania,English,Superbet Casino (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",13000,1,2.07,130,,,,15,,Lost,,https://jucatorul.ro/cazino/recenzii/superbet/,,,2024-06-27 18:00:06,
cazinouri online fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1700,72,1.83,1,129,128,,20,5,15,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-22 23:42:54,2026-06-13 20:43:45
club superbet,RO,Romania,Romanian,Superbet Club (Organization),true,false,false,true,true,false,Video preview,47000,49,0.48,,125,,,,20,New,,,,https://jucatorul.ro/cazino/recenzii/superbet/club/,,2026-06-22 07:19:46
bonus fara depunere 2024,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,4900,75,1.33,197,124,-73,,9,10,-1,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/fara-depunere/,2024-06-27 08:06:46,2026-06-21 09:56:32
betano rotiri gratuite,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,Video preview,2000,52,2.10,0,123,123,,33,6,27,,https://jucatorul.ro/cazino/recenzii/betano-casino/inregistrare/,,https://jucatorul.ro/cazino/recenzii/betano-casino/bonus-fara-depunere/,2024-06-27 22:03:36,2026-06-22 15:05:06
jocuri pacanele,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1500,70,0.91,,122,,,,6,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-10 06:35:07
las vegas.ro casino,RO,Romania,Romanian,Las Vegas.ro (Organization),true,false,true,true,true,true,"Sitelinks, Thumbnail, Image pack, Video preview",2400,0,0.77,118,,,,7,,Lost,,https://jucatorul.ro/cazino/recenzii/las-vegas/bonus-de-ziua-ta/,,,2024-06-22 02:43:18,
billion casino,RO,Romania,English,Bilion Casino (Organization),true,false,false,true,true,false,Sitelinks,2500,0,0.87,,118,,,,7,New,,,,https://jucatorul.ro/cazino/recenzii/bilion-casino/bonus-fara-depunere/,,2026-06-20 13:18:52
pacanele gratis demo,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,2400,73,0.40,0,116,116,,44,7,37,,https://jucatorul.ro/jocuri/pacanele/recenzii/sweet-bonanza/,,https://jucatorul.ro/jocuri/pacanele/recenzii/,2024-06-11 08:20:59,2026-06-07 23:31:33
contact superbet,RO,Romania,English,Superbet (Organization),true,false,false,true,false,false,"Local pack, Video preview",1000,56,5.64,0,115,115,,36,5,31,,https://jucatorul.ro/cazino/recenzii/superbet/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,2024-06-23 06:08:56,2026-06-17 04:49:09
toto gaming,RO,Romania,Romanian,TotoGaming (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",2800,0,0.79,111,,,,8,,Lost,,https://jucatorul.ro/cazino/recenzii/totogaming-casino/retragere/,,,2024-06-23 11:24:35,
verificare card las vegas,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,false,false,,700,12,0.96,26,109,83,,14,2,12,,https://jucatorul.ro/cazino/recenzii/betano-casino/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/las-vegas/verificare-cont/,2024-06-27 20:41:36,2026-06-20 23:39:32
excelbet casino,RO,Romania,English,ExcelBet (Organization),true,false,true,true,true,true,Sitelinks,1200,61,0.67,6,109,103,,18,4,14,,https://jucatorul.ro/cazino/recenzii/excelbet-casino/,,https://jucatorul.ro/cazino/recenzii/excelbet-casino/,2024-06-23 02:31:05,2026-06-16 16:48:51
casino rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,1800,72,2.89,0,108,108,,32,6,26,,https://jucatorul.ro/cazino/recenzii/frankcasino/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-21 05:54:30,2026-06-08 01:03:40
cazinouri online bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,3800,71,2.33,2,108,106,,21,10,11,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/fara-depunere/,2024-06-06 22:57:24,2026-06-24 07:16:53
rotiri gratuite la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,1100,74,3.11,0,105,105,,64,4,60,,https://jucatorul.ro/cazino/recenzii/don-casino/rotiri-gratuite/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-22 18:46:19,2026-06-01 07:23:32
superbet contact nr telefon bucuresti,RO,Romania,Romanian,"Superbet (Organization), Bucharest (Location)",true,true,false,true,false,false,Local pack,900,50,1.21,,104,,,,4,New,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,,2026-06-12 17:44:57
netbet rotiri gratuite,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,false,,900,55,1.62,11,104,93,,13,3,10,,https://jucatorul.ro/cazino/recenzii/netbet-casino/rotiri-gratuite/,,https://jucatorul.ro/cazino/recenzii/netbet-casino/200-rotiri-gratuite/,2024-06-24 02:07:48,2026-06-08 12:38:16
5 dazzling demo,RO,Romania,English,5 Dazzling Hot (Product),true,false,false,true,false,false,Video preview,1400,0,0.65,0,104,104,,37,5,32,,https://jucatorul.ro/jocuri/pacanele/recenzii/20-dazzling-hot/,,https://jucatorul.ro/jocuri/pacanele/recenzii/5-dazzling-hot/,2024-06-23 15:05:04,2026-06-15 16:59:43
aparate demo,RO,Romania,Romanian,,false,false,false,true,false,false,,3300,76,0.44,,102,,,,9,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-24 21:25:15
rotiri gratuite fara depunere shining crown,RO,Romania,Romanian,Shining Crown (Product),true,false,false,true,true,false,,1700,50,1.86,,102,,,,6,New,,,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,,2026-06-05 19:58:37
suport superbet contact,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Video preview,900,54,,,102,,,,3,New,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,,2026-06-20 10:17:13
pacanele gratis online,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,1800,77,0.60,,102,,,,9,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-05 05:19:50
cod bonus casino,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,300,45,1.23,9,102,93,,5,1,4,,https://jucatorul.ro/bonusuri/coduri/,,https://jucatorul.ro/bonusuri/coduri/,2024-06-06 08:23:13,2026-06-07 12:55:48
