#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
26,bonus pariuri online,ro,67,150,10.00,,pariuri bonus,2026-06-14 23:41:24,Sitelinks,200,1700,1800,2015-09-13,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"42, 34, 52, 52, 52, 70, 52, 70, 116, 102, 102, 118, 146, 115, 154, 140, 154, 149, 142, 149, 151, 153, 149, 144","143, 140, 148, 147, 151, 150, 143, 149, 151, 153, 149, 144",Sports betting
27,cele mai bune cote la pariuri,ro,44,150,0.90,,pariuri sportive,2026-06-12 01:28:39,Sitelinks,200,11000,11000,2015-09-28,"Informational,Commercial,Non-branded,Non-local",Romanian,"116, 57, 72, 95, 69, 44, 71, 264, 394, 148, 186, 125, 247, 256, 289, 129, 135, 88, 107, 135, 137, 102, 100, 92","92, 84, 90, 88, 83, 85, 76, 95, 102, 67, 67, 59",Sports betting
28,betfair aplicatie,ro,41,150,,,betfair aplicatie,2026-07-06 16:45:56,,200,250,250,2016-10-21,"Informational,Transactional,Branded,Non-local",Romanian,"31, 33, 31, 34, 34, 35, 33, 29, 37, 35, 40, 44, 132, 151, 137, 132, 150, 243, 251, 207, 136, 142, 148, 129",,Sports betting; Add-ons
29,betfair sport,ro,63,150,1.20,,betfair sportsbook,2026-07-03 02:29:31,,6200,600,600,2017-08-12,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"315, 399, 422, 431, 411, 509, 558, 906, 494, 345, 372, 207, 85, 100, 85, 85, 71, 109, 159, 149, 183, 150, 134, 114",,Sports betting; Sports
30,bet ro,ro,73,150,1.40,,netbet.ro,2026-06-14 23:01:09,,200,12000,14000,2016-04-05,"Branded,Non-local",,"68, 58, 87, 136, 160, 127, 119, 108, 128, 139, 122, 118, 184, 214, 210, 130, 142, 127, 107, 103, 97, 103, 88, 81","81, 72, 85, 83, 98, 87, 70, 63, 61, 67, 55, 47",Networks
31,betfair apps,ro,72,100,1.50,,betfair sportsbook,2026-07-07 16:15:24,"People also ask,Sitelinks",600,70,26000,2016-09-16,"Informational,Commercial,Transactional,Branded,Non-local",English,"39, 35, 31, 37, 37, 38, 34, 32, 33, 34, 36, 34, 105, 109, 138, 108, 106, 136, 119, 144, 128, 116, 137, 128",,Sports betting; Add-ons
32,cont pariuri sportive,ro,78,100,10.00,,casa pariurilor,2026-06-27 12:09:30,,200,347000,379000,2016-02-20,"Informational,Commercial,Non-branded,Non-local",Romanian,"37, 46, 111, 49, 28, 45, 123, 69, 67, 86, 72, 60, 82, 95, 95, 100, 89, 93, 136, 131, 123, 93, 84, 91",,Sports betting
33,betfair pariuri,ro,13,100,5.00,0.97,betfair,2026-07-02 03:45:59,,150,11000,11000,2015-10-21,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"26, 27, 27, 34, 36, 22, 34, 101, 121, 121, 68, 33, 71, 82, 262, 67, 61, 77, 113, 97, 115, 96, 95, 93","63, 53, 100, 107, 97, 80, 116, 100, 118, 99, 98, 96",Sports betting; Sports
34,bonusuri pariuri sportive,ro,64,100,6.00,,pariuri bonus,2026-06-04 16:42:09,Sitelinks,100,1700,1800,2016-02-17,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"15, 15, 16, 21, 17, 11, 30, 21, 13, 19, 32, 8, 83, 91, 67, 105, 117, 118, 147, 119, 122, 112, 95, 84",,Sports betting
35,bonusuri case pariuri,ro,57,100,4.50,,pariuri bonus,2026-06-14 20:55:05,Sitelinks,100,1700,1800,2016-04-26,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"11, 13, 5, 14, 9, 10, 7, 9, 8, 20, 16, 4, 101, 104, 101, 118, 135, 110, 130, 81, 95, 101, 88, 89",,Sports betting
36,oferte pariuri,ro,79,100,5.00,,pariuri bonus,2026-06-15 21:19:22,,150,1700,1800,2015-09-12,"Informational,Commercial,Non-branded,Non-local",Romanian,"49, 43, 49, 65, 64, 77, 63, 49, 93, 94, 115, 91, 91, 81, 164, 154, 127, 148, 120, 138, 135, 117, 111, 104","108, 111, 141, 140, 148, 145, 121, 140, 137, 118, 112, 106",Sports betting
37,siteuri pariuri sportive,ro,77,100,8.00,,agentii pariuri online,2026-06-22 00:42:10,,200,1600,1900,2015-11-06,"Informational,Commercial,Non-branded,Non-local",Romanian,"30, 27, 28, 18, 8, 18, 4, 23, 48, 28, 24, 30, 104, 102, 114, 128, 96, 92, 121, 116, 144, 122, 143, 119",,Sports betting; Sports
38,site uri pariuri,ro,76,100,10.00,,cele mai bune case de pariuri online,2026-06-10 06:38:40,Sitelinks,150,1600,1900,2016-12-18,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"42, 61, 81, 116, 113, 79, 79, 81, 80, 66, 85, 105, 180, 184, 131, 93, 71, 72, 72, 87, 78, 68, 75, 67","81, 80, 84, 89, 85, 84, 83, 97, 88, 79, 86, 78",Sports betting
39,betfair app,ro,65,90,2.50,1.04,betfair apps,2026-06-21 14:57:40,People also ask,14000,30,5100,2015-09-18,"Informational,Transactional,Branded,Non-local",English,"95, 80, 76, 116, 74, 46, 46, 89, 71, 111, 94, 89, 97, 78, 83, 77, 95, 105, 93, 94, 88, 90, 91, 86","69, 68, 115, 102, 102, 98, 93, 95, 88, 91, 91, 86",Sports betting; Add-ons
40,bonus case de pariuri,ro,62,90,4.50,,pariuri bonus,2026-06-22 03:14:59,Sitelinks,150,1700,1800,2016-07-05,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"20, 19, 23, 23, 23, 26, 22, 30, 45, 45, 38, 32, 40, 48, 68, 38, 41, 32, 40, 38, 48, 44, 549, 445",,Sports betting
41,pariaza online,ro,78,90,18.00,1.24,unibet.ro,2026-06-16 20:56:32,Sitelinks,150,14000,15000,2015-09-13,"Informational,Commercial,Transactional,Branded,Non-local",Romanian,"147, 76, 123, 90, 89, 112, 101, 61, 137, 86, 71, 56, 72, 96, 130, 101, 98, 92, 86, 99, 103, 85, 82, 85","106, 94, 116, 95, 93, 92, 86, 100, 103, 85, 82, 85",Sports betting; Sports
42,bonusuri pariuri,ro,65,80,6.00,1.51,casa pariurilor,2026-06-14 23:00:23,Sitelinks,150,346000,378000,2015-09-25,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"14, 18, 15, 22, 18, 75, 18, 107, 155, 151, 106, 105, 36, 34, 53, 37, 187, 52, 56, 52, 47, 46, 222, 45","95, 43, 18, 36, 115, 103, 58, 76, 96, 69, 37, 45",Sports betting
43,betfair ro,ro,30,70,2.00,,betfair,2026-07-02 20:36:38,Sitelinks,200,11000,11000,2015-10-26,"Navigational,Transactional,Branded,Non-local",,"35, 41, 43, 54, 69, 51, 62, 50, 37, 48, 50, 40, 57, 63, 67, 64, 65, 94, 102, 108, 64, 58, 53, 67","67, 82, 79, 82, 80, 78, 76, 81, 78, 73, 72, 68",Sports betting; Sports
44,betfair login,ro,49,70,1.10,,betfair sportsbook,2026-06-29 09:11:22,,55000,200,300,2015-10-20,"Navigational,Transactional,Branded,Non-local",English,"45, 91, 275, 229, 55, 62, 33, 45, 55, 59, 44, 53, 90, 113, 63, 61, 41, 48, 37, 34, 70, 56, 100, 80",,Sports betting
45,betfair cluj,ro,30,70,1.20,1,betfair romania development,2026-06-21 05:14:25,,70,70,150,2015-09-02,"Informational,Branded,Local",,"112, 101, 118, 114, 84, 67, 90, 164, 71, 65, 52, 67, 45, 66, 56, 87, 61, 58, 73, 86, 85, 67, 67, 60","59, 57, 66, 79, 61, 58, 73, 85, 85, 67, 67, 60",Internet; Development; Job; Business
46,bonus betfair,ro,55,70,4.00,1.4,100 rotiri gratuite fara depunere,2026-06-11 20:00:19,,1400,300,300,2015-12-17,"Informational,Commercial,Branded,Non-local",English,"61, 56, 54, 71, 80, 71, 74, 73, 67, 62, 65, 72, 61, 56, 54, 71, 80, 71, 74, 73, 67, 62, 65, 72","61, 56, 55, 71, 80, 71, 74, 73, 67, 62, 65, 72",Sports betting
47,siteuri de pariuri,ro,76,60,8.00,0.76,unibet.ro,2026-06-16 09:57:17,Sitelinks,70,14000,15000,2015-10-17,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"27, 35, 33, 41, 47, 28, 42, 32, 39, 34, 25, 15, 46, 58, 43, 54, 74, 81, 50, 50, 33, 59, 59, 53",,Sports betting
48,pariu bonus,ro,58,60,2.50,,pariuri bonus,2026-06-28 06:20:15,,70,1700,1700,2015-10-27,"Informational,Commercial,Branded,Non-local",Romanian,"50, 8, 4, 8, 8, 12, 15, 13, 18, 24, 20, 7, 21, 28, 59, 21, 17, 54, 88, 87, 81, 65, 136, 61","59, 49, 49, 65, 76, 88, 88, 78, 81, 65, 73, 60",Sports betting
49,betfair contact,ro,58,50,1.60,1.03,betfair contact,2026-07-08 16:12:55,,400,30,30,2015-10-30,"Informational,Branded,Local",English,"69, 77, 55, 65, 71, 25, 37, 37, 56, 46, 37, 28, 50, 31, 32, 38, 46, 76, 97, 57, 51, 28, 49, 44",,Sports betting; Business
50,betfair sports,ro,63,50,1.20,,betfair sportsbook,2026-06-16 03:49:55,,9600,700,700,2018-05-18,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",English,"24, 46, 10, 26, 9, 12, 6, 10, 22, 11, 23, 7, 59, 62, 88, 39, 30, 31, 11, 47, 50, 62, 120, 67",,Sports betting
