#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,mozart bet,ro,46,150,1.60,1.01,mozzartbet,2026-06-06 11:17:45,Sitelinks,1700,12000,526000,2015-09-13,"Informational,Commercial,Transactional,Branded,Non-local",English,"96, 172, 234, 270, 207, 173, 128, 171, 158, 256, 133, 44, 53, 129, 191, 227, 164, 130, 85, 128, 115, 213, 90, 1","10, 86, 149, 184, 121, 87, 42, 85, 72, 170, 47, 1",Sports betting
12,mozzart bet casino,ro,70,150,2.50,,mozzart casino,2026-07-03 02:13:01,,400,500,5600,2019-07-10,"Navigational,Commercial,Transactional,Branded,Non-local",English,"152, 183, 173, 155, 179, 251, 200, 186, 181, 178, 160, 166, 145, 177, 156, 138, 163, 235, 184, 170, 165, 163, 145, 151","130, 162, 141, 124, 149, 221, 169, 156, 151, 149, 131, 137",Sports betting
13,mozzartbet apk,ro,54,150,1.00,,mozzartbet apk,2026-06-05 09:36:09,People also ask,400,40,150,2017-11-30,"Commercial,Transactional,Branded,Non-local",English,"3, 6, 5, 2, 2, 3, 5, 1, 4, 7, 10, 1, 95, 126, 169, 153, 134, 168, 158, 155, 99, 90, 107, 112",,Sports betting
14,mozzartbet contact,ro,59,100,0.10,,mozzart bet romania,2026-06-23 05:20:13,,150,30,30,2016-03-09,"Informational,Branded,Non-local",English,"32, 27, 33, 41, 35, 72, 63, 40, 54, 87, 59, 50, 54, 71, 52, 102, 116, 178, 153, 151, 94, 92, 92, 76",,Sports betting; Business
15,mozzart casino bonus,ro,49,100,0.45,,mozzart ro,2026-06-12 02:31:39,,300,0,0,2020-05-25,"Informational,Commercial,Branded,Non-local",English,"47, 66, 83, 78, 82, 200, 166, 198, 385, 457, 454, 200, 115, 66, 59, 113, 109, 130, 113, 122, 120, 123, 120, 89","65, 72, 62, 58, 53, 66, 67, 68, 76, 75, 80, 47",Gambling
16,mozzart pariuri online,ro,24,90,1.40,,pariuri mozzart,2026-06-07 13:48:00,Sitelinks,100,200,200,2015-09-01,"Informational,Commercial,Branded,Non-local",Romanian,"221, 78, 179, 158, 153, 134, 138, 95, 86, 35, 41, 44, 108, 120, 90, 86, 121, 107, 91, 62, 59, 84, 87, 73",,Sports betting
17,motard bet,ro,53,90,0.50,,mozzartbet,2026-07-02 13:41:33,Sitelinks,90,13000,532000,2015-10-17,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"10, 18, 15, 10, 6, 25, 6, 8, 17, 13, 21, 3, 20, 16, 7, 0, 43, 2, 3, 7, 97, 624, 293, 276",,Sports betting
18,mozart casino,ro,67,80,1.60,,mozzart,2026-07-06 01:25:44,,250,22000,22000,2020-02-13,"Informational,Navigational,Commercial,Branded,Non-local",Romanian,"151, 90, 87, 104, 103, 134, 69, 65, 95, 71, 60, 63, 81, 92, 61, 139, 14, 43, 82, 121, 75, 69, 42, 43",,Sports betting
19,mozzart cazino,ro,58,60,1.20,,mozzart casino,2026-06-09 15:41:22,,150,250,5900,2020-11-27,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"81, 89, 90, 106, 64, 166, 78, 85, 101, 53, 41, 34, 44, 56, 193, 108, 34, 21, 51, 94, 48, 44, 18, 34",,Lottery
20,aplicatie mozzart,ro,47,60,0.15,,aplicatie mozzart,2026-07-01 13:44:43,,60,40,40,2016-05-01,"Informational,Transactional,Branded,Non-local",Romanian,"8, 12, 11, 13, 19, 79, 5, 3, 9, 11, 14, 3, 56, 58, 47, 71, 81, 69, 80, 63, 60, 60, 58, 49",,Sports betting; Add-ons
21,mozzartbet app,ro,65,60,0.90,,mozzartbet romania,2026-06-28 08:06:21,,6300,90,150,2016-04-25,"Informational,Transactional,Branded,Non-local",English,"13, 16, 17, 11, 6, 10, 60, 37, 80, 8, 12, 4, 66, 68, 54, 39, 40, 59, 67, 89, 69, 55, 61, 72",,Sports betting; Add-ons
22,mozzart sport,ro,33,60,0.70,0.96,vesti sport,2026-06-27 20:59:54,Sitelinks,54000,80,110000,2015-09-12,"Informational,Branded,Non-local",Serbian,"13, 5, 43, 55, 50, 29, 20, 18, 99, 43, 13, 8, 55, 76, 205, 86, 42, 80, 76, 44, 27, 29, 29, 1",21,Sports news; Sports
23,mozzartbet verificare bilet,ro,52,60,0.20,1.18,verificare bilet mozzart,2026-07-05 22:15:30,,60,250,250,2015-09-06,"Informational,Transactional,Branded,Non-local",Romanian,"44, 49, 50, 51, 19, 16, 15, 2, 0, 2, 1, 0, 55, 53, 41, 44, 56, 82, 95, 82, 39, 55, 55, 55",,Sports betting
24,mozzart loto,ro,38,60,0.07,1.41,mozzart loto rezultate,2026-06-05 18:31:57,,60,20,20,2015-09-02,"Informational,Branded,Non-local",Romanian,"127, 86, 153, 104, 99, 126, 101, 41, 40, 66, 82, 62, 64, 53, 94, 62, 59, 40, 54, 51, 60, 49, 59, 51","63, 54, 91, 76, 76, 60, 51, 49, 57, 48, 57, 50",Lottery
25,mozzart bet verificare bilet,ro,52,50,0.20,,verificare bilet mozzart,2026-07-06 10:40:58,,50,300,300,2015-11-24,"Informational,Transactional,Branded,Non-local",Romanian,"40, 47, 39, 42, 22, 17, 7, 1, 0, 0, 0, 0, 52, 45, 38, 45, 35, 62, 84, 60, 41, 49, 53, 51",,Sports betting
