#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (07-2024 - 06-2026),SV Forecasting trend (07-2026 - 07-2027),Category
11,cazino,ro,76,8800,2.50,0.51,betano,2026-07-07 17:25:03,,34000,45000,47000,2015-09-02,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"5595, 5806, 5110, 5190, 5542, 6598, 7558, 10752, 11673, 8591, 8859, 7690, 8209, 10797, 8270, 7506, 8070, 9027, 8382, 9840, 9721, 9061, 8710, 9251","11716, 12414, 9494, 8604, 9235, 10315, 9564, 11212, 11060, 10296, 9883, 10483",Gambling
12,cazinouri online noi,ro,78,8700,1.60,,casino online romania,2026-07-08 08:48:01,Sitelinks,9300,61000,66000,2018-11-29,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"726, 879, 908, 399, 1327, 511, 4552, 10416, 12805, 6951, 6859, 5484, 5912, 8733, 10390, 10614, 8984, 10594, 12954, 10133, 6903, 6142, 7499, 6159","5978, 6019, 5902, 5513, 5304, 5066, 5321, 5656, 5583, 4820, 4571, 4182",Gambling
13,cazino online,ro,80,8700,3.00,1.08,betano,2026-07-06 03:55:27,"Top ads,Paid sitelinks,Bottom ads,Video preview",11000,52000,57000,2015-09-02,"Commercial,Transactional,Non-branded,Non-local",Romanian,"4198, 4251, 4586, 4517, 4451, 5293, 6877, 9418, 11145, 7107, 7089, 5656, 7314, 7612, 9014, 9327, 9172, 10587, 9579, 9109, 10067, 8729, 8469, 8100","8538, 11123, 10002, 10715, 9855, 9514, 9844, 9310, 10244, 8851, 8564, 8172",Gambling
14,casino online nou,ro,76,8600,2.00,,cazinouri online,2026-07-07 20:06:26,Sitelinks,9200,22000,24000,2020-01-27,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"1396, 1414, 1714, 2138, 2608, 3290, 6156, 13388, 14068, 9226, 7592, 6158, 7765, 9602, 11456, 11657, 11533, 9691, 11808, 9271, 6431, 3804, 4586, 5677","5280, 5346, 5075, 4839, 4468, 4340, 4413, 4844, 4556, 3886, 3425, 3064",Gambling
15,cazinou,ro,61,8300,2.00,0.57,cazinou,2026-07-08 23:50:22,,9200,350,450,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"2057, 2337, 2154, 2269, 1957, 3093, 4700, 7166, 7538, 2186, 5218, 2381, 2739, 7402, 6998, 8127, 5981, 5795, 7582, 26757, 18368, 3286, 3641, 9563","10597, 15764, 15213, 16264, 13978, 14011, 16242, 35397, 24626, 13932, 17499, 14770",Gambling
16,cazinouri online romania,ro,81,8000,2.00,,casino online romania,2026-07-10 02:05:14,,9800,31000,33000,2016-01-02,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"2304, 2293, 2388, 3458, 2877, 2803, 5359, 12204, 12546, 8134, 2240, 2180, 6925, 8405, 9973, 10223, 10151, 10222, 12266, 9556, 6515, 3794, 5292, 4988","4886, 4732, 4431, 4120, 3636, 3459, 3502, 3696, 3375, 2790, 1950, 1712",Gambling
17,casino nou romania,ro,78,7500,1.20,,casino online romania,2026-07-08 22:34:21,,7900,59000,64000,2020-06-21,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"1260, 502, 415, 485, 1871, 642, 4426, 11978, 12437, 6673, 7938, 6448, 6760, 8403, 9875, 10124, 10032, 9960, 10283, 8046, 6594, 3255, 3432, 3073","2988, 2899, 3067, 3276, 3280, 3126, 3597, 3972, 4003, 3383, 3571, 3211, 3126",Gambling
18,cazinouri romania,ro,75,6300,3.00,1.19,cazinouri online,2026-07-05 02:00:32,,6800,41000,42000,2015-09-12,"Informational,Commercial,Non-branded,Local",Romanian,"789, 901, 908, 906, 919, 1426, 3437, 11215, 10028, 6258, 6248, 5012, 5251, 6473, 7758, 7959, 6653, 6733, 9556, 9268, 5008, 2363, 3425, 4529","4989, 5473, 5650, 5401, 5008, 5775, 7359, 7859, 5099, 4365, 5569, 4987",Gambling; Business
19,onjn,ro,0,6200,2.00,1.09,onjn,2026-07-08 08:19:23,Sitelinks,6800,8400,12000,2015-09-01,"Non-branded,Non-local",,"3894, 6641, 1781, 2698, 2960, 2502, 2876, 219, 13055, 7395, 6267, 6985, 5517, 9315, 2475, 3716, 4043, 3390, 3867, 31, 17311, 9742, 8205, 9090","7139, 11989, 3169, 4734, 5126, 4279, 4859, 4, 21567, 12089, 10143, 11196",/Other
20,lista cazinouri online romania,ro,64,6200,1.10,,lista cazinouri online romania,2026-07-07 17:03:39,,6700,4200,4300,2017-11-30,"Informational,Commercial,Non-branded,Non-local",Romanian,"1020, 1311, 527, 1888, 531, 1950, 5413, 10326, 10823, 8124, 6825, 5500, 6819, 7006, 8360, 8588, 7007, 6985, 8512, 6418, 4297, 1778, 3652, 3105","4029, 3792, 4193, 4328, 3425, 4403, 6037, 5223, 4169, 2784, 3093, 2912",Lottery; Business
21,cazino romania,ro,82,5800,6.00,,casino online romania,2026-07-08 01:54:40,,6500,61000,66000,2015-10-24,"Informational,Commercial,Non-branded,Local",Romanian,"496, 516, 518, 509, 976, 1562, 4060, 7158, 13253, 7293, 6197, 5052, 6556, 6647, 7582, 8875, 6187, 6177, 8974, 5936, 3325, 1588, 2826, 2402","2720, 2587, 2795, 2823, 2005, 2601, 3617, 2561, 3122, 1276, 2175, 2344",Gambling; Business
22,toto gaming,ro,51,4400,0.80,,totogaming,2026-07-06 12:02:16,Sitelinks,11000,196000,196000,2020-01-27,"Informational,Commercial,Branded,Non-local",English,"518, 482, 2905, 465, 536, 621, 5002, 4101, 4898, 4000, 3959, 311, 467, 403, 4015, 3998, 4076, 4944, 7941, 6492, 7315, 6223, 6163, 2495","2820, 3014, 6768, 6328, 5668, 6022, 8689, 7207, 7997, 6874, 6784, 3088",Lottery
23,maxbet.ro,ro,54,4000,1.60,1.01,maxbet,2026-07-06 04:56:35,Video preview,4500,176000,176000,2015-11-24,"Navigational,Transactional,Branded,Non-local",,"3291, 3297, 3993, 4054, 3958, 4803, 4720, 3939, 4136, 4142, 4156, 3306, 3375, 4002, 4067, 4202, 3933, 4910, 4080, 4227, 4189, 4093, 3755, 3423","3401, 3452, 3859, 4581, 4286, 4934, 4343, 4498, 4457, 4352, 3992, 3638",Sports betting
24,casino romania,ro,83,3700,3.50,1,cazinouri online,2026-07-01 01:05:57,Video preview,6400,31000,33000,2015-09-11,"Informational,Commercial,Transactional,Non-branded,Non-local",English,"3066, 3106, 3129, 3214, 3209, 3466, 3438, 3375, 3426, 3425, 3310, 3453, 3510, 3550, 3573, 3658, 3653, 3910, 3882, 3820, 3870, 3870, 3754, 3898","3955, 3994, 4018, 4103, 4097, 4355, 4327, 4264, 4315, 4314, 4199, 4342",Gambling
25,casinouri online,ro,82,3700,3.00,,cazinouri online,2026-07-09 04:29:14,Sitelinks,4000,38000,39000,2015-09-04,"Informational,Commercial,Non-branded,Non-local",Romanian,"1452, 353, 1465, 1467, 1472, 2146, 3090, 5628, 5356, 3580, 3569, 2841, 3014, 3725, 4397, 4624, 3784, 4355, 4689, 4060, 3262, 2481, 2674, 3117","3116, 3042, 3082, 3002, 2812, 2868, 2928, 3020, 2840, 2613, 2726, 2673",Gambling
26,superbet contact,ro,58,2300,2.50,1.21,superbet contact,2026-06-20 01:44:49,Video preview,2500,7900,7900,2015-09-22,"Informational,Branded,Local",English,"1551, 1579, 1925, 2016, 2358, 2387, 2435, 2537, 2133, 1717, 1696, 1355, 1434, 1773, 2637, 3110, 2197, 2734, 2649, 2648, 2662, 2221, 2211, 2023","1979, 2272, 2433, 2679, 2785, 2564, 2650, 2649, 2663, 2222, 2212, 2023",Sports betting; Business
27,casino online romania nou,ro,78,2000,1.50,,cazinouri online,2026-06-19 22:38:15,,2300,52000,57000,2022-05-19,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"362, 433, 365, 432, 523, 536, 543, 652, 792, 656, 1008, 835, 1155, 1421, 1616, 2009, 2197, 2527, 2437, 2557, 2595, 2393, 2828, 2470","2907, 3030, 2996, 3105, 3058, 3231, 2913, 3033, 3071, 2869, 3304, 2945",Gambling
28,casino nou,ro,76,2000,1.10,,cazino nou,2026-07-07 11:01:34,Sitelinks,2100,700,800,2020-07-13,"Informational,Commercial,Non-branded,Non-local",Romanian,"194, 659, 908, 1173, 1413, 1434, 1473, 1440, 1443, 1204, 268, 274, 473, 2062, 1983, 2851, 2574, 2502, 2473, 2392, 2322, 2093, 1513, 2026","2219, 3115, 2479, 2952, 2361, 2299, 2235, 2155, 2084, 1855, 1275, 1788",Gambling
29,don.ro,ro,44,1900,1.20,,don ro,2026-07-03 12:25:08,"Sitelinks,Video preview",2400,26000,27000,2018-07-27,"Navigational,Branded,Non-local",,"1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850","1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850, 1850",Development
30,hattrick,ro,15,1900,0.09,0.98,hattrick,2026-07-09 16:14:46,"Knowledge panel,Video preview",80000,1900,19000,2015-09-01,"Informational,Branded,Non-local",English,"1980, 1966, 2141, 2008, 1973, 2107, 1885, 1802, 2028, 2019, 1867, 1922, 1909, 1897, 2067, 1940, 1908, 2039, 1826, 1747, 1967, 1959, 1813, 1867","1857, 1846, 2013, 1890, 1859, 1989, 1782, 1706, 1921, 1915, 1773, 1827",Sports games; Soccer
31,l1254450w001663,ro,6,1700,0.40,,casa pariurilor,2026-06-28 14:37:12,"Sitelinks,Video preview",1900,347000,379000,2025-07-03,"Informational,Non-branded,Non-local",,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2168, 1491, 2798, 1353, 102, 1810, 2393, 2750, 2782, 2767, 546, 2472",,Technical reference
32,don. ro,ro,41,1700,1.20,,don ro,2026-06-20 02:45:49,Sitelinks,1800,26000,26000,2023-11-17,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"100, 106, 110, 538, 714, 791, 980, 1059, 1183, 1333, 1308, 1239, 1822, 250, 221, 1745, 1790, 2181, 2158, 2161, 2190, 2642, 1883, 1749","1681, 1408, 1303, 1375, 1305, 1257, 1182, 1112, 1050, 995, 923, 850",Sports betting
33,cazinouri noi online,ro,74,1600,1.00,,casino online romania,2026-07-07 07:46:00,Sitelinks,1800,61000,66000,2019-06-17,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"781, 661, 680, 325, 1174, 1802, 2181, 2651, 415, 1459, 348, 305, 1308, 1790, 1402, 1788, 1837, 1850, 1814, 1896, 1684, 1814, 1733, 1742","1917, 1986, 1977, 2022, 2082, 2284, 2310, 2393, 2181, 2310, 2229, 2238",Gambling
34,don .ro,ro,59,1500,1.20,,don ro,2026-06-22 04:15:01,"Sitelinks,Video preview",1700,26000,26000,2023-12-06,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"261, 292, 269, 458, 553, 731, 801, 784, 884, 969, 1008, 987, 1414, 1204, 1165, 1377, 1343, 1748, 1711, 1693, 1704, 2023, 1735, 1707","2136, 1663, 1745, 1959, 1916, 2276, 1996, 2019, 1898, 2006, 2009, 1981",Sports betting
35,don.ro casino,ro,51,1400,0.90,,don ro,2026-07-07 20:08:47,Sitelinks,1600,26000,26000,2023-08-14,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",Romanian,"540, 630, 926, 1233, 840, 1020, 780, 605, 900, 879, 1068, 1430, 1433, 765, 929, 1062, 881, 1708, 1767, 1428, 1467, 2071, 1559, 1564","1609, 1509, 1556, 1609, 1613, 1837, 1681, 1584, 1602, 1649, 1704, 1708",Sports betting
36,romania casino,ro,84,1400,3.50,,casino online romania,2026-07-08 20:06:18,Local pack,1700,59000,64000,2017-12-17,"Informational,Commercial,Transactional,Non-branded,Non-local",English,"341, 308, 409, 358, 357, 426, 677, 1717, 1928, 1178, 989, 837, 1002, 1409, 1331, 1430, 1306, 1530, 1456, 4035, 880, 782, 748, 690","899, 828, 806, 817, 1311, 1383, 1133, 1250, 1184, 1045, 992, 909",Gambling
37,casino online noi,ro,73,1400,2.00,,cazinouri online,2026-07-08 10:51:01,,1500,40000,42000,2019-02-19,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"331, 405, 338, 494, 601, 604, 734, 746, 726, 733, 756, 614, 1084, 1613, 1487, 1553, 1628, 1472, 1539, 1508, 1520, 1555, 1568, 1546","1850, 1955, 1702, 1787, 1828, 1734, 1827, 1797, 1808, 1844, 1856, 1834",Gambling
38,casino nou online,ro,80,1200,1.30,,casino online romania,2026-06-16 13:15:09,,1300,46000,51000,2018-02-21,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"323, 493, 492, 593, 600, 907, 1121, 923, 1342, 1353, 1126, 927, 1090, 577, 1332, 1416, 1320, 1455, 1328, 1307, 1532, 1150, 1382, 1366","1508, 1431, 1713, 1695, 1618, 1715, 1694, 1642, 1829, 1770, 1688, 1671",Gambling
39,casino romania online,ro,81,1200,2.00,,casino online romania,2026-07-09 13:43:05,,2100,35000,37000,2016-05-13,"Informational,Commercial,Transactional,Non-branded,Non-local",English,"396, 399, 328, 386, 321, 398, 408, 472, 652, 667, 667, 587, 866, 875, 989, 1022, 1210, 1468, 1323, 1333, 1483, 1340, 1434, 1314","1394, 1460, 1468, 1495, 1294, 1370, 1381, 1381, 1524, 1370, 1460, 1333",Gambling
40,don,ro,45,1200,1.30,0.25,don ro,2026-07-05 11:44:05,Sitelinks,129000,26000,26000,2015-09-01,"Informational,Non-branded,Non-local",,"1278, 1236, 1137, 1146, 1167, 1245, 1273, 1195, 1225, 1252, 1279, 1315, 1301, 1258, 1157, 1167, 1188, 1267, 1296, 1216, 1247, 1275, 1302, 1338","1325, 1281, 1178, 1187, 1210, 1290, 1319, 1238, 1269, 1298, 1325, 1362",/Other
41,cazinou online,ro,81,1100,3.50,,casino online romania,2026-07-07 19:02:51,,1600,61000,66000,2015-11-11,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"474, 477, 589, 590, 474, 3744, 4506, 571, 812, 955, 692, 584, 898, 1060, 1122, 1136, 1147, 961, 1100, 1433, 1486, 1452, 1337, 1339","1403, 1491, 1524, 1593, 1584, 1876, 2020, 1713, 1739, 1753, 1809, 1811",Gambling
42,casino noi romania,ro,73,1100,0.90,,cazinouri online,2026-07-04 06:12:24,,1100,41000,42000,2022-04-17,"Informational,Commercial,Non-branded,Local",Romanian,"389, 482, 605, 724, 720, 720, 736, 723, 472, 321, 590, 479, 739, 1635, 914, 1115, 640, 703, 950, 1437, 1741, 1244, 1188, 1223","1367, 1458, 1458, 1524, 1560, 1610, 1673, 1711, 1783, 1762, 1822, 1858",Gambling; Business
43,cazinou nou,ro,76,1000,1.20,,casino online romania,2026-07-09 18:17:30,,1000,31000,33000,2022-06-28,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"221, 273, 222, 408, 420, 620, 634, 518, 426, 277, 418, 413, 627, 1391, 1113, 1388, 983, 956, 1021, 963, 910, 843, 873, 869","919, 1013, 968, 1090, 1058, 1179, 1176, 1115, 1040, 968, 1004, 1000",Gambling
44,uni bet,ro,61,900,0.20,1.12,unibet.ro,2026-06-18 23:27:10,Video preview,9100,15000,16000,2015-09-23,"Informational,Navigational,Commercial,Transactional,Branded,Non-local",,"741, 737, 747, 902, 890, 1105, 1124, 1105, 1085, 890, 900, 730, 739, 905, 902, 931, 927, 939, 935, 926, 925, 771, 885, 858","821, 865, 838, 887, 910, 967, 951, 935, 914, 876, 885, 858",Sports betting
45,milion.ro,ro,57,900,1.40,,million casino,2026-07-03 17:22:08,"Sitelinks,Video preview",1500,19000,21000,2023-04-09,"Navigational,Transactional,Branded,Non-local",,"2735, 3467, 1474, 1444, 1599, 3404, 3240, 1930, 1619, 1327, 379, 1278, 1945, 328, 1240, 361, 181, 266, 497, 1556, 1622, 1865, 172, 1304","608, 477, 444, 3245, 457, 521, 1926, 2907, 1234, 963, 639, 722",Gambling
46,cazinouri noi online romania,ro,75,900,1.10,,cazinouri online,2026-06-29 09:33:30,Sitelinks,1000,68000,73000,2022-07-13,"Informational,Commercial,Non-branded,Non-local",Romanian,"593, 584, 734, 736, 403, 483, 326, 396, 582, 486, 594, 488, 895, 1977, 1129, 887, 854, 957, 911, 859, 818, 679, 746, 684","738, 816, 704, 661, 624, 612, 551, 527, 509, 459, 456, 419",Gambling
47,l1160665w000326,ro,50,900,1.00,,fortuna bilet,2026-06-20 22:58:20,Video preview,900,1200,1200,2016-11-22,"Informational,Non-branded,Non-local",,"1051, 1306, 1637, 1914, 1627, 1933, 1606, 1346, 1625, 676, 1891, 1576, 1846, 1873, 2302, 989, 383, 1542, 22, 11, 12, 13, 2, 10",,Technical reference
48,superbet .ro,ro,61,900,0.90,,super bet,2026-07-07 01:13:50,"Sitelinks,Video preview",1200,66000,138000,2016-05-18,"Navigational,Branded,Non-local",,"902, 918, 834, 866, 944, 1000, 1126, 977, 941, 797, 837, 740, 772, 780, 956, 1038, 946, 1027, 1057, 1036, 931, 1040, 864, 950","960, 964, 969, 1034, 1005, 987, 1019, 1012, 999, 990, 1006, 983",Sports betting
49,888casino.ro,ro,48,900,1.30,,888casino.ro,2026-07-03 23:28:10,Video preview,1200,900,1100,2016-09-12,"Navigational,Transactional,Branded,Non-local",,"947, 812, 801, 798, 793, 983, 876, 698, 702, 688, 714, 878, 759, 905, 727, 921, 1086, 864, 970, 900, 911, 914, 897, 920","926, 881, 850, 875, 937, 926, 1008, 931, 939, 939, 918, 940",Gambling
50,superbwt,ro,50,800,0.50,0.96,superbet,2026-06-22 04:13:22,"Sitelinks,Video preview",3200,1570000,1670000,2015-09-11,"Informational,Navigational,Commercial,Transactional,Branded,Local",,"576, 584, 713, 712, 707, 727, 843, 813, 830, 701, 689, 561, 593, 687, 717, 836, 833, 900, 863, 829, 822, 743, 799, 750","780, 851, 871, 904, 880, 914, 879, 845, 838, 759, 815, 766",Sports betting; Sports
51,casino online bonus,ro,79,700,1.90,,888,2026-06-21 01:20:02,,13000,89000,94000,2017-03-19,"Informational,Commercial,Transactional,Non-branded,Non-local",English,"112, 164, 189, 224, 124, 329, 731, 581, 1844, 745, 155, 568, 790, 886, 908, 804, 373, 337, 503, 996, 841, 474, 493, 529","544, 555, 561, 566, 508, 539, 584, 551, 681, 562, 499, 536",Gambling
52,crowd entertainment,ro,1,700,2.00,,lista cazinouri online romania,2026-06-18 02:49:24,"AI Overview,Thumbnail,Image pack,People also ask",900,5800,6100,2020-07-25,"Informational,Non-branded,Non-local",English,"382, 394, 413, 494, 741, 874, 861, 742, 890, 745, 626, 497, 510, 513, 759, 759, 744, 752, 729, 718, 776, 748, 757, 749","766, 758, 790, 767, 787, 785, 760, 746, 803, 773, 780, 770",Events
53,betmen .ro,ro,58,700,1.20,,betmen,2026-06-20 19:56:02,Sitelinks,800,16000,17000,2023-08-17,"Navigational,Transactional,Branded,Non-local",,"1516, 1369, 1556, 1660, 1749, 1774, 1414, 1423, 1196, 1157, 1153, 772, 803, 777, 773, 943, 772, 945, 883, 733, 672, 392, 163, 549",,Sports betting
54,superbe,ro,56,700,1.80,0.25,super bet,2026-07-08 04:07:26,"Sitelinks,Video preview",6600,59000,114000,2015-09-04,"Informational,Navigational,Commercial,Branded,Non-local",Romanian,"813, 810, 765, 797, 744, 716, 696, 684, 733, 617, 639, 802, 796, 793, 749, 780, 728, 701, 682, 669, 718, 604, 625, 785","780, 776, 733, 763, 713, 686, 667, 655, 703, 591, 612, 768",Sports betting; Sports
55,cazino nou,ro,73,700,1.80,,unibet.ro casino,2026-06-21 20:18:10,,800,450,600,2021-08-20,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"152, 229, 232, 348, 353, 430, 433, 428, 435, 434, 427, 348, 562, 800, 816, 971, 841, 711, 721, 732, 734, 721, 697, 622","837, 963, 841, 923, 743, 642, 740, 748, 749, 734, 708, 632, 846",Gambling
56,bonusuri,ro,63,700,1.80,0.48,casa pariurilor casino,2026-07-06 14:08:48,,1200,5900,6100,2015-10-05,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"355, 291, 427, 432, 425, 650, 796, 652, 775, 542, 633, 518, 597, 492, 566, 830, 699, 846, 783, 810, 789, 773, 705, 661","652, 598, 639, 745, 791, 790, 801, 825, 800, 782, 712, 666",Gambling
57,bonus casino online,ro,79,600,4.00,,bonus fara depunere,2026-07-07 22:44:03,,5000,125000,127000,2018-03-21,"Informational,Commercial,Transactional,Non-branded,Non-local",English,"306, 208, 394, 395, 329, 708, 922, 1157, 3446, 489, 997, 523, 966, 1198, 981, 370, 302, 271, 292, 480, 864, 356, 443, 366","424, 443, 408, 441, 389, 453, 457, 426, 699, 285, 364, 284",Gambling
58,lista cazinouri online,ro,59,500,3.00,,lista cazinouri online romania,2026-06-10 04:18:11,,600,5400,5800,2020-01-16,"Informational,Commercial,Non-branded,Non-local",Romanian,"249, 204, 250, 303, 312, 259, 397, 306, 290, 252, 314, 380, 581, 602, 654, 380, 460, 461, 480, 464, 469, 462, 469, 476","505, 494, 508, 484, 506, 510, 529, 513, 518, 511, 518, 525",Gambling
59,onjn approved,ro,40,500,1.80,,onjn,2026-07-06 15:40:52,,500,8400,12000,2016-01-17,"Informational,Branded,Non-local",English,"656, 670, 961, 772, 657, 749, 755, 645, 654, 547, 539, 630, 661, 736, 671, 598, 471, 489, 461, 448, 512, 435, 424, 422","410, 417, 425, 420, 410, 434, 394, 385, 447, 373, 361, 362, 350",Lottery; Executive branch; Public records
60,online casino bonus,ro,80,500,3.00,,888casino,2026-07-09 05:07:35,Sitelinks,34000,118000,121000,2018-02-17,"Informational,Commercial,Transactional,Non-branded,Non-local",English,"148, 371, 537, 778, 228, 188, 136, 112, 203, 184, 173, 196, 1006, 737, 607, 651, 380, 467, 408, 429, 399, 407, 397, 414","416, 459, 494, 588, 297, 371, 309, 343, 343, 344, 341, 363",Gambling
61,cazino.ro,ro,82,400,1.90,,cazino.ro,2026-07-05 00:01:20,,450,2800,2900,2016-04-11,"Navigational,Transactional,Branded,Non-local",,"342, 343, 479, 487, 426, 482, 469, 346, 463, 416, 458, 385, 390, 276, 272, 455, 416, 476, 437, 451, 471, 458, 495, 453","440, 419, 460, 462, 460, 440, 447, 461, 480, 465, 502, 459",Gambling
