#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (06-2024 - 05-2026),SV Forecasting trend (06-2026 - 06-2027),Category
32,cazinouri noi cu rotiri gratuite fara depunere,ro,,200,,,,,,200,,,2024-10-10,,,"0, 0, 0, 0, 46, 73, 77, 101, 111, 188, 97, 119, 194, 287, 286, 272, 177, 110, 110, 250, 98, 135, 87, 124",118,
33,cazinouri noi romania bonus fara depunere,ro,,200,1.00,,,,,200,,,2023-08-26,,,"136, 87, 262, 69, 92, 70, 69, 70, 63, 89, 112, 139, 90, 226, 237, 235, 220, 175, 132, 172, 179, 184, 182, 191","187, 196, 217, 204, 203, 195, 195, 203, 210, 214, 213, 221, 217",
34,cazinouri noi 2024,ro,,200,,,,,,200,,,2024-01-03,,,"284, 500, 673, 468, 547, 533, 663, 395, 161, 80, 97, 95, 83, 464, 605, 418, 185, 220, 134, 98, 60, 62, 49, 14",43,
35,cazinouri noi 2025 romania,ro,,200,,,,,,200,,,2025-01-12,,,"0, 0, 0, 0, 0, 0, 0, 131, 85, 174, 174, 132, 114, 214, 260, 247, 302, 287, 250, 159, 79, 76, 77, 78",78,
36,cazinouri online noi cu bonus fara depunere,ro,,150,,,,,,150,,,2024-02-05,,,"0, 0, 0, 0, 75, 111, 69, 89, 53, 96, 68, 35, 45, 97, 116, 130, 228, 221, 215, 220, 120, 70, 78, 81",78,
37,cazinouri online noi 2025,ro,,150,,,,,,200,,,2025-01-13,,,"0, 0, 0, 0, 0, 0, 0, 55, 125, 77, 81, 60, 78, 159, 205, 266, 237, 222, 315, 159, 172, 63, 66, 83",72,
38,noi cazinouri,ro,,150,,,,,,200,,,2022-08-13,,,"1, 11, 11, 7, 2, 2, 3, 2, 6, 9, 16, 10, 6, 191, 159, 145, 196, 208, 136, 126, 80, 138, 115, 92",116,
39,cazinouri noi romania 2025,ro,,150,,,,,,150,,,2025-01-10,,,"0, 0, 0, 0, 0, 0, 0, 92, 62, 89, 76, 99, 82, 190, 173, 201, 195, 198, 254, 144, 102, 85, 89, 68",82,
40,cele mai noi cazinouri,ro,,150,,,,,,200,,,2018-02-20,,,"0, 0, 13, 31, 38, 32, 27, 70, 51, 60, 71, 71, 70, 356, 460, 329, 138, 79, 91, 130, 95, 101, 104, 92",100,
41,cazinouri noi romania bonus fara depunere 2025,ro,,150,,,,,,150,,,2025-02-22,,,"0, 0, 0, 0, 0, 0, 0, 0, 4, 57, 47, 62, 108, 156, 237, 202, 245, 258, 229, 103, 114, 39, 40, 27",33,
42,cazinouri noi 2026 bonus fara depunere,ro,,150,,,,,,150,,,2026-01-09,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 500, 366, 336, 517",409,
43,rotiri gratuite fara depunere 2025 cazinouri noi,ro,,150,,,,,,150,,,2025-03-06,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 61, 145, 150, 144, 231, 239, 118, 117, 170, 88, 77, 48, 60",63,
44,cazinouri noi romania fara depunere,ro,,150,,,,,,150,,,2023-12-12,,,"0, 22, 23, 61, 54, 84, 123, 198, 75, 26, 23, 61, 52, 132, 141, 185, 199, 183, 205, 121, 84, 73, 66, 79",75,
45,cazinouri online noi fara depunere,ro,,150,,,,,,150,,,2024-12-13,,,,,
46,cazinouri noi rotiri fara depunere,ro,,100,,,,,,100,,,2024-11-26,,,,,
47,cazinouri noi in romania,ro,77,100,2.50,,cazinouri online,2026-06-10 19:20:11,,150,34000,35000,2021-07-02,"Informational,Commercial,Non-branded,Non-local",Romanian,"22, 38, 65, 42, 43, 68, 69, 85, 35, 40, 37, 56, 49, 126, 139, 299, 122, 110, 99, 123, 80, 54, 70, 133",87,Gambling; Company news
48,rotiri gratuite cazinouri noi,ro,,100,,,,,,100,,,2023-10-01,,,"2, 16, 54, 30, 38, 81, 68, 107, 29, 25, 17, 41, 23, 82, 133, 161, 164, 129, 134, 92, 159, 102, 96, 118",106,
49,cazinouri online noi 2026,ro,62,100,,,cazinouri online,2026-06-22 12:26:05,,100,,,2026-01-09,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 303, 329, 331, 319",326,
50,cazinouri online fara depunere noi,ro,,100,,,,,,100,,,2024-09-13,,,"0, 0, 0, 3, 2, 0, 0, 28, 61, 26, 55, 38, 26, 56, 121, 149, 173, 87, 115, 149, 100, 78, 86, 63",77,
51,bonus fara depunere 2025 cazinouri noi,ro,,90,,,,,,100,,,2025-03-03,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 119, 117, 64, 104, 105, 154, 202, 143, 118, 71, 58, 26, 25, 17",20,
52,cele mai noi cazinouri online din romania,ro,,90,,,,,,100,,,2024-09-18,,,"0, 0, 0, 22, 77, 52, 35, 26, 28, 19, 25, 23, 10, 62, 93, 88, 139, 68, 119, 160, 191, 58, 36, 63",53,
53,cazinouri romania noi,ro,,80,,,,,,80,,,2023-09-11,,,"0, 65, 47, 49, 48, 52, 157, 57, 30, 35, 39, 58, 48, 66, 65, 74, 73, 72, 71, 100, 90, 84, 81, 75",81,
54,top cazinouri noi,ro,,80,,,,,,80,,,2024-12-31,,,"0, 0, 0, 0, 0, 0, 1, 24, 17, 16, 14, 39, 14, 69, 85, 76, 93, 46, 86, 92, 52, 106, 107, 126",114,
55,cele mai noi cazinouri online fara depunere,ro,,80,,,,,,90,,,2024-07-13,,,,,
56,cazinouri noi romania 2026,ro,60,70,,,cazinouri online,2026-06-22 12:26:59,,80,,,2026-01-09,,,,,
57,cazinouri noi fără depunere,ro,,70,,,,,,80,,,2025-01-25,,,,,
58,cazinouri noi online 2025,ro,,60,,,,,,70,,,2025-01-27,,,,,
59,cazinouri online bonus fara depunere noi,ro,,50,,,,,,50,,,2023-12-28,,,"13, 21, 12, 3, 0, 0, 0, 0, 0, 22, 74, 90, 52, 84, 90, 40, 26, 28, 38, 36, 33, 27, 47, 63",47,
