#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (06-2024 - 05-2026),SV Forecasting trend (06-2026 - 06-2027),Category
11,top case de pariuri online,ro,57,250,5.00,1.67,case pariuri online,2026-06-13 09:50:54,Sitelinks,300,2100,2600,2015-09-11,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"51, 95, 94, 95, 139, 121, 83, 86, 150, 203, 168, 107, 137, 182, 269, 341, 230, 161, 166, 270, 206, 340, 238, 252","238, 215, 250, 263, 264, 241, 256, 243, 255, 293, 238, 258, 243",Sports betting
12,case de pariuri cu bonus,ro,56,200,7.00,,pariuri bonus,2026-06-10 21:57:13,Sitelinks,200,1700,1800,2016-11-12,"Informational,Commercial,Non-branded,Non-local",Romanian,"12, 9, 4, 4, 4, 1, 7, 9, 9, 10, 13, 13, 1, 195, 218, 205, 200, 234, 241, 255, 173, 186, 180, 204",190,Sports betting
13,case de pariuri online romania,ro,74,200,6.00,1.58,pariuri sportive,2026-05-20 21:44:23,Sitelinks,300,8300,8400,2015-09-04,"Informational,Commercial,Non-branded,Non-local",Romanian,"193, 82, 160, 166, 159, 101, 103, 106, 128, 164, 130, 163, 164, 195, 232, 170, 226, 168, 188, 242, 310, 259, 236, 265","272, 267, 284, 271, 285, 281, 284, 303, 290, 286, 280, 289, 295",Sports betting; Sports
14,case noi de pariuri online,ro,,200,2.50,,,,,200,,,2016-04-02,,,"7, 6, 19, 17, 21, 7, 9, 19, 13, 20, 32, 27, 59, 412, 493, 277, 81, 75, 88, 156, 118, 135, 131, 165",145,
15,case de pariuri bonus de bun venit,ro,,150,,,,,,150,,,2019-10-02,,,"7, 1, 5, 3, 7, 3, 1, 6, 8, 11, 12, 10, 3, 122, 131, 109, 153, 171, 151, 173, 199, 222, 236, 210",223,
16,case de pariuri cu bonus fara depunere,ro,59,150,2.00,,bonus pariuri fara depunere,2026-06-08 01:07:55,Sitelinks,200,1300,1400,2015-12-14,"Informational,Commercial,Non-branded,Non-local",Romanian,"49, 38, 50, 63, 48, 60, 40, 50, 78, 106, 86, 106, 79, 90, 154, 222, 120, 201, 116, 132, 128, 133, 129, 138","122, 123, 126, 136, 136, 142, 130, 125, 119, 125, 121",Sports betting
17,case de pariuri anglia,ro,,150,2.50,,,,,500,,,2015-09-29,,,"5, 3, 4, 9, 39, 30, 39, 50, 38, 9, 46, 128, 35, 184, 212, 132, 71, 110, 108, 335, 222, 285, 118, 121",175,
18,case de pariuri din romania,ro,,150,2.00,,,,,150,,,2015-10-20,,,"9, 7, 7, 8, 6, 5, 8, 11, 7, 11, 13, 11, 10, 77, 76, 69, 73, 84, 178, 243, 153, 190, 180, 154",175,
19,case de pariuri uk,ro,,150,4.50,,,,,700,,,2020-01-19,,,"6, 2, 3, 3, 29, 53, 34, 61, 25, 8, 27, 14, 33, 153, 92, 52, 87, 121, 144, 324, 391, 248, 212, 111",190,
20,lista case de pariuri online,ro,,150,,,,,,150,,,2015-09-23,,,,,
21,case de pariuri online legale,ro,,150,,1.21,,,,250,,,2015-09-03,"Informational,Commercial,Non-branded,Non-local",Romanian,"37, 33, 32, 35, 32, 8, 3, 6, 1, 5, 13, 7, 4, 140, 147, 126, 144, 136, 160, 169, 144, 150, 146, 178",159,Sports betting
22,bonusuri case de pariuri online,ro,,150,5.00,,,,,150,,,2015-09-19,,,,,
23,case de pariuri germania,ro,,150,1.30,,,,,600,,,2016-08-25,,,"10, 9, 8, 8, 11, 17, 12, 21, 8, 11, 9, 2, 7, 127, 143, 111, 129, 126, 201, 268, 205, 182, 179, 188",183,
24,case de pariuri cu bonus la inregistrare,ro,60,150,7.00,,pariuri bonus,2026-06-04 05:15:13,,200,1700,1800,2016-07-05,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"40, 18, 23, 31, 25, 18, 33, 28, 34, 41, 39, 45, 19, 176, 228, 176, 178, 194, 219, 202, 169, 182, 170, 163",172,Sports betting
25,cele mai bune case de pariuri,ro,67,150,6.00,1.4,agentii pariuri online,2026-06-19 22:15:36,,150,1600,1900,2015-10-17,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"71, 94, 44, 96, 73, 72, 92, 149, 150, 144, 118, 125, 98, 185, 208, 130, 148, 117, 145, 169, 160, 151, 148, 145","149, 158, 158, 154, 160, 162, 173, 189, 181, 172, 169, 166, 170",Sports betting
26,case de pariuri bonus fara depunere,ro,59,150,2.50,,bonus pariuri fara depunere,2026-06-09 12:12:34,Sitelinks,150,1300,1400,2017-05-10,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"29, 38, 28, 46, 30, 38, 33, 63, 40, 51, 37, 21, 10, 107, 150, 119, 125, 174, 171, 167, 148, 153, 160, 155",156,Sports betting
27,bonus case de pariuri online,ro,,150,6.00,,,,,150,,,2015-09-04,,,"33, 28, 32, 32, 35, 33, 33, 34, 30, 42, 51, 47, 32, 136, 149, 141, 127, 169, 157, 156, 119, 121, 123, 122",123,
28,top case de pariuri romania,ro,,150,,,,,,200,,,2015-09-06,,,"49, 37, 39, 32, 57, 68, 85, 75, 72, 25, 35, 51, 31, 107, 120, 106, 148, 197, 209, 255, 229, 257, 234, 179",223,
29,top 10 case de pariuri,ro,,150,4.00,,,,,150,,,2016-12-19,,,"46, 64, 40, 59, 80, 77, 83, 72, 62, 23, 35, 27, 9, 65, 81, 80, 81, 79, 127, 128, 110, 106, 202, 457",254,
30,care sunt cele mai bune case de pariuri online,ro,59,100,4.00,,case pariuri online,2026-02-16 11:52:56,,100,,,2015-12-09,,,,,
31,case de pariuri licentiate,ro,,100,1.60,1.19,,,,100,,,2015-09-08,"Informational,Commercial,Non-branded,Non-local",Romanian,"34, 23, 27, 28, 36, 38, 25, 28, 33, 21, 25, 33, 17, 91, 94, 90, 94, 134, 121, 148, 84, 109, 149, 152",137,Sports betting
32,case de pariuri bonus,ro,,100,6.00,,,,,100,,,2017-11-11,,,"11, 8, 5, 5, 11, 13, 7, 5, 20, 12, 14, 17, 3, 91, 99, 82, 98, 102, 108, 146, 100, 129, 151, 137",140,
33,case de pariuri legale,ro,48,100,5.00,,casedepariurilegale,2026-06-17 15:21:56,Sitelinks,1700,200,900,2015-09-23,"Informational,Commercial,Non-branded,Non-local",Romanian,"166, 170, 111, 56, 104, 106, 86, 108, 129, 107, 157, 160, 124, 175, 216, 146, 155, 153, 73, 62, 53, 54, 69, 73","32, 23, 20, 17, 63, 48, 10, 9, 8, 9, 31, 42, 6",Sports betting; Sports
34,case de pariuri moldova,ro,,100,,,,,,500,,,2021-09-22,,,"0, 5, 1, 5, 5, 4, 5, 6, 4, 2, 2, 3, 3, 69, 77, 70, 77, 87, 132, 138, 120, 133, 136, 123",131,
35,cele mai bune case de pariuri online din romania,ro,,100,,,,,,100,,,2015-11-07,,,"1, 0, 3, 0, 0, 0, 1, 0, 3, 6, 11, 5, 1, 54, 61, 55, 64, 89, 144, 162, 141, 182, 140, 135",153,
36,case de pariuri licentiate in romania,ro,,100,1.20,1.33,,,,100,,,2015-09-02,"Informational,Commercial,Non-branded,Local",Romanian,"10, 12, 8, 3, 9, 5, 10, 8, 7, 29, 33, 14, 22, 78, 82, 63, 84, 116, 142, 139, 93, 103, 135, 130",123,Sports betting
37,case de pariuri online cu cash out,ro,16,100,4.50,,case pariuri online,2026-05-27 18:30:08,,150,,,2017-07-05,,,,,
38,case de pariuri online licentiate,ro,,100,,1.78,,,,100,,,2015-09-18,"Informational,Commercial,Non-branded,Non-local",Romanian,"8, 4, 6, 5, 3, 3, 2, 4, 8, 8, 16, 17, 5, 77, 74, 79, 117, 138, 155, 168, 95, 114, 155, 140",137,Sports betting
39,case de pariuri anglia online,ro,,100,,,,,,150,,,2022-02-10,,,"5, 4, 3, 3, 21, 40, 37, 102, 38, 7, 12, 21, 8, 139, 78, 38, 44, 74, 78, 256, 210, 166, 116, 152",145,
40,case de pariuri internationale,ro,49,100,1.60,,,2026-06-01 15:06:40,,500,,,2020-02-09,,,"7, 9, 11, 14, 10, 9, 9, 6, 11, 3, 11, 18, 8, 82, 98, 97, 115, 101, 131, 170, 138, 179, 170, 175",175,
41,case de pariuri romania online,ro,,100,,,,,,100,,,2016-03-19,,,"11, 6, 5, 5, 2, 4, 8, 1, 2, 3, 9, 10, 3, 68, 76, 67, 66, 105, 144, 139, 138, 136, 142, 128",136,
42,case de pariuri legale in romania,ro,,100,2.50,,,,,150,,,2015-09-12,"Informational,Commercial,Non-branded,Local",Romanian,,,Sports betting
43,case de pariuri sportive germania,ro,,100,,,,,,400,,,2016-06-18,,,"1, 0, 1, 3, 0, 0, 1, 3, 5, 2, 2, 5, 0, 76, 87, 81, 89, 151, 123, 209, 141, 138, 136, 149",142,
44,case de pariuri care ofera bonus fara depunere,ro,,100,2.50,,,,,100,,,2015-10-01,,,"6, 4, 1, 0, 2, 0, 3, 1, 1, 6, 11, 11, 2, 77, 90, 84, 101, 132, 103, 117, 126, 128, 118, 136",128,
45,case de pariuri in romania,ro,,100,5.00,,,,,100,,,2016-04-27,,,"15, 8, 13, 9, 5, 21, 16, 20, 17, 17, 14, 18, 9, 68, 77, 71, 79, 96, 161, 151, 135, 131, 146, 129",136,
46,case de pariuri online recomandate,ro,,100,,1.12,,,,100,,,2015-09-23,"Informational,Commercial,Non-branded,Non-local",Romanian,"2, 2, 3, 1, 0, 4, 1, 1, 1, 6, 12, 7, 2, 69, 73, 66, 80, 88, 141, 139, 107, 146, 154, 130",144,Sports betting
47,case online de pariuri,ro,,90,,,,,,100,,,2016-01-15,,,"0, 2, 7, 0, 7, 2, 1, 1, 4, 4, 6, 5, 2, 62, 62, 55, 68, 96, 121, 144, 109, 132, 134, 108",125,
48,case de pariuri online germania,ro,,90,,,,,,450,,,2020-01-23,,,,,
49,promotii case de pariuri,ro,,90,4.00,,,,,100,,,2017-03-05,,,"18, 2, 7, 8, 6, 3, 6, 9, 13, 11, 20, 25, 6, 96, 98, 71, 80, 119, 121, 123, 74, 78, 89, 87",86,
50,case de pariuri bucuresti,ro,,90,2.50,1.35,,,,100,,,2015-09-24,"Informational,Commercial,Non-branded,Local",Romanian,,,Sports betting
51,case de pariuri noi 2025,ro,,90,,,,,,100,,,2025-01-28,,,,,
52,case de pariuri sportive romania,ro,,90,2.00,0.8,,,,100,,,2016-01-20,"Informational,Commercial,Non-branded,Local",Romanian,,,Sports betting
53,bonus case de pariuri,ro,62,90,4.50,,pariuri bonus,2026-06-22 03:14:59,Sitelinks,150,1700,1800,2016-07-05,"Informational,Commercial,Transactional,Non-branded,Non-local",Romanian,"16, 20, 19, 23, 23, 23, 26, 22, 30, 45, 45, 38, 32, 40, 48, 68, 38, 41, 32, 40, 38, 48, 44, 549",219,Sports betting
54,case de pariuri romanesti,ro,,90,8.00,,,,,100,,,2015-09-21,,,"21, 16, 28, 28, 31, 5, 9, 13, 10, 10, 20, 17, 10, 104, 106, 120, 92, 92, 130, 148, 77, 75, 86, 68",78,
55,case de pariuri online licentiate in romania,ro,,90,,1.41,,,,100,,,2015-09-07,"Informational,Commercial,Non-branded,Local",Romanian,"3, 1, 4, 1, 2, 1, 1, 0, 0, 4, 12, 6, 2, 70, 70, 65, 77, 103, 99, 140, 93, 113, 131, 140",128,Sports betting
56,case de pariuri live,ro,,90,,,,,,90,,,2015-09-08,,,"0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 8, 1, 73, 83, 72, 89, 92, 91, 139, 78, 112, 117, 94",108,
57,lista case de pariuri,ro,,90,,,,,,100,,,2015-12-11,,,"5, 3, 2, 2, 1, 1, 1, 5, 4, 4, 14, 12, 0, 71, 74, 71, 63, 69, 122, 160, 121, 118, 126, 112",119,
58,case de pariuri online bonus fara depunere,ro,,90,,,,,,100,,,2016-01-10,,,"1, 1, 2, 1, 3, 6, 1, 1, 3, 2, 11, 6, 1, 78, 91, 73, 96, 106, 107, 111, 102, 121, 125, 108",119,
59,case de pariuri fara depunere,ro,,80,,,,,,90,,,2017-01-30,,,"8, 19, 6, 14, 9, 5, 19, 23, 2, 20, 7, 12, 8, 60, 84, 67, 72, 78, 100, 135, 98, 83, 98, 104",96,
60,case de pariuri spania,ro,,80,,,,,,450,,,2017-01-23,,,,,
61,top 3 case de pariuri online,ro,,80,,,,,,80,,,2015-10-27,,,"27, 24, 29, 10, 45, 60, 61, 57, 39, 3, 9, 8, 0, 57, 56, 52, 60, 59, 106, 111, 86, 126, 126, 96",116,
62,oferte case de pariuri,ro,68,80,3.50,,pariuri bonus,2026-06-24 22:18:48,Sitelinks,80,1700,1700,2015-10-16,"Informational,Commercial,Non-branded,Non-local",Romanian,"63, 43, 32, 41, 43, 37, 38, 44, 41, 42, 33, 50, 17, 63, 71, 83, 71, 86, 103, 135, 78, 62, 59, 63",63,Sports betting
63,case de pariuri online legale romania,ro,,80,,,,,,80,,,2016-06-14,,,"1, 4, 3, 1, 1, 0, 0, 0, 0, 3, 8, 3, 1, 57, 60, 51, 61, 63, 77, 116, 95, 119, 122, 100",115,
64,case de pariuri legale ro,ro,40,80,,,casedepariurilegale,2026-06-08 00:28:00,Sitelinks,500,200,900,2023-04-21,"Informational,Commercial,Non-branded,Non-local",Romanian,"99, 144, 72, 21, 44, 41, 53, 57, 58, 88, 102, 76, 52, 124, 114, 90, 69, 48, 50, 86, 70, 94, 114, 95",102,Sports betting; Business
65,lista case de pariuri sportive,ro,,80,,,,,,80,,,2015-10-07,,,"2, 3, 1, 0, 2, 0, 1, 0, 0, 4, 10, 7, 0, 58, 59, 55, 57, 52, 130, 110, 86, 93, 111, 115",107,
66,case de pariuri online romania legale,ro,,70,,,,,,80,,,2015-09-09,,,"0, 1, 2, 0, 2, 0, 2, 0, 2, 2, 9, 6, 1, 57, 57, 53, 60, 53, 68, 117, 94, 103, 118, 87",103,
67,cate case de pariuri sunt in romania,ro,48,70,0.90,,case pariuri online,2026-05-21 04:51:16,Sitelinks,80,1600,1900,2015-11-27,"Informational,Non-branded,Local",Romanian,,,Sports betting
68,top 10 case de pariuri online,ro,,70,,,,,,80,,,2017-03-04,,,,,
69,case de pariuri online internationale,ro,,70,,,,,,500,,,2016-10-03,,,,,
70,top 5 case de pariuri online,ro,,70,1.20,,,,,80,,,2017-01-27,,,,,
71,case de pariuri deschise azi,ro,38,70,0.80,,program superbet de paste,2026-05-28 00:52:44,Sitelinks,80,10,10,2017-02-10,"Informational,Commercial,Non-branded,Local",Romanian,"13, 5, 4, 6, 4, 5, 36, 37, 3, 9, 43, 9, 3, 42, 44, 35, 103, 61, 145, 122, 52, 62, 113, 69",82,Sports betting; Business
72,case de pariuri cu cash out,ro,,70,3.50,,,,,70,,,2015-11-06,,,"9, 12, 9, 11, 20, 13, 10, 14, 10, 16, 22, 13, 4, 55, 66, 61, 66, 82, 71, 90, 81, 96, 76, 79",85,
73,case de pariuri online in romania,ro,,70,3.50,,,,,70,,,2016-10-10,,,"0, 0, 0, 0, 1, 3, 1, 2, 0, 4, 3, 2, 2, 48, 50, 44, 45, 45, 108, 108, 94, 95, 99, 95",97,
74,case de pariuri online top,ro,,70,4.00,,,,,70,,,2015-11-20,,,"28, 32, 13, 23, 39, 30, 10, 10, 19, 4, 10, 4, 0, 48, 59, 56, 63, 80, 122, 117, 70, 96, 86, 66",84,
75,case de pariuri din strainatate,ro,,60,2.50,,,,,400,,,2018-06-01,,,"2, 1, 1, 0, 2, 4, 0, 0, 1, 6, 16, 11, 1, 52, 52, 35, 61, 55, 70, 78, 58, 61, 62, 65",64,
76,case de pariuri online acreditate,ro,,60,,,,,,70,,,2016-07-24,,,,,
77,case de pariuri online legale în românia,ro,,60,,,,,,60,,,2020-01-11,,,"1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 55, 49, 51, 60, 45, 91, 119, 39, 55, 61, 52",57,
78,case de pariuri bonusuri,ro,,60,6.00,,,,,70,,,2016-02-19,,,"5, 0, 4, 5, 1, 5, 5, 7, 2, 7, 14, 17, 1, 61, 61, 52, 63, 53, 61, 75, 54, 80, 80, 65",76,
79,case de pariuri online sigure,ro,,60,,,,,,60,,,2015-10-20,,,"1, 1, 1, 0, 4, 0, 0, 0, 0, 4, 10, 7, 3, 62, 58, 54, 63, 66, 67, 68, 63, 67, 59, 67",65,
80,case de pariuri recomandate,ro,,60,,,,,,70,,,2016-10-16,,,,,
81,case de pariuri online uk,ro,,60,,,,,,500,,,2018-03-15,,,"0, 0, 0, 3, 0, 0, 2, 0, 1, 2, 3, 0, 1, 37, 33, 39, 45, 42, 65, 84, 67, 82, 93, 89",89,
82,case de pariuri online bune,ro,,60,3.50,,,,,60,,,2017-01-09,,,"1, 1, 1, 0, 3, 2, 0, 0, 0, 4, 10, 7, 0, 65, 58, 54, 61, 63, 63, 64, 54, 63, 62, 59",62,
83,case de pariuri online 2025,ro,,60,,,,,,60,,,2025-02-21,,,"0, 0, 0, 0, 0, 0, 0, 0, 12, 32, 40, 44, 21, 38, 41, 36, 53, 90, 84, 70, 47, 54, 59, 70",62,
84,case de pariuri online noi 2025,ro,,60,,,,,,70,,,2025-07-06,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 61, 51, 80, 103, 136, 65, 46, 64, 68, 41",59,
85,case de pariuri italia,ro,,60,,,,,,400,,,2019-07-11,,,"10, 8, 4, 5, 6, 3, 6, 9, 13, 0, 12, 7, 4, 40, 43, 44, 52, 57, 58, 110, 81, 78, 89, 80",83,
86,cele mai mari case de pariuri din romania,ro,,50,2.50,,,,,50,,,2015-10-25,,,"15, 10, 14, 13, 18, 8, 12, 13, 21, 16, 21, 23, 6, 15, 17, 28, 21, 23, 83, 85, 68, 62, 68, 59",64,
87,case de pariuri mozzart,ro,,50,,,,,,50,,,2017-04-12,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 38, 51, 37, 45, 73, 62, 55, 43, 45, 63, 53",55,
88,case de pariuri licentiate romania,ro,,50,,,,,,60,,,2015-12-02,,,,,
89,case de pariuri superbet,ro,,50,,,,,,80,,,2019-01-28,,,"0, 0, 0, 0, 0, 2, 4, 3, 2, 2, 2, 2, 2, 37, 53, 41, 54, 68, 64, 48, 51, 62, 88, 71",74,
90,case de pariuri cash out,ro,,50,,,,,,50,,,2017-11-05,,,"0, 5, 6, 1, 2, 6, 2, 1, 2, 4, 9, 5, 0, 46, 50, 45, 51, 49, 54, 61, 51, 63, 60, 58",61,
91,case de pariuri online pareri,ro,55,50,2.00,1.16,cele mai bune case de pariuri online,2026-06-07 05:23:28,Sitelinks,80,1600,1900,2015-09-16,"Informational,Commercial,Non-branded,Non-local",Romanian,"30, 29, 31, 50, 69, 56, 56, 54, 52, 47, 38, 35, 30, 29, 31, 50, 69, 56, 56, 54, 52, 47, 38, 35","30, 29, 31, 50, 69, 56, 56, 54, 52, 47, 38, 35, 30",Sports betting
92,case de pariuri online serioase,ro,,50,,,,,,60,,,2015-09-06,,,"2, 1, 2, 0, 1, 7, 0, 0, 0, 1, 2, 6, 0, 57, 60, 55, 59, 56, 64, 66, 54, 51, 59, 66",60,
93,bonusuri case de pariuri fara depunere,ro,,50,,,,,,60,,,2016-05-20,,,"1, 0, 1, 2, 0, 0, 1, 0, 0, 3, 9, 6, 0, 50, 54, 50, 56, 54, 62, 67, 56, 66, 48, 61",59,
94,top case de pariuri online romania,ro,,50,5.00,,,,,50,,,2017-08-31,,,"45, 37, 35, 25, 52, 61, 66, 62, 50, 8, 22, 15, 2, 33, 23, 23, 25, 14, 66, 74, 61, 76, 89, 70",79,
95,case de pariuri deschise,ro,,50,,,,,,50,,,2020-02-15,"Informational,Non-branded,Non-local",Romanian,,,Sports betting
96,case de pariuri f1,ro,,50,,,,,,50,,,2025-04-08,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 42, 41, 55, 72, 51, 124, 84, 29, 10, 20, 16",17,
97,care sunt cele mai bune case de pariuri,ro,,50,,,,,,50,,,2024-12-30,,,"0, 0, 0, 0, 0, 0, 1, 6, 2, 5, 3, 2, 2, 45, 46, 57, 58, 59, 80, 61, 30, 57, 30, 20",37,
