#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (06-2024 - 05-2026),SV Forecasting trend (06-2026 - 06-2027),Category
11,top 10 online casino,ro,,150,8.00,,,,,11000,,,2020-01-10,,,,,
12,casino top 100,ro,,100,,,,,,250,,,2020-09-10,,,"21, 21, 28, 21, 16, 21, 20, 46, 22, 30, 17, 18, 28, 241, 481, 186, 53, 65, 30, 38, 55, 34, 46, 53",46,
13,top 40 casino,ro,,100,,,,,,100,,,2023-03-03,,,"22, 32, 78, 31, 21, 39, 47, 56, 107, 78, 132, 140, 120, 397, 429, 181, 11, 5, 13, 0, 0, 4, 30, 7",13,
14,casino top 10,ro,62,100,11.00,,cazinouri online,2026-05-30 03:53:44,"Video preview,People also ask",2300,27000,28000,2020-01-11,"Informational,Commercial,Non-branded,Non-local",English,"9, 20, 8, 60, 8, 13, 19, 89, 27, 30, 106, 122, 131, 375, 426, 177, 7, 9, 11, 21, 14, 12, 48, 118",54,Gambling; Business
15,casino top,ro,,100,8.00,,,,,2800,,,2020-01-10,"Informational,Commercial,Non-branded,Non-local",English,"39, 42, 53, 43, 76, 63, 99, 58, 54, 69, 59, 69, 75, 101, 110, 117, 143, 120, 129, 83, 92, 89, 107, 153",118,Gambling
16,10 top casino,ro,,100,,,,,,200,,,2021-10-13,,,,,
17,top revolut casino,ro,0,100,,,,2026-06-01 14:45:55,,500,,,2020-06-17,,,"2, 0, 3, 0, 0, 4, 1, 0, 1, 0, 1, 2, 1, 120, 94, 88, 103, 112, 121, 137, 148, 150, 137, 174",155,
18,top 10 casino online romania,ro,,100,10.00,,,,,100,,,2020-11-18,,,,,
19,casino online romania top,ro,,90,,,,,,100,,,2025-01-10,,,,,
20,casino top 10 online,ro,,90,8.00,,,,,1200,,,2020-03-06,,,,,
21,top bet casino bonus fara depunere,ro,,80,,,,,,80,,,2025-10-28,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49, 266, 192, 135, 147, 130, 52",110,
22,top 10 casino romania,ro,,80,10.00,,,,,100,,,2021-06-12,,,"24, 41, 34, 34, 16, 26, 20, 27, 25, 42, 53, 35, 35, 28, 46, 52, 62, 101, 114, 132, 88, 117, 85, 55",86,
23,online casino top 10,ro,,80,,,,,,3100,,,2020-01-13,,,,,
24,top mobile casino,ro,,80,,,,,,2000,,,2020-01-16,,,"19, 17, 12, 12, 3, 9, 2, 4, 3, 1, 3, 6, 9, 50, 45, 59, 72, 41, 111, 128, 139, 91, 79, 93",89,
25,top 60 casino romania,ro,,80,,,,,,80,,,2024-12-20,,,"0, 0, 0, 0, 0, 0, 13, 42, 22, 297, 41, 45, 307, 29, 41, 81, 90, 125, 129, 44, 28, 23, 21, 12",18,
26,top casino fara depunere,ro,,80,,,,,,90,,,2022-02-25,,,"63, 91, 24, 26, 52, 38, 125, 69, 54, 41, 63, 45, 30, 63, 55, 63, 93, 122, 124, 100, 115, 75, 86, 58",74,
27,casino top online,ro,,70,,,,,,700,,,2020-04-23,,,"3, 5, 5, 2, 3, 1, 22, 107, 38, 31, 68, 119, 141, 327, 192, 50, 9, 24, 6, 11, 18, 13, 24, 32",21,
28,top live casino online,ro,,70,,,,,,200,,,2020-04-02,,,"0, 0, 1, 0, 1, 5, 0, 1, 1, 0, 1, 0, 0, 48, 44, 43, 43, 44, 94, 104, 86, 82, 87, 96",89,
29,top ten online casino,ro,,60,8.00,,,,,1900,,,2020-01-15,,,"23, 28, 15, 55, 40, 1, 7, 72, 57, 36, 185, 183, 115, 322, 161, 65, 5, 3, 5, 11, 9, 7, 3, 2",5,
30,top casino online pe bani reali,ro,,60,,,,,,60,,,2024-03-16,,,"0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 22, 9, 17, 29, 13, 107, 161, 89, 81, 67, 92",81,
31,top rated online casino,ro,,60,4.00,,,,,12000,,,2020-01-11,,,"7, 10, 5, 6, 5, 19, 31, 103, 31, 16, 39, 111, 104, 314, 186, 77, 1, 2, 2, 13, 4, 7, 5, 8",7,
32,top best online casino,ro,,60,,,,,,1600,,,2020-04-09,,,"5, 5, 4, 41, 2, 3, 12, 95, 58, 25, 73, 98, 98, 303, 178, 59, 1, 1, 0, 7, 9, 5, 0, 2",3,
33,top ten casino online,ro,,60,8.00,,,,,400,,,2020-02-13,,,"2, 0, 3, 48, 38, 0, 4, 75, 48, 29, 185, 168, 116, 327, 186, 52, 0, 0, 1, 4, 1, 0, 0, 0",1,
34,top aplicații casino online,ro,,50,,,,,,50,,,2022-09-22,,,"0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 41, 38, 30, 45, 50, 90, 91, 37, 56, 59, 45",54,
35,top 50 casino,ro,,50,,,,,,300,,,2022-10-28,,,"0, 0, 13, 109, 111, 70, 76, 38, 60, 25, 18, 25, 16, 20, 87, 65, 69, 80, 78, 71, 54, 35, 37, 19",31,
36,top bonusuri casino,ro,,50,,,,,,50,,,2018-10-03,,,"6, 2, 2, 1, 7, 2, 4, 5, 4, 4, 6, 1, 5, 60, 51, 48, 42, 35, 41, 54, 44, 62, 54, 68",62,
37,top 60 casino online,ro,,50,,,,,,50,,,2025-06-11,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 251, 115, 98, 0, 0, 0, 0, 0, 0, 0, 0",1,
38,top 100 casino,ro,,50,,,,,,150,,,2020-11-20,,,"0, 3, 15, 14, 28, 16, 15, 21, 23, 11, 7, 21, 37, 44, 60, 58, 46, 17, 44, 75, 35, 41, 34, 49",43,
39,top paysafecard casino,ro,,50,,,,,,600,,,2020-09-06,,,"0, 1, 1, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 48, 51, 58, 76, 61, 46, 58, 47, 49, 46, 51",50,
40,top casino sites,ro,,50,,,,,,12000,,,2020-01-10,,,"41, 44, 36, 26, 39, 19, 26, 16, 14, 19, 32, 35, 29, 38, 46, 60, 41, 37, 48, 61, 50, 90, 43, 41",59,
41,top online casino romania,ro,,50,11.00,,,,,100,,,2019-12-09,,,"35, 38, 39, 40, 41, 40, 44, 44, 44, 46, 44, 48, 45, 49, 49, 50, 51, 50, 54, 54, 54, 56, 54, 58","56, 59, 59, 60, 62, 60, 64, 64, 64, 66, 64, 69, 66",
42,top 10 casino sites,ro,,50,,,,,,3200,,,2018-10-15,,,"22, 25, 16, 8, 3, 5, 5, 3, 4, 7, 9, 4, 3, 65, 72, 91, 63, 47, 56, 89, 72, 37, 2, 0",13,
